,,,,BC1,BC2,BC3,BC4,,RT1,RT2,RT3,RT4,,BC1,BC2,BC3,BC4,,RT1,RT2,RT3,RT4,,avg BC,,,avg RT,,,BC/RT,,
174.1,10.8163,,Unknown,20412,20401,19863,19374,,18656,21042,21628,20663,,,,,,,,,,,,,,,,,,,,"174.1(10.8163,Unknown)"
219,10.8536,,Unknown,303,797,0,2198,,1144,1300,1678,1048,,,,,,,,,,,,,,,,,,,,"219(10.8536,Unknown)"
154.2,10.8848,,Unknown,201,329,14092,319,,440,1941,1256,2740,,,,,,,,,,,,,,,,,,,,"154.2(10.8848,Unknown)"
-1,10.9424,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(10.9424,Unknown)"
160.1,11.0354,,Unknown,1174,1205,1079,1175,,348,1058,1259,1288,,,,,,,,,,,,,,,,,,,,"160.1(11.0354,Unknown)"
172,11.1561,,Unknown,184,160,579,409,,363,369,612,938,,,,,,,,,,,,,,,,,,,,"172(11.1561,Unknown)"
207,11.3467,,Unknown,96160,173502,147721,115739,,95920,132465,120161,133398,,,,,,,,,,,,,,,,,,,,"207(11.3467,Unknown)"
221.1,11.7706,,Unknown,45987,24371,38130,20536,,16511,18277,19309,19010,,,,,,,,,,,,,,,,,,,,"221.1(11.7706,Unknown)"
158,12.0222,,Unknown,239,183,6275,573,,34794,303,664,625,,,,,,,,,,,,,,,,,,,,"158(12.0222,Unknown)"
-1,12.2419,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(12.2419,Unknown)"
-1,12.2962,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(12.2962,Unknown)"
200.1,12.3409,,Unknown,5644,5613,4610,5841,,5419,5643,7129,6295,,,,,,,,,,,,,,,,,,,,"200.1(12.3409,Unknown)"
-1,12.3904,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(12.3904,Unknown)"
211,12.5383,,Unknown,8021,10051,7968,7823,,3215,4273,4531,4811,,,,,,,,,,,,,,,,,,,,"211(12.5383,Unknown)"
173,12.7431,,Unknown,1261,558,278,802,,329,359,985,953,,,,,,,,,,,,,,,,,,,,"173(12.7431,Unknown)"
154.1,12.8015,,Unknown,8801,10476,16093,16686,,13225,16941,24110,25530,,,,,,,,,,,,,,,,,,,,"154.1(12.8015,Unknown)"
150,12.8238,,Unknown,1574,360,1525,5809,,4628,5083,7306,8874,,,,,,,,,,,,,,,,,,,,"150(12.8238,Unknown)"
232,12.8611,,Unknown,0,175,0,1265,,933,1137,1294,2760,,,,,,,,,,,,,,,,,,,,"232(12.8611,Unknown)"
150,12.8734,,Unknown,1574,360,1525,5809,,4628,5083,7306,8874,,,,,,,,,,,,,,,,,,,,"150(12.8734,Unknown)"
204.1,12.889,,Unknown,56137,19753,30046,21858,,42685,25508,35403,20171,,,,,,,,,,,,,,,,,,,,"204.1(12.889,Unknown)"
207.1,12.9188,,Unknown,15982,15847,14326,14676,,13141,14218,13490,12969,,,,,,,,,,,,,,,,,,,,"207.1(12.9188,Unknown)"
278.1,12.9663,,Unknown,1550,1485,2366,2832,,1555,2232,2425,2914,,,,,,,,,,,,,,,,,,,,"278.1(12.9663,Unknown)"
188.2,13.262,,Unknown,16519,9012,11600,12355,,6639,7382,7431,6132,,,,,,,,,,,,,,,,,,,,"188.2(13.262,Unknown)"
245.1,13.361,,Unknown,24597,18215,15233,10061,,14273,8480,8275,12166,,,,,,,,,,,,,,,,,,,,"245.1(13.361,Unknown)"
248.2,13.4939,,Unknown,10085,10879,10652,8921,,11116,11367,11588,12379,,,,,,,,,,,,,,,,,,,,"248.2(13.4939,Unknown)"
267,13.637,,Unknown,3313,3941,2632,3835,,3508,4269,3581,4006,,,,,,,,,,,,,,,,,,,,"267(13.637,Unknown)"
218.1,13.6574,,Unknown,29111,12622,19509,15288,,24304,13548,17414,12197,,,,,,,,,,,,,,,,,,,,"218.1(13.6574,Unknown)"
-1,13.7076,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(13.7076,Unknown)"
156.1,13.8575,,Unknown,3906,4707,6062,7827,,4180,3143,4408,4734,,,,,,,,,,,,,,,,,,,,"156.1(13.8575,Unknown)"
207.1,13.9036,,Unknown,15413,15593,15795,16470,,15735,13653,17004,15473,,,,,,,,,,,,,,,,,,,,"207.1(13.9036,Unknown)"
221.1,13.926,,Unknown,58464,53611,55337,45728,,57040,55053,62663,64668,,,,,,,,,,,,,,,,,,,,"221.1(13.926,Unknown)"
220.1,13.93,,Unknown,286488,265190,273252,233755,,290632,283006,308401,331394,,,,,,,,,,,,,,,,,,,,"220.1(13.93,Unknown)"
219.1,14.0162,,Unknown,12481,14477,20634,23031,,6605,6991,7896,8321,,,,,,,,,,,,,,,,,,,,"219.1(14.0162,Unknown)"
191.1,14.0494,,Unknown,10473,9792,10732,8557,,10530,8644,10673,11924,,,,,,,,,,,,,,,,,,,,"191.1(14.0494,Unknown)"
234.1,14.1077,,Unknown,2768,1824,2390,3534,,1356,755,1233,1959,,,,,,,,,,,,,,,,,,,,"234.1(14.1077,Unknown)"
-1,14.124,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(14.124,Unknown)"
207,14.1871,,Unknown,18691,23974,28873,27825,,21589,25793,26123,26452,,,,,,,,,,,,,,,,,,,,"207(14.1871,Unknown)"
157.2,14.2291,,Unknown,3202,3091,6232,5968,,1749,2485,3174,4087,,,,,,,,,,,,,,,,,,,,"157.2(14.2291,Unknown)"
355.1,14.3024,,Unknown,4604,5310,4676,4026,,1471,3082,1707,3296,,,,,,,,,,,,,,,,,,,,"355.1(14.3024,Unknown)"
233,14.4536,,Unknown,213,940,550,4841,,1809,2529,3057,3556,,,,,,,,,,,,,,,,,,,,"233(14.4536,Unknown)"
190.9,14.5709,,Unknown,5774,3612,5758,3038,,2866,3883,2826,5420,,,,,,,,,,,,,,,,,,,,"190.9(14.5709,Unknown)"
-1,14.6055,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(14.6055,Unknown)"
152,14.6632,,Unknown,1459,1564,3613,5317,,3524,5210,6474,6809,,,,,,,,,,,,,,,,,,,,"152(14.6632,Unknown)"
159.1,14.6842,,Unknown,4175,4679,3712,5639,,3660,5186,5234,5025,,,,,,,,,,,,,,,,,,,,"159.1(14.6842,Unknown)"
187.1,14.8083,,Unknown,6792,6255,9520,13463,,4816,4522,7697,8682,,,,,,,,,,,,,,,,,,,,"187.1(14.8083,Unknown)"
186.1,14.83,,Unknown,9601,12706,16421,23621,,7513,13184,20023,22177,,,,,,,,,,,,,,,,,,,,"186.1(14.83,Unknown)"
152.1,14.8538,,Unknown,4455,3892,3445,5321,,3655,5210,5859,2812,,,,,,,,,,,,,,,,,,,,"152.1(14.8538,Unknown)"
188.1,14.9324,,Unknown,211396,156435,180651,146699,,164187,124453,141743,120417,,,,,,,,,,,,,,,,,,,,"188.1(14.9324,Unknown)"
189.1,15.0016,,Unknown,32503,24648,28211,23709,,24920,18756,20577,19335,,,,,,,,,,,,,,,,,,,,"189.1(15.0016,Unknown)"
-1,15.1379,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(15.1379,Unknown)"
-1,15.1535,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(15.1535,Unknown)"
-1,15.1895,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(15.1895,Unknown)"
188.1,15.2437,,Unknown,10029,8778,10253,15378,,16099,24343,27694,19039,,,,,,,,,,,,,,,,,,,,"188.1(15.2437,Unknown)"
174.1,15.2688,,Unknown,8622,8036,9322,8220,,8250,8184,9338,8818,,,,,,,,,,,,,,,,,,,,"174.1(15.2688,Unknown)"
188.1,15.511,,Unknown,2776,2633,4656,6554,,1776,2795,3729,3707,,,,,,,,,,,,,,,,,,,,"188.1(15.511,Unknown)"
170.1,15.5476,,Unknown,1297,1419,2500,3983,,1564,1541,2717,4539,,,,,,,,,,,,,,,,,,,,"170.1(15.5476,Unknown)"
-1,15.6798,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(15.6798,Unknown)"
157.1,15.8955,,Unknown,13215,16882,16302,18926,,11027,14581,14789,15531,,,,,,,,,,,,,,,,,,,,"157.1(15.8955,Unknown)"
165,15.941,,Unknown,3380,4607,3176,7076,,4554,5130,5161,6488,,,,,,,,,,,,,,,,,,,,"165(15.941,Unknown)"
174.2,16.1417,,Unknown,9267,8964,13997,23918,,9245,13358,15676,23484,,,,,,,,,,,,,,,,,,,,"174.2(16.1417,Unknown)"
156.1,16.2726,,Unknown,129747,138994,256314,394150,,45178,62483,91048,97206,,,,,,,,,,,,,,,,,,,,"156.1(16.2726,Unknown)"
201.1,16.2746,,Unknown,127451,141579,270605,423566,,42710,59854,91178,98455,,,,,,,,,,,,,,,,,,,,"201.1(16.2746,Unknown)"
227.1,16.3086,,Unknown,2561,2728,2916,2505,,2025,2043,2258,2260,,,,,,,,,,,,,,,,,,,,"227.1(16.3086,Unknown)"
191.1,16.3859,,Unknown,4570,5769,5774,3540,,7532,4715,7139,9360,,,,,,,,,,,,,,,,,,,,"191.1(16.3859,Unknown)"
174.1,16.5398,,Unknown,6878,4527,712,12826,,11642,9736,13046,9747,,,,,,,,,,,,,,,,,,,,"174.1(16.5398,Unknown)"
-1,16.5805,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(16.5805,Unknown)"
249,16.609,,Unknown,702,354,788,2927,,522,533,1171,1712,,,,,,,,,,,,,,,,,,,,"249(16.609,Unknown)"
190.1,16.7033,,Unknown,656992,368885,511460,627915,,139500,105094,155355,214535,,,,,,,,,,,,,,,,,,,,"190.1(16.7033,Unknown)"
336,16.7236,,Unknown,1236,415,733,178,,18688,28970,30433,30418,,,,,,,,,,,,,,,,,,,,"336(16.7236,Unknown)"
186.2,16.9224,,Unknown,59772,45665,49858,52354,,32952,25231,31565,34044,,,,,,,,,,,,,,,,,,,,"186.2(16.9224,Unknown)"
173.1,16.9997,,Unknown,5443,5641,6167,8553,,6201,6674,99968,125358,,,,,,,,,,,,,,,,,,,,"173.1(16.9997,Unknown)"
228,17.0702,,Unknown,2293,2787,5122,6912,,1405,2479,3544,3523,,,,,,,,,,,,,,,,,,,,"228(17.0702,Unknown)"
188,17.1516,,Unknown,1711,806,1140,28506,,11320,11457,17620,12399,,,,,,,,,,,,,,,,,,,,"188(17.1516,Unknown)"
190.1,17.3347,,Unknown,5694,6999,11918,12321,,3061,3340,5815,5037,,,,,,,,,,,,,,,,,,,,"190.1(17.3347,Unknown)"
158.1,17.3564,,Unknown,2069,547202,2648,4689,,1352415,1718369,2225202,2788851,,,,,,,,,,,,,,,,,,,,"158.1(17.3564,Unknown)"
-1,17.3788,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(17.3788,Unknown)"
-1,17.4358,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(17.4358,Unknown)"
216.1,17.4751,,Unknown,5654,6251,9930,13936,,6583,7621,13626,12769,,,,,,,,,,,,,,,,,,,,"216.1(17.4751,Unknown)"
200.1,17.5002,,Unknown,4798,4963,8186,14307,,3845,5986,8285,7470,,,,,,,,,,,,,,,,,,,,"200.1(17.5002,Unknown)"
187.2,17.6379,,Unknown,9571,4314,4604,6817,,9977,9307,9293,9578,,,,,,,,,,,,,,,,,,,,"187.2(17.6379,Unknown)"
300.1,17.6528,,Unknown,2061161,2555465,4485452,6370593,,7496953,8875144,10102710,10403231,,,,,,,,,,,,,,,,,,,,"300.1(17.6528,Unknown)"
300,17.6718,,Unknown,6647,11526,9882,6370425,,7493664,8875144,8548431,5815275,,,,,,,,,,,,,,,,,,,,"300(17.6718,Unknown)"
314,17.6942,,Unknown,3144,1847,4057,4318692,,4257971,4102592,3746981,3863350,,,,,,,,,,,,,,,,,,,,"314(17.6942,Unknown)"
301.1,17.7084,,Unknown,1133193,1395662,2439427,3468775,,4073170,4845354,5465875,5642491,,,,,,,,,,,,,,,,,,,,"301.1(17.7084,Unknown)"
155.1,17.7613,,Unknown,2293,155,1087,1517,,5403,6967,7642,6438,,,,,,,,,,,,,,,,,,,,"155.1(17.7613,Unknown)"
169.1,17.7952,,Unknown,9507,766,12132,1429,,7840,8428,9981,9786,,,,,,,,,,,,,,,,,,,,"169.1(17.7952,Unknown)"
186.1,17.8502,,Unknown,223123,129836,157217,126354,,167465,109008,132032,102278,,,,,,,,,,,,,,,,,,,,"186.1(17.8502,Unknown)"
180,17.8847,,Unknown,1201,3587,1277,3203,,4128,4481,5894,5942,,,,,,,,,,,,,,,,,,,,"180(17.8847,Unknown)"
172.9,17.9173,,Unknown,1122,743,1122,876,,1865,1283,1964,1166,,,,,,,,,,,,,,,,,,,,"172.9(17.9173,Unknown)"
158.2,18.1126,,Unknown,840108,966178,1289028,2291532,,1537603,2097412,3081798,3952978,,,,,,,,,,,,,,,,,,,,"158.2(18.1126,Unknown)"
173.1,18.1947,,Unknown,2219,2534,4175,9658,,1341,1921,3107,3672,,,,,,,,,,,,,,,,,,,,"173.1(18.1947,Unknown)"
150.1,18.4253,,Unknown,1967,2858,4043,6774,,823,985,1568,2276,,,,,,,,,,,,,,,,,,,,"150.1(18.4253,Unknown)"
180.1,18.5467,,Unknown,94306,83458,72014,76162,,60775,81404,64971,61505,,,,,,,,,,,,,,,,,,,,"180.1(18.5467,Unknown)"
314.1,18.5684,,Unknown,2010,2223,497,154,,167,1081,2489,1735,,,,,,,,,,,,,,,,,,,,"314.1(18.5684,Unknown)"
191.1,18.7698,,Unknown,7559,9743,9271,9669,,14831,10674,13634,18442,,,,,,,,,,,,,,,,,,,,"191.1(18.7698,Unknown)"
240.1,18.8709,,Unknown,6218,7334,11915,5323,,4710,6007,5153,5430,,,,,,,,,,,,,,,,,,,,"240.1(18.8709,Unknown)"
159.1,18.9611,,Unknown,3890,4045,3209,2767,,1856,2826,3303,3051,,,,,,,,,,,,,,,,,,,,"159.1(18.9611,Unknown)"
199.1,18.9903,,Unknown,196,855,653,515,,1496,1662,1833,2551,,,,,,,,,,,,,,,,,,,,"199.1(18.9903,Unknown)"
300,19.1503,,Unknown,0,384,515,1731,,355,1153,1681,1752,,,,,,,,,,,,,,,,,,,,"300(19.1503,Unknown)"
221.1,19.2263,,Unknown,6175,7032,7256,7422,,4930,5973,5904,8900,,,,,,,,,,,,,,,,,,,,"221.1(19.2263,Unknown)"
162.1,19.4026,,Unknown,6311,7772,11817,17984,,662,1570,1901,3053,,,,,,,,,,,,,,,,,,,,"162.1(19.4026,Unknown)"
165,19.5064,,Unknown,1274,1186,1093,3888,,562,1303,1091,1312,,,,,,,,,,,,,,,,,,,,"165(19.5064,Unknown)"
171,19.6068,,Unknown,4587,4353,7287,19515,,5988,8204,6438,7477,,,,,,,,,,,,,,,,,,,,"171(19.6068,Unknown)"
246,19.7512,,Unknown,2172,867,985,10542,,5254,5868,4423,5532,,,,,,,,,,,,,,,,,,,,"246(19.7512,Unknown)"
240.1,19.8611,,Unknown,7232,8344,13516,12859,,3199,4627,4787,7184,,,,,,,,,,,,,,,,,,,,"240.1(19.8611,Unknown)"
260.1,19.8821,,Unknown,2284,1835,6871,8303,,4130,3449,7989,9151,,,,,,,,,,,,,,,,,,,,"260.1(19.8821,Unknown)"
241.1,20.0354,,Unknown,1060,1034,1610,2458,,4854,6662,8481,11261,,,,,,,,,,,,,,,,,,,,"241.1(20.0354,Unknown)"
224.1,20.2931,,Unknown,86829,80695,102039,126751,,11725,13645,13679,13743,,,,,,,,,,,,,,,,,,,,"224.1(20.2931,Unknown)"
202,20.344,,Unknown,1075,293,1218,5678,,674,1611,2230,4098,,,,,,,,,,,,,,,,,,,,"202(20.344,Unknown)"
200.1,20.3996,,Unknown,167,343,1097,1973,,567,690,1841,2197,,,,,,,,,,,,,,,,,,,,"200.1(20.3996,Unknown)"
164.1,20.443,,Unknown,825,993,1469,2130,,5696,8201,9696,13745,,,,,,,,,,,,,,,,,,,,"164.1(20.443,Unknown)"
247.1,20.4647,,Unknown,1509,1519,2384,3804,,6587,6749,7720,9706,,,,,,,,,,,,,,,,,,,,"247.1(20.4647,Unknown)"
221.1,20.5407,,Unknown,73939,90274,157876,223748,,52345,66419,81404,101824,,,,,,,,,,,,,,,,,,,,"221.1(20.5407,Unknown)"
155.1,20.5902,,Unknown,14433,14459,14606,13637,,12279,12816,13135,13357,,,,,,,,,,,,,,,,,,,,"155.1(20.5902,Unknown)"
401,20.6899,,Unknown,2416,2041,1835,3170,,1670,2337,2905,4106,,,,,,,,,,,,,,,,,,,,"401(20.6899,Unknown)"
240.1,20.719,,Unknown,13814,12131,21960,9313,,8303,9387,8543,10155,,,,,,,,,,,,,,,,,,,,"240.1(20.719,Unknown)"
174.1,20.9022,,Unknown,16948,16842,31873,45177,,9858,12722,17595,20262,,,,,,,,,,,,,,,,,,,,"174.1(20.9022,Unknown)"
304.9,20.9822,,Unknown,0,0,181,238,,485,185,721,859,,,,,,,,,,,,,,,,,,,,"304.9(20.9822,Unknown)"
157.2,21.0331,,Unknown,823,1171,1220,1575,,707,1237,1855,1282,,,,,,,,,,,,,,,,,,,,"157.2(21.0331,Unknown)"
183.1,21.05,,Unknown,4986,6348,5970,7963,,4305,4863,4380,3903,,,,,,,,,,,,,,,,,,,,"183.1(21.05,Unknown)"
239.2,21.1803,,Unknown,5006,4749,3514,5249,,6033,5986,6113,6728,,,,,,,,,,,,,,,,,,,,"239.2(21.1803,Unknown)"
234.1,21.2162,,Unknown,33366,14396,7353,6803,,20963,8438,6848,6514,,,,,,,,,,,,,,,,,,,,"234.1(21.2162,Unknown)"
373.1,21.2345,,Unknown,11413,13827,21772,22859,,13104,20896,19727,17109,,,,,,,,,,,,,,,,,,,,"373.1(21.2345,Unknown)"
239.1,21.2535,,Unknown,5190,5298,4013,4816,,6033,5986,6113,6728,,,,,,,,,,,,,,,,,,,,"239.1(21.2535,Unknown)"
174.1,21.3023,,Unknown,7110,8429,11831,17160,,72819,99185,98178,105980,,,,,,,,,,,,,,,,,,,,"174.1(21.3023,Unknown)"
174.1,21.3254,,Unknown,7110,8429,11831,17160,,72819,99185,98178,105980,,,,,,,,,,,,,,,,,,,,"174.1(21.3254,Unknown)"
270,21.4122,,Unknown,276,700,253,207,,226,540,1102,1976,,,,,,,,,,,,,,,,,,,,"270(21.4122,Unknown)"
174,21.4488,,Unknown,1226,1619,228,17313,,73069,99654,98724,105980,,,,,,,,,,,,,,,,,,,,"174(21.4488,Unknown)"
-1,21.4983,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(21.4983,Unknown)"
218.2,21.6184,,Unknown,3628,3725,4907,7739,,8380,9447,11822,12554,,,,,,,,,,,,,,,,,,,,"218.2(21.6184,Unknown)"
227.1,21.7221,,Unknown,1292,1838,2525,2299,,1594,1528,2259,2445,,,,,,,,,,,,,,,,,,,,"227.1(21.7221,Unknown)"
160.1,21.7906,,Unknown,29025,25544,28765,36980,,92764,97850,84167,69758,,,,,,,,,,,,,,,,,,,,"160.1(21.7906,Unknown)"
233.1,21.8117,,Unknown,10265,11933,18581,21904,,9539,11949,16674,15341,,,,,,,,,,,,,,,,,,,,"233.1(21.8117,Unknown)"
191,21.9324,,Unknown,4822,3607,4872,9996,,4186,7687,8136,8581,,,,,,,,,,,,,,,,,,,,"191(21.9324,Unknown)"
188.1,22.142,,Unknown,2432,3081,5717,9410,,12658,12986,14008,11733,,,,,,,,,,,,,,,,,,,,"188.1(22.142,Unknown)"
243.1,22.2722,,Unknown,17506,14546,14810,16692,,30683,21574,19993,18752,,,,,,,,,,,,,,,,,,,,"243.1(22.2722,Unknown)"
350.1,22.4194,,Unknown,12706,12791,14148,14372,,20100,18152,20716,21598,,,,,,,,,,,,,,,,,,,,"350.1(22.4194,Unknown)"
230.2,22.5428,,Unknown,22079,11344,19792,14611,,4780,5759,4712,5313,,,,,,,,,,,,,,,,,,,,"230.2(22.5428,Unknown)"
258.1,22.5848,,Unknown,19754,15770,43462,106428,,2793,9046,9062,10628,,,,,,,,,,,,,,,,,,,,"258.1(22.5848,Unknown)"
169.1,22.6174,,Unknown,319,302,171,2226,,669,938,1794,3248,,,,,,,,,,,,,,,,,,,,"169.1(22.6174,Unknown)"
174.1,22.6696,,Unknown,20983,20813,32979,50779,,10764,13442,15429,17582,,,,,,,,,,,,,,,,,,,,"174.1(22.6696,Unknown)"
168,22.7531,,Unknown,1264,1855,1946,8077,,4016,7858,9587,10309,,,,,,,,,,,,,,,,,,,,"168(22.7531,Unknown)"
168.1,22.7781,,Unknown,2529,2792,5213,6895,,4016,5407,9606,9243,,,,,,,,,,,,,,,,,,,,"168.1(22.7781,Unknown)"
211.1,22.831,,Unknown,0,150,328,733,,430,507,1605,2514,,,,,,,,,,,,,,,,,,,,"211.1(22.831,Unknown)"
218.1,22.8595,,Unknown,19348,18008,36102,51885,,12365,11833,20021,22406,,,,,,,,,,,,,,,,,,,,"218.1(22.8595,Unknown)"
232.1,22.8894,,Unknown,232448,196340,265628,385195,,279133,218427,347943,382213,,,,,,,,,,,,,,,,,,,,"232.1(22.8894,Unknown)"
155.1,23.0047,,Unknown,2809,2201,3493,5138,,2776,3248,4280,5223,,,,,,,,,,,,,,,,,,,,"155.1(23.0047,Unknown)"
194.1,23.2902,,Unknown,5622,5054,7717,10472,,8767,9874,9708,10953,,,,,,,,,,,,,,,,,,,,"194.1(23.2902,Unknown)"
243,23.4645,,Unknown,1618,421,682,11271,,2494,2932,5088,6469,,,,,,,,,,,,,,,,,,,,"243(23.4645,Unknown)"
188.2,23.5316,,Unknown,7516,4956,8366,10857,,6340,6135,7913,7671,,,,,,,,,,,,,,,,,,,,"188.2(23.5316,Unknown)"
161.1,23.5961,,Unknown,1700,1413,1910,1771,,1537,2148,2693,2632,,,,,,,,,,,,,,,,,,,,"161.1(23.5961,Unknown)"
183.9,23.6951,,Unknown,1471,910,1568,2454,,1019,731,957,2288,,,,,,,,,,,,,,,,,,,,"183.9(23.6951,Unknown)"
223.1,23.71,,Unknown,1713,1217,813,2025,,2435,3779,5512,5149,,,,,,,,,,,,,,,,,,,,"223.1(23.71,Unknown)"
174.1,23.7751,,Unknown,83505,94898,120116,196095,,300639,334149,380343,510770,,,,,,,,,,,,,,,,,,,,"174.1(23.7751,Unknown)"
261.1,23.7928,,Unknown,7505,5584,11384,16476,,5458,6763,10242,12549,,,,,,,,,,,,,,,,,,,,"261.1(23.7928,Unknown)"
279.1,23.9135,,Unknown,629,863,268,1008,,2242,2759,2653,2936,,,,,,,,,,,,,,,,,,,,"279.1(23.9135,Unknown)"
217,23.9596,,Unknown,2442,2908,3476,31316,,19889,24261,25783,26274,,,,,,,,,,,,,,,,,,,,"217(23.9596,Unknown)"
156.1,23.9874,,Unknown,7721,7186,12246,15993,,5498,7833,6514,10745,,,,,,,,,,,,,,,,,,,,"156.1(23.9874,Unknown)"
170.1,24.2058,,Unknown,9620,16000,19734,34153,,51180,45476,79443,98514,,,,,,,,,,,,,,,,,,,,"170.1(24.2058,Unknown)"
158.1,24.2777,,Unknown,138890,110606,169938,230690,,280110,283650,379530,436945,,,,,,,,,,,,,,,,,,,,"158.1(24.2777,Unknown)"
154.1,24.296,,Unknown,23389,18654,28444,39684,,46620,47380,63566,74116,,,,,,,,,,,,,,,,,,,,"154.1(24.296,Unknown)"
254.1,24.3096,,Unknown,4855,7098,8691,13300,,13755,17856,23182,23917,,,,,,,,,,,,,,,,,,,,"254.1(24.3096,Unknown)"
247.1,24.3252,,Unknown,8331,12194,18198,23952,,7113,7420,15133,14840,,,,,,,,,,,,,,,,,,,,"247.1(24.3252,Unknown)"
202.1,24.3808,,Unknown,13681,16550,18954,20799,,12493,15246,16834,17367,,,,,,,,,,,,,,,,,,,,"202.1(24.3808,Unknown)"
230.1,24.4276,,Unknown,324043,260963,413933,567432,,619424,636461,865052,994209,,,,,,,,,,,,,,,,,,,,"230.1(24.4276,Unknown)"
276.1,24.4751,,Unknown,1614,1721,1739,1759,,6535,6901,6197,4493,,,,,,,,,,,,,,,,,,,,"276.1(24.4751,Unknown)"
221.1,24.5151,,Unknown,18440,18622,17418,21079,,10026,10351,10271,10825,,,,,,,,,,,,,,,,,,,,"221.1(24.5151,Unknown)"
292.1,24.532,,Unknown,3519,3016,3683,10007,,5820,5455,7495,7329,,,,,,,,,,,,,,,,,,,,"292.1(24.532,Unknown)"
185.1,24.5863,,Unknown,3901,3772,5571,7813,,5566,5429,7832,8440,,,,,,,,,,,,,,,,,,,,"185.1(24.5863,Unknown)"
194.1,24.6249,,Unknown,4470,2200,3206,2719,,1860,2279,2319,1969,,,,,,,,,,,,,,,,,,,,"194.1(24.6249,Unknown)"
245.1,24.6595,,Unknown,8942,9989,14052,20245,,11734,11940,15242,15988,,,,,,,,,,,,,,,,,,,,"245.1(24.6595,Unknown)"
317.2,24.7131,,Unknown,14100,5438,10003,1779,,1144,2279,1514,1642,,,,,,,,,,,,,,,,,,,,"317.2(24.7131,Unknown)"
400.9,24.7809,,Unknown,4609,784,2160,8149,,1385,2761,3587,7904,,,,,,,,,,,,,,,,,,,,"400.9(24.7809,Unknown)"
232.1,24.7979,,Unknown,2471,2360,3676,5447,,2365,4322,4893,4935,,,,,,,,,,,,,,,,,,,,"232.1(24.7979,Unknown)"
260.1,24.8189,,Unknown,3566,4026,3276,23515,,8899,8054,11990,14724,,,,,,,,,,,,,,,,,,,,"260.1(24.8189,Unknown)"
334,25.1777,,Unknown,452,925,688,3137,,884,1755,786,2835,,,,,,,,,,,,,,,,,,,,"334(25.1777,Unknown)"
313.2,25.2211,,Unknown,71967,70047,39443,34475,,62314,63627,45694,57465,,,,,,,,,,,,,,,,,,,,"313.2(25.2211,Unknown)"
313.2,25.2482,,Unknown,71967,70047,39443,34475,,62314,63627,45694,57465,,,,,,,,,,,,,,,,,,,,"313.2(25.2482,Unknown)"
158.1,25.352,,Unknown,9467,10197,12271,19718,,11474,12504,13483,15677,,,,,,,,,,,,,,,,,,,,"158.1(25.352,Unknown)"
267.1,25.3683,,Unknown,7450,8082,7557,8273,,9843,9616,10003,8885,,,,,,,,,,,,,,,,,,,,"267.1(25.3683,Unknown)"
198,25.4436,,Unknown,6779,7101,10150,23633,,8322,8769,10984,11748,,,,,,,,,,,,,,,,,,,,"198(25.4436,Unknown)"
185.1,25.5087,,Unknown,3792,3806,5937,8262,,7256,8106,12503,11837,,,,,,,,,,,,,,,,,,,,"185.1(25.5087,Unknown)"
217.1,25.5317,,Unknown,6693,6777,8004,110419,,12664,14402,15110,17276,,,,,,,,,,,,,,,,,,,,"217.1(25.5317,Unknown)"
162,25.5941,,Unknown,757,2072,1500,64280,,28022,35293,60030,72413,,,,,,,,,,,,,,,,,,,,"162(25.5941,Unknown)"
334.1,25.647,,Unknown,1413,1767,2968,4592,,1100,1764,2889,3745,,,,,,,,,,,,,,,,,,,,"334.1(25.647,Unknown)"
186.1,25.7135,,Unknown,1155344,734722,1491494,1752515,,376033,293292,381999,436361,,,,,,,,,,,,,,,,,,,,"186.1(25.7135,Unknown)"
