gradient,trait_pre,st,term,statistic,trait_type,trait,trait_abr,trait_pre2,ii,chisq_perm2
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.126387921604516,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.30085184117764263,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.5761599488977243,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.9954502853849068,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.2292718893452688,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.1379675180972195,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.762388023143971,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.0022700534456291054,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.331848369798102,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,13.489094044937195,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.19873511273726333,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.886076989696383,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,28.945811567783295,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,14.224332287763435,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.9074702780475086,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.6653571521137123,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.9409566524731887,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.8900050455514994,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.1930855431101284,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.075680975380873,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,24.869560803988826,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.859284173536589,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.3226210951698108,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.256246097949229,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.0821522670580307,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,24.679548560991186,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,4.186176317005924,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,7.748822852566029,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.1813130612306684,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,30.35616308303323,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.3404522861064727,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,11.875399567033986,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.0865817678716838,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,2.1463333172445376,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.652095355452611,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,18.293612110031955,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,12.48555793471877,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.9305328264905942,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.586683075971915,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,10.291089366178934,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.5244254419868668,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.603101070446862,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.365126772840744,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.07409307003263915,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.8504655983239935,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,4.933605199691712,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,28.62268514721265,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.1942375983428366,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.625338299031766,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,25.6355360129339,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.15178092625286246,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.07063042166609164,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.05239528653970028,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,10.592275325185351,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.442893692548962,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.7634164337185725,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,13.174231864867243,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.02397271920328308,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,5.34726305651259,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.3503461299689048,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,3.8576261940283967,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,0.5773388075577954,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,21.756019503223648,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.551490401146471e-4,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,12.58009788300021,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.98517945085672,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,1.1823871671533848,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,12.39329989885108,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,28.29599024042804,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,nodule number,"mod <- glmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), family = 'poisson', data = d)",population,6.374600200929983,nodule,nodule_number,NN  ,"nodule
number",2,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.2296977813354667e-4,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.00943767945558914,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.4611708650933957,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.025927921965859,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.33301733915175435,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.34108293393876893,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1500699092294975,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1629975511562615,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.7201422996431597,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.21716064494191278,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.38807934781298636,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.10465352134137677,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.7526318461094021,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.5987165692974711,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.1009619182277897,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.3074015893562216,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.9131389136530501,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.1038335103241335,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.0575900818387054,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.166682356065588,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.002042275631296842,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8433602299980616,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.186058631258479,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.5862868145655458,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.06810423223011595,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.2627482137559373,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.0102410292081103,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8074881991643111,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.01224480950840293,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.2595894408236354,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.13741642459662512,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,5.064105362316073,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.002312221953741246,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.1923299173517186,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0015403914129956155,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.0580445579549342,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.22822591594082867,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.05161726102717945,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.003073071493068919,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.4659946748245867,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1721396551945048,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.7353592969016917,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.21268478420335854,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.5720557570139817,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.5499202772094492,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.2193251112880103,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.0318423344138792,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.6656182264360669,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.06632431077265565,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1806112856161531,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.754707079853956,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.10931692679769434,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.786305496410589,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.7689356557363196,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.045648774704485376,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.6213723079822717,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.990877305541601,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.05534368267372203,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
elevation,"root
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.1915283983539555,root,root_biomass_mg,RB  ,"root
biomass
(mg)",3,
