gradient,trait_pre,st,term,statistic,trait_type,trait,trait_abr,trait_pre2,ii,chisq_perm2
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.9861852871100015,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,6.446587602936965e-5,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.1270407545858934,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.021680716762768,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.21177179709376748,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.309588982663152,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0669882339633466,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.6708068843075183,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.6170324762516876,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.5518453648120007,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,7.344877257188942e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.4098603203579034,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.008167039836374661,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.26330565458434185,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.9072151427225885,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.7939628260645635e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8681930619730691,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.7658052703293243,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.6504701284442667,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,6.314938823554966,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.994559497124676,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8833954507812283,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.03257062239229414,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.9312896775380148,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3068772995268355,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.2082199210672464,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.1138247809571402,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1689917040721971,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,4.718963458653343e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.977595930568102,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.15751812649689187,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.13088685209199,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3494785088129456,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.033134465530546386,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.5496449432391269,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.021992724162357896,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8247470546517337,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.06374032619813175,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.4946503825426544,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.6721726326430967,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.829221110368335,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.18967021906342357,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.059211391371987,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.004074978267506742,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.010551288706551119,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.11738386571140809,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3808087823490124,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0010060688627130852,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,5.782957714966447e-5,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.005527285157097381,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.9890900851502736,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.24327661608766812,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.12121675866845759,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.09129568889679571,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.06406670348135125,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.22311582701003224,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,9.728520290980089e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.356653058284986e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.10869239758786678,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.10060058969312308,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3722939575053862,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.4269438267826255e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.487255625848235,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.5923630883015205,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.6459040483788052,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.004599513661233464,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.7622488479063722,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.3371801001305645,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.027110570177537374,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.86774537618624,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.012303649305856751,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0019997940937060464,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.276130058887937,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.17003617795057221,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3202907821760035,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0012444795065989504,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.740402954315222,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.7162494190629674,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3870043204775695,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.1724009483366807,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.973868129685922,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.04085315077350847,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.7481904896710327,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.18326448064579978,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,5.946157439736531,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.594369918861594,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.3401781203005931,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.15178025407103954,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.8866265765783429,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.3195841944402489,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.014388156578908686,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.1868490903204667,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.9236862715710084,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.2613022308275745,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.5191300315784766,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.05126798130167256,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.4769460903195784,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.010459482969398392,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.08321499558926346,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.019086235276655376,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.5648318219440944,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.288048882778555,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.09336486122139737,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.687100086037083,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.7593424710994783,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.74070609510608,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,4.772636070882838,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,2.2006010830684386,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.0285962411582303,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.0055102677147436056,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.5753508140039795e-4,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.0688635195082496,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,1.3416179689843464,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.5115238423196314,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.198540715883518,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.48652965556273964,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,0.011786310187957616,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
elevation,"shoot
biomass (mg)","mod <- lmer(value ~ population + (1|exp_id) + (1|exp_plantmaternal) + (1|exp_waterblock), data = d)",population,3.402743701582719e-5,shoot,shoot_biomass_mg,SB  ,"shoot
biomass
(mg)",1,
