Hs,Ht,Gst,Gprime_st,D,loc_id,gene
0,0,NA,NA,0,loc00259,group_6150
0,0,NA,NA,0,loc00260,group_6149
0,0,NA,NA,0,loc00261,btuD_17~~~sugC_1
0,0,NA,NA,0,loc00262,group_6147
0,0,NA,NA,0,loc00263,ugpC_3~~~ugpC_13~~~btuD_3
0,0,NA,NA,0,loc00264,group_6146
0,0,NA,NA,0,loc00265,group_6145
0,0,NA,NA,0,loc00266,abo_2~~~abo_1
0,0,NA,NA,0,loc00267,group_6144
0,0,NA,NA,0,loc00268,group_6139
0,0,NA,NA,0,loc00269,group_6138
0,0,NA,NA,0,loc00270,COQ5_5~~~COQ5_2
0,0,NA,NA,0,loc00271,group_6134
0,0,NA,NA,0,loc00272,rssA
0,0,NA,NA,0,loc00273,cheB_5~~~cheB1
0,0,NA,NA,0,loc00274,group_6133
0,0,NA,NA,0,loc00275,treS
0,0,NA,NA,0,loc00276,group_6132
0,0,NA,NA,0,loc00277,group_6131
0,0,NA,NA,0,loc00278,group_6130
0,0,NA,NA,0,loc00279,ssuB_2~~~ssuB_1
0,0,NA,NA,0,loc00280,group_6129
0,0,NA,NA,0,loc00281,group_6128
0,0,NA,NA,0,loc00282,group_6127
0,0,NA,NA,0,loc00283,group_6126
0,0,NA,NA,0,loc00284,group_6125
0,0,NA,NA,0,loc00285,btuC_1~~~yfhA_1~~~yfhA_2
0,0,NA,NA,0,loc00286,sucB_2~~~sucB_1
0,0,NA,NA,0,loc00287,group_6124
0,0,NA,NA,0,loc00288,group_6123
0,0,NA,NA,0,loc00289,rihB_1~~~rihA_4~~~rihA_1~~~rihB_2
0,0,NA,NA,0,loc00290,group_6119
0,0,NA,NA,0,loc00291,group_6118
0,0,NA,NA,0,loc00292,group_6117
0,0,NA,NA,0,loc00293,fecE_1~~~fecE_2
0,0,NA,NA,0,loc00294,group_6116
0,0,NA,NA,0,loc00295,afr_1~~~iolG_16
0,0,NA,NA,0,loc00296,group_6115
0,0,NA,NA,0,loc00297,group_6114
0,0,NA,NA,0,loc00298,paaD
0,0,NA,NA,0,loc00299,rhaR_7~~~rhaS_1
0,0,NA,NA,0,loc00300,lutR_7~~~lutR_10~~~lutR_5
0,0,NA,NA,0,loc00301,rfbE
0,0,NA,NA,0,loc00302,yhdY_3~~~yhdY_2
0,0,NA,NA,0,loc00303,uppS
0,0,NA,NA,0,loc00304,cysQ_1~~~cysQ_2~~~cysQ_3~~~cysQ_4~~~suhB_4~~~suhB_2
0,0,NA,NA,0,loc00305,caiD_2~~~caiD_1
0,0,NA,NA,0,loc00306,group_6111
0,0,NA,NA,0,loc00307,group_6110
0,0,NA,NA,0,loc00308,group_6109
0,0,NA,NA,0,loc00309,group_6108
0,0,NA,NA,0,loc00310,pcaJ_2~~~pcaJ_1~~~pcaJ
0,0,NA,NA,0,loc00311,group_6107
0,0,NA,NA,0,loc00312,yhfA
0,0,NA,NA,0,loc00313,group_6106
0,0,NA,NA,0,loc00314,mshA_9~~~mshA_4
0,0,NA,NA,0,loc00315,group_6105
0,0,NA,NA,0,loc00316,group_6104
0,0,NA,NA,0,loc00317,group_6102
0,0,NA,NA,0,loc00318,bicA
0,0,NA,NA,0,loc00319,sasA_5~~~sasA_2
0,0,NA,NA,0,loc00320,noc_4~~~noc_5~~~noc_1
0,0,NA,NA,0,loc00321,group_6101
0,0,NA,NA,0,loc00322,group_6100
0,0,NA,NA,0,loc00323,otnI
0,0,NA,NA,0,loc00324,group_6099
0,0,NA,NA,0,loc00325,group_6097
0,0,NA,NA,0,loc00326,rcsC_10~~~rcsC_5
0,0,NA,NA,0,loc00327,group_6096
0,0,NA,NA,0,loc00328,kpsT
0,0,NA,NA,0,loc00329,group_6091
0,0,NA,NA,0,loc00330,group_6090
0,0,NA,NA,0,loc00331,group_6089
0,0,NA,NA,0,loc00332,rfbC_1~~~rfbC_2
0,0,NA,NA,0,loc00333,gno_3~~~gno_2
0,0,NA,NA,0,loc00334,group_6087
0,0,NA,NA,0,loc00335,gcvA_5~~~gcvA_2
0,0,NA,NA,0,loc00336,group_6086
0,0,NA,NA,0,loc00337,group_6085
0,0,NA,NA,0,loc00338,rbsA_1~~~btuD_6
0,0,NA,NA,0,loc00339,group_6083
0,0,NA,NA,0,loc00340,atzA~~~triA
0,0,NA,NA,0,loc00341,rbsR_2~~~exuR_1~~~rbsR_3
0,0,NA,NA,0,loc00342,group_6080
0,0,NA,NA,0,loc00343,dppC_1~~~dppC_3
0,0,NA,NA,0,loc00344,vat~~~dapH
0,0,NA,NA,0,loc00345,group_6078
0,0,NA,NA,0,loc00346,group_6077
0,0,NA,NA,0,loc00347,group_6076
0,0,NA,NA,0,loc00348,dctD_1~~~dctD_2
0,0,NA,NA,0,loc00349,group_6073
0,0,NA,NA,0,loc00350,group_6072
0,0,NA,NA,0,loc00351,dhaL2
0,0,NA,NA,0,loc00352,group_6070
0,0,NA,NA,0,loc00353,group_6068
0,0,NA,NA,0,loc00354,group_6066
0,0,NA,NA,0,loc00355,fabG_11~~~fabG_1
0,0,NA,NA,0,loc00356,group_6052
0,0,NA,NA,0,loc00357,group_6051
0,0,NA,NA,0,loc00358,rhaS_1~~~rclR_2
0,0,NA,NA,0,loc00359,group_6050
0,0,NA,NA,0,loc00360,group_6049
0,0,NA,NA,0,loc00361,group_6045
0,0,NA,NA,0,loc00362,group_6037
0,0,NA,NA,0,loc00363,group_6035
0,0,NA,NA,0,loc00364,group_6033
0,0,NA,NA,0,loc00365,group_6030
0,0,NA,NA,0,loc00366,group_6028
0,0,NA,NA,0,loc00367,yflN
0,0,NA,NA,0,loc00368,group_6027
0,0,NA,NA,0,loc00369,group_6020
0,0,NA,NA,0,loc00370,group_6019
0,0,NA,NA,0,loc00371,group_6017
0,0,NA,NA,0,loc00372,group_6016
0,0,NA,NA,0,loc00373,ydbD
0,0,NA,NA,0,loc00374,group_6014
0,0,NA,NA,0,loc00375,putA
0,0,NA,NA,0,loc00376,dnaE2_3~~~dnaE2_2~~~dnaE2_1~~~imuB
0,0,NA,NA,0,loc00377,sasA_4~~~envZ~~~sasA_9~~~sasA_13
0,0,NA,NA,0,loc00378,group_6013
0,0,NA,NA,0,loc00379,group_6012
0,0,NA,NA,0,loc00380,tdh_2~~~ppsC~~~tdh_3~~~pks5
0,0,NA,NA,0,loc00381,group_6011
0,0,NA,NA,0,loc00382,purF_4~~~purF_3~~~purF_2~~~yciK
0,0,NA,NA,0,loc00383,ndvB_2~~~ndvB_1~~~ndvB_3
0,0,NA,NA,0,loc00384,group_6010
0,0,NA,NA,0,loc00385,cobQ_1~~~cobQ_2~~~cobQ~~~cpo_4
0,0,NA,NA,0,loc00386,group_6008
0,0,NA,NA,0,loc00387,group_6006
0,0,NA,NA,0,loc00388,clpB~~~clpB_2
0,0,NA,NA,0,loc00389,sir_1~~~sir_2~~~sir
0,0,NA,NA,0,loc00390,cobN_1~~~cobN_2~~~cobN
0,0,NA,NA,0,loc00391,glcB_3~~~glcB_2~~~glcB_1~~~glcB
0,0,NA,NA,0,loc00392,kdpD~~~sasA_1
0,0,NA,NA,0,loc00393,pal_2~~~pal_3~~~pal_1
