genome_id,gene,value
g4,bcp_1,1
g4,hmrR,1
g4,group_2439,1
g4,group_2434,1
g4,group_2433,1
g4,group_2432,1
g4,aroQ_2,1
g4,group_2431,1
g4,group_2428,1
g4,group_2427,1
g4,group_2426,1
g4,group_2425,1
g4,group_2424,1
g4,rpiB,1
g4,yqeY,1
g4,exbD_2,1
g4,flbT,1
g4,tadA,1
g4,group_2416,1
g4,ratA,1
g4,group_2414,1
g4,group_2413,1
g4,group_2412,1
g4,group_2411,1
g4,group_2398,1
g4,group_2397,1
g4,ccmE,1
g4,slyA_3,1
g4,norC,1
g4,group_2387,1
g4,group_2386,1
g4,group_2385,1
g4,group_2384,1
g4,ccmH,1
g4,group_2383,1
g4,group_2382,1
g4,fucU_1,1
g4,group_2374,1
g4,group_2373,1
g4,ywnA,1
g4,iorA_1,1
g4,group_2372,1
g4,group_2371,1
g4,ibpA_3,1
g4,group_2358,1
g4,cymR,1
g4,group_2357,1
g4,rnhA,1
g4,group_2356,1
g4,ribH1,1
g4,lrp_4,1
g4,trmL,1
g4,group_2354,1
g4,bhbA_2,1
g4,group_2353,1
g4,paaZ_2,1
g4,group_2351,1
g4,asnC,1
g4,ureE1,1
g4,lrp_8,1
g4,lrp_6,1
g4,group_2340,1
g4,ptsN,1
g4,nsrR_1,1
g4,group_2339,1
g4,rplM,1
g4,group_2338,1
g4,cheW_1,1
g4,decR_3,1
g4,group_2337,1
g4,group_2335,1
g4,group_2330,1
g4,ohrR_2,1
g4,group_2329,1
g4,rpsI,1
g4,group_2328,1
g4,group_2327,1
g4,group_2326,1
g4,bcp_2,1
g4,group_2325,1
g4,decR_1,1
g4,group_2313,1
g4,group_2312,1
g4,rpsG,1
g4,rplO,1
g4,group_2311,1
g4,lrp_5,1
g4,group_2308,1
g4,group_2303,1
g4,group_2302,1
g4,group_2301,1
g4,kbp,1
g4,group_2300,1
g4,group_2299,1
g4,group_2298,1
g4,group_2297,1
g4,nrdR,1
g4,ribH2,1
g4,group_2295,1
g4,moaE,1
g4,group_2292,1
g4,group_2289,1
g4,ohrR_1,1
g4,mrpE,1
g4,accB,1
g4,group_2287,1
g4,IMPDH_1,1
g4,group_2281,1
g4,cheW_3,1
g4,hndA,1
g4,group_2280,1
g4,arsC_3,1
g4,group_2279,1
g4,group_2278,1
g4,smpB,1
g4,group_2277,1
g4,slyA_2,1
g4,group_2275,1
g4,ibpA_1,1
g4,group_2271,1
g4,dut,1
g4,group_2269,1
g4,group_2268,1
g4,group_2267,1
g4,nusB,1
g4,group_2265,1
g4,greB,1
g4,group_2263,1
g4,group_2262,1
g4,group_2255,1
g4,group_2254,1
g4,mnhE1,1
g4,bfr,1
g4,group_2253,1
g4,hprK,1
g4,atpF_1,1
g4,PGdx,1
g4,soxR,1
g4,decR_2,1
g4,group_2251,1
g4,group_2250,1
g4,group_2243,1
g4,coxS,1
g4,group_2240,1
g4,yciF,1
g4,group_2239,1
g4,nuoI,1
g4,def1,1
g4,coaD,1
g4,group_2238,1
g4,group_2237,1
g4,group_2235,1
g4,group_2232,1
g4,lrpC_2,1
g4,group_2228,1
g4,lrp_1,1
g4,moaC,1
g4,group_2222,1
g4,lspA,1
g4,group_2221,1
g4,yrrK,1
g4,pncC,1
g4,gpt,1
g4,group_2219,1
g4,group_2218,1
g4,acxC,1
g4,rsfS,1
g4,group_2213,1
g4,purE,1
g4,group_2212,1
g4,group_2211,1
g4,group_2210,1
g4,hpaC,1
g4,group_2206,1
g4,group_2205,1
g4,group_2204,1
g4,group_2203,1
g4,group_2200,1
g4,group_2199,1
g4,rimI,1
g4,group_2198,1
g4,group_2197,1
g4,group_2195,1
g4,group_2194,1
g4,group_2193,1
g4,group_2192,1
g4,nqo6,1
g4,group_2191,1
g4,group_2184,1
g4,secB,1
g4,nsrR_2,1
g4,group_2183,1
g4,group_2182,1
g4,group_2180,1
g4,yciE,1
g4,group_2179,1
g4,allA_1,1
g4,group_2174,1
g4,proX,1
g4,group_2173,1
g4,group_2172,1
g4,group_2171,1
g4,group_2170,1
g4,group_2166,1
g4,nqo2_1,1
g4,group_2165,1
g4,group_2164,1
g4,group_2158,1
g4,group_2157,1
g4,group_2156,1
g4,group_2155,1
g4,sigR_2,1
g4,fabA,1
g4,group_2150,1
g4,group_2149,1
g4,dsbB,1
g4,group_2144,1
g4,lrp_7,1
g4,aacA4,1
g4,sodC,1
g4,group_2142,1
g4,group_2141,1
g4,ttr,1
g4,ecfG_1,1
g4,mobB,1
g4,rppH,1
g4,group_2122,1
g4,cobP,1
g4,arsC_2,1
g4,cycB_1,1
g4,pal_3,1
g4,group_2116,1
g4,group_2115,1
g4,yrdA,1
g4,group_2113,1
g4,group_2111,1
g4,yiaM,1
g4,ppa,1
g4,group_2104,1
g4,group_2103,1
g4,crtK2,1
g4,group_2102,1
g4,rplF,1
g4,group_2094,1
g4,def,1
g4,group_2093,1
g4,group_2086,1
g4,group_2085,1
g4,group_2084,1
g4,group_2083,1
g4,group_2082,1
g4,group_2081,1
g4,mltC,1
g4,group_2080,1
g4,group_2079,1
g4,apt,1
g4,group_2075,1
g4,group_2074,1
g4,group_2073,1
g4,hpt,1
g4,group_2063,1
g4,group_2062,1
g4,bamE,1
g4,group_2054,1
g4,group_2053,1
g4,group_2052,1
g4,group_2050,1
g4,lemA,1
g4,group_2049,1
g4,puuR_1,1
g4,group_2048,1
g4,ndhJ,1
g4,cheD,1
g4,group_2041,1
g4,group_2040,1
g4,group_2039,1
g4,group_2038,1
g4,group_2037,1
g4,ctaE_1,1
g4,maa,1
g4,group_2034,1
g4,ecfG_4,1
g4,group_2031,1
g4,group_2022,1
g4,group_2021,1
g4,group_2020,1
g4,pitA,1
g4,hslV,1
g4,group_2019,1
g4,rplE,1
g4,group_2018,1
g4,group_2016,1
g4,msuE,1
g4,group_2009,1
g4,group_2008,1
g4,lptA,1
g4,frr,1
g4,group_2007,1
g4,group_2005,1
g4,group_2003,1
g4,group_1998,1
g4,group_1997,1
g4,group_1996,1
g4,group_1995,1
g4,dhfrIII,1
g4,group_1992,1
g4,rfbC_1,1
g4,group_1988,1
g4,atpH,1
g4,nadD,1
g4,nfuA,1
g4,group_1985,1
g4,group_1983,1
g4,group_1982,1
g4,comR_2,1
g4,group_1976,1
g4,chaC,1
g4,group_1975,1
g4,efp,1
g4,group_1974,1
g4,rpsE,1
g4,kdpC,1
g4,group_1970,1
g4,gfa,1
g4,hpf,1
g4,group_1958,1
g4,group_1957,1
g4,group_1956,1
g4,group_1951,1
g4,rplI,1
g4,group_1950,1
g4,group_1948,1
g4,group_1947,1
g4,group_1942,1
g4,group_1941,1
g4,group_1940,1
g4,aroK,1
g4,group_1938,1
g4,group_1937,1
g4,sutR_3,1
g4,nuoB,1
g4,adk,1
g4,group_1936,1
g4,petA,1
g4,group_1934,1
g4,group_1933,1
g4,group_1931,1
g4,group_1930,1
g4,group_1929,1
g4,group_1928,1
g4,group_1927,1
g4,sutR_1,1
g4,coaE,1
g4,gpmA_1,1
g4,group_1919,1
g4,group_1917,1
g4,clpP_3,1
g4,thpR,1
g4,group_1912,1
g4,ydjA,1
g4,group_1911,1
g4,group_1910,1
g4,group_1909,1
g4,yhbO_2,1
g4,group_1907,1
g4,group_1906,1
g4,group_1905,1
g4,group_1896,1
g4,azoR,1
g4,group_1895,1
g4,group_1894,1
g4,group_1893,1
g4,group_1890,1
g4,nodA,1
g4,pdtaR,1
g4,group_1884,1
g4,betI_1,1
g4,msrA2,1
g4,rutE,1
g4,group_1875,1
g4,group_1874,1
g4,ctaG,1
g4,group_1872,1
g4,group_1871,1
g4,iscR,1
g4,group_1862,1
g4,yceF,1
g4,group_1851,1
g4,olsG,1
g4,sodB,1
g4,group_1850,1
g4,group_1849,1
g4,group_1848,1
g4,group_1847,1
g4,leuD,1
g4,group_1843,1
g4,recR,1
g4,group_1842,1
g4,group_1841,1
g4,nqo5,1
g4,group_1840,1
g4,yceI,1
g4,gstB_2,1
g4,group_1839,1
g4,group_1838,1
g4,group_1836,1
g4,group_1835,1
g4,thiE_1,1
g4,group_1834,1
g4,hisB,1
g4,betI_2,1
g4,group_1828,1
g4,group_1827,1
g4,group_1826,1
g4,group_1825,1
g4,group_1817,1
g4,alkB,1
g4,rhtB_2,1
g4,group_1816,1
g4,plsY,1
g4,group_1814,1
g4,nagL_1,1
g4,group_1807,1
g4,group_1806,1
g4,atpF_2,1
g4,nuoJ_2,1
g4,aat,1
g4,group_1805,1
g4,pcm_2,1
g4,group_1804,1
g4,fixJ,1
g4,group_1803,1
g4,pcaG,1
g4,ruvA,1
g4,group_1797,1
g4,clpP_2,1
g4,rimP,1
g4,ynjF,1
g4,group_1796,1
g4,folE,1
g4,group_1793,1
g4,group_1792,1
g4,group_1784,1
g4,group_1783,1
g4,pdxH,1
g4,ribE,1
g4,azoR1,1
g4,rplD,1
g4,group_1782,1
g4,group_1779,1
g4,rplY,1
g4,ftsE,1
g4,ccmA,1
g4,comR_1,1
g4,group_1771,1
g4,rnd_2,1
g4,grpE,1
g4,betI_3,1
g4,clpP_1,1
g4,yceJ,1
g4,group_1765,1
g4,group_1758,1
g4,group_1757,1
g4,upp,1
g4,group_1756,1
g4,group_1755,1
g4,group_1753,1
g4,nudL,1
g4,cobH,1
g4,yciB,1
g4,leuE,1
g4,group_1749,1
g4,rhtB_1,1
g4,group_1748,1
g4,ubiX,1
g4,cyoC_1,1
g4,rhtB_4,1
g4,gpmA_2,1
g4,group_1740,1
g4,group_1739,1
g4,group_1738,1
g4,tag,1
g4,group_1737,1
g4,paoA_2,1
g4,fixK_1,1
g4,ndhI,1
g4,yhhQ,1
g4,eda_1,1
g4,cmk,1
g4,group_1729,1
g4,mqnB,1
g4,group_1728,1
g4,group_1727,1
g4,group_1726,1
g4,rhtC_1,1
g4,nagL_2,1
g4,group_1719,1
g4,group_1718,1
g4,rsmG,1
g4,group_1717,1
g4,group_1716,1
g4,nhhA,1
g4,dhaL,1
g4,pgiA,1
g4,group_1709,1
g4,rhtC_3,1
g4,group_1708,1
g4,group_1707,1
g4,lasI_2,1
g4,cobO,1
g4,group_1706,1
g4,group_1705,1
g4,group_1701,1
g4,group_1700,1
g4,degU_4,1
g4,group_1699,1
g4,group_1697,1
g4,group_1696,1
g4,glnQ_1,1
g4,group_1692,1
g4,hisH,1
g4,bioS,1
g4,rutB_2,1
g4,eda_2,1
g4,thiE_2,1
g4,tal,1
g4,msrA,1
g4,engB,1
g4,group_1681,1
g4,group_1677,1
g4,group_1676,1
g4,OSGEPL1,1
g4,group_1674,1
g4,mnmC_2,1
g4,degU_2,1
g4,group_1671,1
g4,group_1669,1
g4,ccmB,1
g4,rimM,1
g4,tcyB_5,1
g4,group_1668,1
g4,group_1667,1
g4,gmk,1
g4,group_1666,1
g4,pcm_3,1
g4,mobA,1
g4,nthB,1
g4,yyaP,1
g4,group_1662,1
g4,ompR_2,1
g4,group_1661,1
g4,yecS_3,1
g4,group_1660,1
g4,tcyB_1,1
g4,pphA,1
g4,group_1659,1
g4,group_1658,1
g4,chpT,1
g4,lolA,1
g4,group_1651,1
g4,rspR_8,1
g4,group_1650,1
g4,hdlIVa,1
g4,group_1649,1
g4,group_1648,1
g4,purN,1
g4,group_1646,1
g4,group_1645,1
g4,group_1644,1
g4,msrP_1,1
g4,glnP,1
g4,metI,1
g4,group_1641,1
g4,gph_3,1
g4,group_1640,1
g4,COQ5_4,1
g4,yecS_1,1
g4,yieH_2,1
g4,bepR,1
g4,fzlA,1
g4,group_1634,1
g4,tatB,1
g4,ald2_2,1
g4,group_1632,1
g4,yecD,1
g4,group_1630,1
g4,qseB,1
g4,group_1629,1
g4,group_1626,1
g4,IMPDH_3,1
g4,ftcR,1
g4,phoP,1
g4,purQ,1
g4,group_1625,1
g4,tlpA,1
g4,group_1617,1
g4,yhbO_1,1
g4,hxpA,1
g4,nicS_2,1
g4,group_1603,1
g4,group_1602,1
g4,group_1601,1
g4,rspR_4,1
g4,group_1600,1
g4,tctD,1
g4,group_1597,1
g4,lon2,1
g4,group_1595,1
g4,bioM,1
g4,rpe_2,1
g4,devR_2,1
g4,group_1592,1
g4,group_1591,1
g4,group_1586,1
g4,walR,1
g4,msiK_3,1
g4,yiaD,1
g4,phoB,1
g4,gph_2,1
g4,group_1580,1
g4,sspA,1
g4,rplC,1
g4,group_1579,1
g4,aqpZ2,1
g4,group_1576,1
g4,rpe_1,1
g4,bshB1_1,1
g4,lutR_12,1
g4,group_1572,1
g4,group_1571,1
g4,group_1570,1
g4,group_1569,1
g4,devR_1,1
g4,mcbR_2,1
g4,group_1565,1
g4,group_1564,1
g4,group_1562,1
g4,lutR_7,1
g4,yieH_1,1
g4,bluB,1
g4,group_1559,1
g4,glxR_2,1
g4,rspR_5,1
g4,livF_2,1
g4,group_1554,1
g4,group_1553,1
g4,group_1552,1
g4,pyrF,1
g4,trmB,1
g4,psd,1
g4,rplA,1
g4,group_1551,1
g4,metH_1,1
g4,group_1550,1
g4,ompR_4,1
g4,ctrA,1
g4,modB,1
g4,livF_4,1
g4,cusR,1
g4,group_1544,1
g4,napC,1
g4,nanR_2,1
g4,group_1541,1
g4,group_1540,1
g4,group_1539,1
g4,crp_2,1
g4,tmk,1
g4,rspR_1,1
g4,cecR,1
g4,rspR_9,1
g4,thiQ,1
g4,yhdE,1
g4,yfcG_2,1
g4,djlA,1
g4,group_1532,1
g4,livF_3,1
g4,phnL,1
g4,group_1531,1
g4,group_1525,1
g4,flgH,1
g4,rspR_2,1
g4,cpdA_1,1
g4,group_1522,1
g4,phoU,1
g4,group_1520,1
g4,rpsC,1
g4,group_1519,1
g4,bshB1_2,1
g4,group_1517,1
g4,rraA,1
g4,nanR_4,1
g4,lutR_13,1
g4,group_1509,1
g4,group_1508,1
g4,ygaZ_1,1
g4,ald2_1,1
g4,pth,1
g4,tolQ_2,1
g4,group_1496,1
g4,rph,1
g4,sfsA,1
g4,ygeA,1
g4,nreC,1
g4,ompR_3,1
g4,xynR_1,1
g4,cyoC_2,1
g4,trmD,1
g4,baeR,1
g4,lutR_11,1
g4,pyrH,1
g4,group_1486,1
g4,glnQ_2,1
g4,phaB,1
g4,arcA_2,1
g4,hisQ_3,1
g4,flgF,1
g4,group_1483,1
g4,pcs,1
g4,group_1482,1
g4,group_1480,1
g4,group_1479,1
g4,group_1478,1
g4,hyuA_1,1
g4,group_1477,1
g4,group_1476,1
g4,sdh,1
g4,group_1473,1
g4,scpB_2,1
g4,lnrL_1,1
g4,prmC_1,1
g4,group_1466,1
g4,frcA_4,1
g4,lasR,1
g4,group_1465,1
g4,gamR,1
g4,tam_1,1
g4,group_1461,1
g4,mhpC,1
g4,group_1460,1
g4,fliP,1
g4,fabG_9,1
g4,frcA_5,1
g4,fabG_2,1
g4,group_1459,1
g4,ompR_1,1
g4,luxR,1
g4,group_1457,1
g4,frcA_3,1
g4,group_1456,1
g4,yehW,1
g4,group_1450,1
g4,nagR_3,1
g4,truA,1
g4,lepB,1
g4,group_1448,1
g4,group_1447,1
g4,deoC_2,1
g4,ubiG,1
g4,group_1440,1
g4,group_1439,1
g4,yfcA_2,1
g4,hisA,1
g4,group_1438,1
g4,group_1437,1
g4,etfB,1
g4,group_1428,1
g4,group_1426,1
g4,group_1424,1
g4,crt_1,1
g4,cah_1,1
g4,map_1,1
g4,group_1423,1
g4,deoR_1,1
g4,lutR_1,1
g4,fixK_4,1
g4,cysZ,1
g4,kdsB,1
g4,group_1419,1
g4,paaG_2,1
g4,cpnA_1,1
g4,cof,1
g4,lutR_8,1
g4,group_1417,1
g4,lptB_1,1
g4,group_1415,1
g4,glnQ_13,1
g4,fabG_12,1
g4,group_1411,1
g4,tlyA,1
g4,linC,1
g4,sufC,1
g4,group_1410,1
g4,group_1408,1
g4,osmY,1
g4,arsH,1
g4,cobM,1
g4,bepA_2,1
g4,glnQ_9,1
g4,group_1401,1
g4,fabG_3,1
g4,kdgR_2,1
g4,group_1400,1
g4,group_1398,1
g4,group_1397,1
g4,group_1396,1
g4,group_1395,1
g4,yadH,1
g4,bacC_6,1
g4,group_1393,1
g4,cobJ,1
g4,glpR,1
g4,moeZ,1
g4,nagR_2,1
g4,group_1388,1
g4,gno_1,1
g4,kduD_1,1
g4,group_1382,1
g4,cpnA_2,1
g4,group_1381,1
g4,birA,1
g4,group_1380,1
g4,rpsB,1
g4,eryH,1
g4,frcA_6,1
g4,fabG_6,1
g4,kduD_2,1
g4,group_1379,1
g4,gno_3,1
g4,occP_1,1
g4,gdh_4,1
g4,gloB_2,1
g4,group_1377,1
g4,group_1376,1
g4,fabG_13,1
g4,ccmC,1
g4,xylB_2,1
g4,tpiA,1
g4,surE,1
g4,glnQ_4,1
g4,nanR_3,1
g4,pqqCD,1
g4,group_1374,1
g4,group_1373,1
g4,polS,1
g4,gdh_6,1
g4,group_1370,1
g4,cobI,1
g4,tcyA,1
g4,echA8_4,1
g4,occP_4,1
g4,tam_2,1
g4,NADK,1
g4,group_1368,1
g4,lvr,1
g4,thiG_1,1
g4,xthA_1,1
g4,cysQ_5,1
g4,ramA,1
g4,hisN,1
g4,metQ,1
g4,ubiE,1
g4,group_1362,1
g4,cysH,1
g4,group_1359,1
g4,group_1358,1
g4,pgrR_4,1
g4,phnK,1
g4,bdhA,1
g4,group_1352,1
g4,sdhB,1
g4,crt_3,1
g4,fabG_10,1
g4,fepC_1,1
g4,ucpA_1,1
g4,group_1348,1
g4,zupT,1
g4,ydcV_1,1
g4,frcA_9,1
g4,group_1345,1
g4,group_1343,1
g4,artJ_2,1
g4,caiD_2,1
g4,group_1342,1
g4,ant1,1
g4,kdgR_1,1
g4,nanR_1,1
g4,rbsA_13,1
g4,budC,1
g4,udh,1
g4,group_1335,1
g4,menH_1,1
g4,perR_1,1
g4,srlR,1
g4,group_1333,1
g4,phnV,1
g4,group_1332,1
g4,bacC_3,1
g4,glnQ_3,1
g4,paaC,1
g4,echA8_1,1
g4,group_1327,1
g4,mtgA_3,1
g4,group_1326,1
g4,flgG,1
g4,lipB,1
g4,cobV,1
g4,group_1325,1
g4,btuD_21,1
g4,group_1318,1
g4,group_1317,1
g4,modA,1
g4,group_1316,1
g4,group_1315,1
g4,pdhR,1
g4,xthA_2,1
g4,crt_2,1
g4,group_1313,1
g4,ydcV_2,1
g4,group_1312,1
g4,group_1310,1
g4,group_1309,1
g4,yfiH,1
g4,phyR_2,1
g4,gdh_5,1
g4,group_1308,1
g4,btuD_17,1
g4,parA,1
g4,group_1306,1
g4,thyA,1
g4,COQ3_2,1
g4,pldht,1
g4,group_1303,1
g4,group_1302,1
g4,fabG2,1
g4,rpaR_2,1
g4,cutM_2,1
g4,glnH_6,1
g4,punA,1
g4,phyR_1,1
g4,potH_1,1
g4,oppF_1,1
g4,suhB_4,1
g4,cmpD,1
g4,hpcH,1
g4,group_1292,1
g4,group_1290,1
g4,group_1289,1
g4,suhB_2,1
g4,pdeA,1
g4,group_1282,1
g4,hcaB_5,1
g4,ssuC_4,1
g4,ssuB_2,1
g4,group_1281,1
g4,hisQ_2,1
g4,group_1280,1
g4,fepC_2,1
g4,xthA_3,1
g4,fabI_3,1
g4,uppP,1
g4,group_1275,1
g4,group_1274,1
g4,artI_1,1
g4,catD,1
g4,aptA,1
g4,group_1267,1
g4,group_1266,1
g4,argT,1
g4,group_1265,1
g4,group_1263,1
g4,group_1262,1
g4,exoK,1
g4,mshD,1
g4,group_1255,1
g4,frlD_2,1
g4,lptB_3,1
g4,group_1254,1
g4,group_1253,1
g4,fpr,1
g4,lpxA,1
g4,tauB,1
g4,group_1252,1
g4,nimR,1
g4,murI,1
g4,ydcV_6,1
g4,group_1245,1
g4,hyi_1,1
g4,minD,1
g4,group_1244,1
g4,group_1243,1
g4,trpC,1
g4,gsiD_8,1
g4,group_1239,1
g4,fabI_2,1
g4,scpA,1
g4,ydcV_5,1
g4,nirQ,1
g4,lacG_1,1
g4,group_1238,1
g4,group_1237,1
g4,neo,1
g4,group_1229,1
g4,yqfL,1
g4,ydcV_7,1
g4,echA8_3,1
g4,nqo2_2,1
g4,group_1228,1
g4,panB_2,1
g4,group_1227,1
g4,gsiD_3,1
g4,COQ5_1,1
g4,proC_2,1
g4,ymdB,1
g4,dasC_8,1
g4,egtC,1
g4,group_1221,1
g4,rsmA,1
g4,rcsC_7,1
g4,group_1219,1
g4,group_1218,1
g4,apnO,1
g4,group_1216,1
g4,opuAA_2,1
g4,rlmB_2,1
g4,fliY_4,1
g4,group_1215,1
g4,gsiA_13,1
g4,dkgB,1
g4,COQ3_3,1
g4,znuB,1
g4,dasC_5,1
g4,group_1214,1
g4,ngcG_8,1
g4,yedK,1
g4,trmJ,1
g4,glnH_1,1
g4,group_1207,1
g4,dasC_3,1
g4,actIII,1
g4,ydcV_3,1
g4,sugB_2,1
g4,rbn,1
g4,group_1206,1
g4,oppD_8,1
g4,dasC_10,1
g4,group_1201,1
g4,group_1200,1
g4,group_1199,1
g4,sugB_4,1
g4,rpaR_1,1
g4,potH_2,1
g4,fghA_2,1
g4,lpxH,1
g4,group_1198,1
g4,group_1197,1
g4,rplB,1
g4,mazG,1
g4,fliY_2,1
g4,group_1190,1
g4,trpA,1
g4,ngcG_4,1
g4,group_1189,1
g4,map_2,1
g4,hcaB_2,1
g4,cysQ_1,1
g4,group_1186,1
g4,lgt,1
g4,group_1182,1
g4,ngcG_9,1
g4,gsiD_6,1
g4,lsrF,1
g4,peb1A,1
g4,group_1180,1
g4,group_1175,1
g4,yofA,1
g4,group_1174,1
g4,ddpC_5,1
g4,group_1173,1
g4,group_1172,1
g4,hdfR_5,1
g4,araQ_4,1
g4,ssuC_1,1
g4,kduI,1
g4,ngcG_7,1
g4,group_1168,1
g4,group_1167,1
g4,ygfZ,1
g4,group_1164,1
g4,araQ_1,1
g4,group_1163,1
g4,aqdA1,1
g4,dat_1,1
g4,group_1159,1
g4,fliY_1,1
g4,group_1157,1
g4,kipR,1
g4,group_1156,1
g4,potB_4,1
g4,cbf2,1
g4,group_1153,1
g4,pheA,1
g4,group_1152,1
g4,dppD_2,1
g4,group_1150,1
g4,ousW_2,1
g4,mntB_2,1
g4,mntB_1,1
g4,dapD,1
g4,rhaS_6,1
g4,group_1144,1
g4,sugB_3,1
g4,group_1143,1
g4,gltR,1
g4,ydaD,1
g4,sigJ,1
g4,group_1142,1
g4,ycjP_1,1
g4,sugB_5,1
g4,aroE_3,1
g4,aviRb,1
g4,ycjO_7,1
g4,nanR_5,1
g4,group_1137,1
g4,ydjP,1
g4,dasC_2,1
g4,livH_1,1
g4,group_1133,1
g4,group_1132,1
g4,potB_3,1
g4,ngcG_3,1
g4,bamD,1
g4,dasC_4,1
g4,cysW_1,1
g4,cysT,1
g4,ribX,1
g4,folP,1
g4,garR_2,1
g4,group_1129,1
g4,cmpR_2,1
g4,prkA,1
g4,group_1127,1
g4,group_1124,1
g4,group_1123,1
g4,mmgB,1
g4,dhaA,1
g4,ada,1
g4,group_1121,1
g4,group_1120,1
g4,sugB_1,1
g4,group_1113,1
g4,atpG,1
g4,yeeZ,1
g4,panC,1
g4,potB_1,1
g4,group_1108,1
g4,group_1107,1
g4,group_1103,1
g4,prmC_3,1
g4,group_1102,1
g4,group_1101,1
g4,melD_5,1
g4,lgoR,1
g4,motA,1
g4,ctaE_2,1
g4,glxR_4,1
g4,dasC_9,1
g4,group_1094,1
g4,ribN_5,1
g4,ngcG_6,1
g4,group_1093,1
g4,ttcA,1
g4,cysW_2,1
g4,virB9_1,1
g4,fixP_1,1
g4,ugpA,1
g4,group_1092,1
g4,ycjO_1,1
g4,group_1088,1
g4,gspK,1
g4,group_1087,1
g4,group_1086,1
g4,araB_1,1
g4,ctaC_2,1
g4,dapA_7,1
g4,ku_5,1
g4,ampR,1
g4,melR_2,1
g4,yjhB,1
g4,glxR_1,1
g4,dasB,1
g4,lacF_7,1
g4,gtaB_2,1
g4,ycf3,1
g4,livH_4,1
g4,ribN_4,1
g4,argB,1
g4,ousW_1,1
g4,group_1083,1
g4,qorB,1
g4,gcvA_4,1
g4,carD,1
g4,group_1082,1
g4,group_1081,1
g4,group_1080,1
g4,dmlR_14,1
g4,hdfR_9,1
g4,hexR_2,1
g4,yddG,1
g4,group_1077,1
g4,parB,1
g4,pgrR_13,1
g4,catE,1
g4,group_1076,1
g4,blh_2,1
g4,livH_2,1
g4,gcvA_5,1
g4,osmX,1
g4,hcaR_1,1
g4,dapA_2,1
g4,dapA_1,1
g4,rbsB_1,1
g4,dmlR_11,1
g4,gcvA_9,1
g4,hldD_3,1
g4,linX,1
g4,folD_1,1
g4,phnJ,1
g4,sugA_1,1
g4,hdfR_1,1
g4,pgrR_16,1
g4,oxyR_4,1
g4,murQ,1
g4,pgrR_11,1
g4,cysL,1
g4,group_1070,1
g4,group_1067,1
g4,pld1_2,1
g4,group_1066,1
g4,folD_3,1
g4,aroE_2,1
g4,dmlR_4,1
g4,dmlR_3,1
g4,lacF_2,1
g4,group_1065,1
g4,ku_1,1
g4,ycjP_2,1
g4,group_1062,1
g4,group_1061,1
g4,sucD,1
g4,iolE_2,1
g4,group_1060,1
g4,kce_2,1
g4,pgrR_5,1
g4,pgrR_2,1
g4,melD_2,1
g4,group_1058,1
g4,cbl,1
g4,rpoH_2,1
g4,yedA,1
g4,group_1052,1
g4,mcl2,1
g4,dapF,1
g4,trxB_2,1
g4,group_1051,1
g4,group_1050,1
g4,ycjO_4,1
g4,gtaB_1,1
g4,group_1049,1
g4,ycjO_2,1
g4,rhaR_3,1
g4,dmlR_2,1
g4,phnD2,1
g4,group_1045,1
g4,pgrR_12,1
g4,dppC_4,1
g4,group_1044,1
g4,gloB_1,1
g4,gcvA_6,1
g4,pgrR_10,1
g4,ribN_3,1
g4,oxyR_2,1
g4,rhaS_5,1
g4,melD_4,1
g4,gcvA_1,1
g4,rmlA,1
g4,dmlR_12,1
g4,nagK,1
g4,argF,1
g4,potH_3,1
g4,gnl,1
g4,group_1040,1
g4,pqqB,1
g4,ribN_1,1
g4,group_1035,1
g4,group_1034,1
g4,accD,1
g4,pcpR,1
g4,group_1033,1
g4,group_1032,1
g4,group_1031,1
g4,phzF_2,1
g4,phzF_1,1
g4,group_1026,1
g4,gsiD_2,1
g4,paaX,1
g4,lacF_1,1
g4,group_1025,1
g4,yehZ,1
g4,group_1024,1
g4,group_1022,1
g4,fieF,1
g4,mutM,1
g4,rbsK,1
g4,dgoK1_2,1
g4,dmlR_8,1
g4,group_1021,1
g4,rfuD_1,1
g4,gltC,1
g4,gsiC_8,1
g4,group_1020,1
g4,gsiC_4,1
g4,ltnD,1
g4,arcA_3,1
g4,group_1016,1
g4,tsf,1
g4,sugA_4,1
g4,yahB,1
g4,hdfR_2,1
g4,ddpC_2,1
g4,dppB_2,1
g4,rcsC_2,1
g4,group_1014,1
g4,oppB,1
g4,group_1009,1
g4,group_1008,1
g4,tyrC,1
g4,gsiC_10,1
g4,scrK_2,1
g4,group_1007,1
g4,araA,1
g4,yadG,1
g4,melD_3,1
g4,nodD2_1,1
g4,group_1006,1
g4,hldD_1,1
g4,etfA,1
g4,hemC,1
g4,group_1003,1
g4,eryC,1
g4,group_1001,1
g4,group_998,1
g4,group_997,1
g4,thpA,1
g4,group_996,1
g4,syrM1_2,1
g4,kdgK,1
g4,truB,1
g4,era,1
g4,lacF_3,1
g4,hflC,1
g4,group_994,1
g4,mhqO_1,1
g4,melD_7,1
g4,gcvA_7,1
g4,group_990,1
g4,group_989,1
g4,gsiC_5,1
g4,group_986,1
g4,group_985,1
g4,ydjH_1,1
g4,melD_6,1
g4,cntI_2,1
g4,aes_1,1
g4,iolE_1,1
g4,yehX,1
g4,xerD_3,1
g4,rhaS_8,1
g4,group_977,1
g4,group_976,1
g4,rarD,1
g4,pyrB,1
g4,metF,1
