gene,non_unique_gene_name,annotation,from
trkI_2~~~trkI_1,trkI_2;trkI_1,Trk system potassium uptake protein TrkI,trkI
mutL_1~~~mutL_2~~~mutL_3~~~mutL,mutL_1;mutL_2;mutL_3;mutL,DNA mismatch repair protein MutL,mutL
cysQ_1~~~cysQ_4,cysQ_1;cysQ_4,3'(2')5'-bisphosphate nucleotidase CysQ,cysQ
dat_1~~~dat_2,dat_1;;dat_2,D-alanine aminotransferase;hypothetical protein,dat
arcA_3~~~arcA_1,;arcA_3;arcA_1,hypothetical protein;Arginine deiminase,arcA
glnT_1~~~glnT_2,glnT_1;;glnT_2,Glutamine synthetase;hypothetical protein,glnT
hisC_5~~~hisC_3,hisC_5;hisC_3,Histidinol-phosphate aminotransferase,hisC
pnp_1~~~pnp_2~~~pnp,pnp_1;pnp_2;pnp,Polyribonucleotide nucleotidyltransferase,pnp
divK_2~~~divK_1,divK_2;;divK_1,Polar-differentiation response regulator DivK;hypothetical protein,divK
rpoC_2~~~rpoC_1~~~rpoC,rpoC_2;rpoC_1;rpoC,DNA-directed RNA polymerase subunit beta',rpoC
galE_2~~~galE_1~~~galE_5,galE_2;galE_1;galE_5,UDP-glucose 4-epimerase,galE
mfd_1~~~mfd_2~~~mfd,mfd_1;mfd_2;mfd,Transcription-repair-coupling factor,mfd
rarA_1~~~rarA_2~~~rarA,rarA_1;rarA_2;rarA,Replication-associated recombination protein A,rarA
glnII_1~~~glnII_2~~~glnII,glnII_1;glnII_2;glnII,Glutamine synthetase,glnII
cpdA_3~~~cpdA_2,cpdA_3;cpdA_2,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,cpdA
cytR_2~~~cytR_1,cytR_2;cytR_1,HTH-type transcriptional repressor CytR,cytR
glnA_1~~~glnA_2,glnA_1;glnA_2,Glutamine synthetase,glnA
yfcA_2~~~yfcA_1,yfcA_2;yfcA_1,putative membrane transporter protein YfcA,yfcA
mrpD_1~~~mrpD_2,;mrpD_1;mrpD_2,hypothetical protein;Na(+)/H(+) antiporter subunit D,mrpD
pheT_1~~~pheT_2~~~pheT,pheT_1;pheT_2;pheT,Phenylalanine--tRNA ligase beta subunit,pheT
atpB_2~~~atpB,atpB_2;atpB,ATP synthase subunit a,atpB
bacC_1~~~bacC_2,bacC_1;bacC_2,Dihydroanticapsin 7-dehydrogenase,bacC
ydaP~~~ydaP_2,ydaP;ydaP_2,Putative thiamine pyrophosphate-containing protein YdaP,ydaP
malL_1~~~malL_2,;malL_1;malL_2,hypothetical protein;Oligo-16-glucosidase;Oligo-16-glucosidase 1,malL
ssuC_5~~~ssuC_3,ssuC_5;;ssuC_3,Putative aliphatic sulfonates transport permease protein SsuC;hypothetical protein,ssuC
cbbX_1~~~cbbX_2~~~cbbX,cbbX_1;cbbX_2;cbbX,Protein CbbX,cbbX
cbbL_1~~~cbbL_2~~~cbbL,cbbL_1;cbbL_2;cbbL,Ribulose bisphosphate carboxylase large chain,cbbL
sthA_2~~~sthA_1~~~sthA,sthA_2;sthA_1;sthA,Soluble pyridine nucleotide transhydrogenase;putative soluble pyridine nucleotide transhydrogenase,sthA
atpD_2~~~atpD_1~~~atpD,atpD_2;atpD_1;atpD,ATP synthase subunit beta,atpD
aruI_4~~~aruI_5~~~aruI_1,aruI_4;aruI_5;aruI_1,putative 2-ketoarginine decarboxylase AruI,aruI
dinG_1~~~dinG_2,dinG_1;dinG_2,3'-5' exonuclease DinG,dinG
nusG_2~~~nusG_3,nusG_2;nusG_3,Transcription termination/antitermination protein NusG,nusG
rbsC_18~~~rbsC_24,;rbsC_18;rbsC_24,hypothetical protein;Ribose import permease protein RbsC,rbsC
cobA_2~~~cobA~~~cobA_1,cobA_2;cobA;cobA_1,Uroporphyrinogen-III C-methyltransferase,cobA
kup_5~~~kup_3,kup_5;kup_3,Low affinity potassium transport system protein kup,kup
ucpA_1~~~ucpA_2,ucpA_1;ucpA_2,Oxidoreductase UcpA,ucpA
pyrG_1~~~pyrG_2~~~pyrG,pyrG_1;pyrG_2;pyrG,CTP synthase,pyrG
sasA_8~~~sasA_4~~~sasA_5~~~sasA_11,sasA_8;sasA_4;sasA_5;sasA_11,Adaptive-response sensory-kinase SasA,sasA
rcsC_4~~~rcsC_13,rcsC_4;rcsC_13,Sensor histidine kinase RcsC,rcsC
nifD_1~~~nifD_2,;nifD_1;nifD_2,hypothetical protein;Nitrogenase molybdenum-iron protein alpha chain,nifD
paaZ_2~~~paaZ_1,paaZ_2;paaZ_1,Bifunctional protein PaaZ,paaZ
fabB_2~~~fabB_1~~~fabB,fabB_2;fabB_1;fabB,3-oxoacyl-[acyl-carrier-protein] synthase 1,fabB
dapb1_1~~~dapb1_2~~~dapb1,dapb1_1;dapb1_2;dapb1,Dipeptidyl aminopeptidase BI,dapb1
ispE_2~~~ispE_1~~~ispE,ispE_2;ispE_1;ispE,Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ispE
hppA_2~~~hppA_1~~~hppA,hppA_2;hppA_1;hppA,K(+)-insensitive pyrophosphate-energized proton pump;Putative K(+)-stimulated pyrophosphate-energized sodium pump,hppA
bshA_2~~~bshA_1,bshA_2;bshA_1,N-acetyl-alpha-D-glucosaminyl L-malate synthase,bshA
argD_2~~~argD_1,argD_2;argD_1,Acetylornithine aminotransferase,argD
recD2_2~~~recD2_1,recD2_2;recD2_1,ATP-dependent RecD-like DNA helicase,recD2
rpoH_1~~~rpoH_3~~~rpoH_2,rpoH_1;rpoH_3;rpoH_2,RNA polymerase sigma factor RpoH,rpoH
kdpB_3~~~kdpB_2,kdpB_3;kdpB_2,Potassium-transporting ATPase ATP-binding subunit,kdpB
hdfR_7~~~hdfR_8,hdfR_7;hdfR_8,HTH-type transcriptional regulator HdfR,hdfR
sbp_1~~~sbp_2,;sbp_1;sbp_2,hypothetical protein;Sulfate-binding protein,sbp
nodD2_3~~~nodD2_4~~~nodD2_2,nodD2_3;nodD2_4;nodD2_2,Nodulation protein D 2,nodD2
tgnD_2~~~tgnD_3~~~tgnD_1,tgnD_2;tgnD_3;tgnD_1,(E)-2-((N-methylformamido)methylene)succinate hydrolase,tgnD
gcvT_1~~~gcvT_4,gcvT_1;;gcvT_4,Aminomethyltransferase;hypothetical protein,gcvT
fumC_1~~~fumC_2~~~fumC,fumC_1;fumC_2;fumC,Fumarate hydratase class II,fumC
clsC~~~clsC_2~~~clsC_1,clsC;clsC_2;;clsC_1,Cardiolipin synthase C;hypothetical protein,clsC
purU_4~~~purU_3,purU_4;purU_3,Formyltetrahydrofolate deformylase,purU
ubiD_2~~~ubiD_1,ubiD_2;ubiD_1,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD
uacT_3~~~uacT_1,uacT_3;uacT_1,Uric acid transporter UacT,uacT
purU_4~~~purU_2,purU_4;purU_2,Formyltetrahydrofolate deformylase,purU
glgB_1~~~glgB_2,glgB_1;glgB_2,14-alpha-glucan branching enzyme GlgB,glgB
cysN_2~~~cysN_1,cysN_2;cysN_1,Sulfate adenylyltransferase subunit 1,cysN
sasA_6~~~sasA_1,sasA_6;;sasA_1,Adaptive-response sensory-kinase SasA;hypothetical protein,sasA
paoB_1~~~paoB_2,paoB_1;paoB_2,Aldehyde oxidoreductase FAD-binding subunit PaoB,paoB
queG_1~~~queG~~~queG_2,queG_1;queG;queG_2,Epoxyqueuosine reductase,queG
tatC_2~~~tatC_1~~~tatC,tatC_2;tatC_1;tatC,Sec-independent protein translocase protein TatC,tatC
dhmA~~~dhmA_1,dhmA;dhmA_1,Haloalkane dehalogenase,dhmA
kdpB_1~~~kdpB_4,kdpB_1;kdpB_4,Potassium-transporting ATPase ATP-binding subunit,kdpB
lutR_14~~~lutR_1,lutR_14;lutR_1,HTH-type transcriptional regulator LutR,lutR
decR_2~~~decR_4,decR_2;decR_4,DNA-binding transcriptional activator DecR,decR
sasA_4~~~sasA_12,sasA_4;sasA_12,Adaptive-response sensory-kinase SasA,sasA
siaP_3~~~siaP_1,siaP_3;siaP_1,Sialic acid-binding periplasmic protein SiaP,siaP
pdxJ_2~~~pdxJ~~~pdxJ_1,pdxJ_2;pdxJ;pdxJ_1,Pyridoxine 5'-phosphate synthase,pdxJ
fliC_2~~~fliC_3,fliC_2;;fliC_3,Flagellin;hypothetical protein,fliC
rcsC_14~~~rcsC_13,rcsC_14;;rcsC_13,Sensor histidine kinase RcsC;Blue-light-activated protein,rcsC
rgtA_1~~~rgtA_2,rgtA_1;rgtA_2,Lipopolysaccharide core galacturonosyltransferase RgtA,rgtA
btuD_16~~~btuD_22,btuD_16;btuD_22,Vitamin B12 import ATP-binding protein BtuD,btuD
pel_1~~~pel,pel_1;pel,Pectate lyase,pel
gdh_3~~~gdh_1,gdh_3;gdh_1;,Galactitol 2-dehydrogenase;hypothetical protein,gdh
trpF_2~~~trpF_3~~~trpF,trpF_2;trpF_3;trpF,N-(5'-phosphoribosyl)anthranilate isomerase,trpF
dxs_1~~~dxs_3,dxs_1;dxs_3,1-deoxy-D-xylulose-5-phosphate synthase,dxs
apsD_2~~~apsD_3~~~apsD_1,apsD_2;apsD_3;apsD_1,D-apiose dehydrogenase,apsD
rbsB_1~~~rbsB_3,;rbsB_1;rbsB_3,hypothetical protein;Ribose import binding protein RbsB,rbsB
carA_2~~~carA_1,carA_2;carA_1;,Caffeate CoA-transferase;hypothetical protein,carA
coaA_2~~~coaA_1,;coaA_2;coaA_1,hypothetical protein;Pantothenate kinase,coaA
ecfG_1~~~ecfG_2,ecfG_1;ecfG_2,ECF RNA polymerase sigma factor EcfG,ecfG
hexR_1~~~hexR_2,hexR_1;hexR_2,HTH-type transcriptional regulator HexR,hexR
syrM1_2~~~syrM1_1,syrM1_2;syrM1_1,HTH-type transcriptional regulator SyrM 1,syrM1
mscL_2~~~mscL_1~~~mscL,mscL_2;mscL_1;mscL,Large-conductance mechanosensitive channel,mscL
gsiA_14~~~gsiA_4,;gsiA_14;gsiA_4,hypothetical protein;Glutathione import ATP-binding protein GsiA,gsiA
mdtA_2~~~mdtA_1,;mdtA_2;mdtA_1,hypothetical protein;Multidrug resistance protein MdtA,mdtA
dmlR_13~~~dmlR_2,dmlR_13;dmlR_2,HTH-type transcriptional regulator DmlR,dmlR
oppF_2~~~oppF_5,;oppF_2;oppF_5,hypothetical protein;Oligopeptide transport ATP-binding protein OppF,oppF
sugC_3~~~sugC_1,sugC_3;sugC_1,Trehalose import ATP-binding protein SugC,sugC
btuD_6~~~btuD_8,btuD_6;btuD_8,Vitamin B12 import ATP-binding protein BtuD,btuD
mshA_7~~~mshA_8~~~mshA_9~~~mshA_6,;mshA_7;mshA_8;mshA_9;mshA_6,hypothetical protein;D-inositol-3-phosphate glycosyltransferase;D-inositol 3-phosphate glycosyltransferase,mshA
btuB_2~~~btuB,;btuB_2;btuB,hypothetical protein;Vitamin B12 transporter BtuB,btuB
lacF_6~~~lacF_8,;lacF_6;lacF_8,hypothetical protein;Lactose transport system permease protein LacF,lacF
apc4~~~apc4_3,apc4;;apc4_3,Acetophenone carboxylase delta subunit;hypothetical protein,apc4
abo_4~~~abo_5,abo_4;abo_5,4-methylaminobutanoate oxidase (formaldehyde-forming),abo
xypA_2~~~xypA_1~~~xypA,xypA_2;xypA_1;xypA,Xylitol-binding protein,xypA
lpxC_2~~~lpxC_1~~~lpxC,lpxC_2;lpxC_1;lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,lpxC
hmp_2~~~hmp_1,hmp_2;hmp_1,Flavohemoprotein,hmp
rhaR_2~~~rhaR_5,rhaR_2;rhaR_5,HTH-type transcriptional activator RhaR,rhaR
dppB_3~~~dppB_7,dppB_3;dppB_7,Dipeptide transport system permease protein DppB,dppB
virB8_1~~~virB8_3~~~virB8_2,virB8_1;virB8_3;virB8_2,Protein virB8,virB8
ku_2~~~ku_4,ku_2;ku_4,Non-homologous end joining protein Ku,ku
kdsA_2~~~kdsA_1~~~kdsA,kdsA_2;kdsA_1;kdsA,2-dehydro-3-deoxyphosphooctonate aldolase,kdsA
purU_2~~~purU_1,purU_2;purU_1,Formyltetrahydrofolate deformylase,purU
araB_1~~~araB_2,araB_1;araB_2,Ribulokinase,araB
prs_1~~~prs_2,prs_1;prs_2,Putative ribose-phosphate pyrophosphokinase,prs
cycB_3~~~cycB_2,cycB_3;;cycB_2,Cyclodextrin-binding protein;hypothetical protein,cycB
rhaR_1~~~rhaR_4,rhaR_1;rhaR_4,HTH-type transcriptional activator RhaR,rhaR
proC_2~~~proC_1,proC_2;proC_1,Pyrroline-5-carboxylate reductase,proC
fhuA_3~~~fhuA_2~~~fhuA_1,fhuA_3;fhuA_2;fhuA_1,Ferrichrome outer membrane transporter/phage receptor,fhuA
gntR_1~~~gntR,gntR_1;gntR,HTH-type transcriptional regulator GntR,gntR
pcrA~~~pcrA_1,pcrA;pcrA_1,ATP-dependent DNA helicase PcrA,pcrA
ddpC_3~~~ddpC_2,ddpC_3;ddpC_2,putative DD-dipeptide transport system permease protein DdpC,ddpC
pyrC_2~~~pyrC_1,pyrC_2;pyrC_1,Dihydroorotase,pyrC
hisC_4~~~hisC_2,hisC_4;hisC_2,Histidinol-phosphate aminotransferase,hisC
fixK_4~~~fixK_3,fixK_4;fixK_3,Nitrogen fixation regulation protein FixK,fixK
gph_4~~~gph_1,gph_4;gph_1,Phosphoglycolate phosphatase,gph
lutR_2~~~lutR_7,lutR_2;lutR_7,HTH-type transcriptional regulator LutR,lutR
recA_2~~~recA~~~recA_1,recA_2;recA;recA_1,Protein RecA,recA
rfuC_1~~~rfuC_2,rfuC_1;rfuC_2;,putative riboflavin import permease protein RfuC;hypothetical protein,rfuC
oppD_7~~~oppD_1,oppD_7;;oppD_1,Oligopeptide transport ATP-binding protein OppD;hypothetical protein,oppD
kduD_2~~~kduD_4,kduD_2;kduD_4,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,kduD
dnaJ_2~~~dnaJ_3,dnaJ_2;dnaJ_3,Chaperone protein DnaJ,dnaJ
dppA_3~~~dppA_8,dppA_3;dppA_8,Periplasmic dipeptide transport protein,dppA
lig~~~lig_2,lig;lig_2,DNA ligase,lig
gstB_2~~~gstB_3,gstB_2;gstB_3,Glutathione S-transferase GST-6.0,gstB
araH_2~~~araH_1,araH_2;araH_1,L-arabinose transport system permease protein AraH,araH
dasC_5~~~dasC_1,dasC_5;;dasC_1,Diacetylchitobiose uptake system permease protein DasC;hypothetical protein,dasC
arnC~~~arnC_1,arnC;arnC_1,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,arnC
ilvE_1~~~ilvE_2,ilvE_1;ilvE_2,Branched-chain-amino-acid aminotransferase,ilvE
ddpC_5~~~ddpC_6,ddpC_5;ddpC_6,putative DD-dipeptide transport system permease protein DdpC,ddpC
atsA_2~~~atsA_1~~~atsA,atsA_2;atsA_1;atsA,Arylsulfatase,atsA
gdh_5~~~gdh_2,gdh_5;gdh_2,Galactitol 2-dehydrogenase,gdh
eryB_2~~~eryB_1,eryB_2;eryB_1,D-erythritol 1-phosphate dehydrogenase,eryB
hpsN_2~~~hpsN_1,hpsN_2;hpsN_1,Sulfopropanediol 3-dehydrogenase,hpsN
malK_3~~~malK_11,malK_3;malK_11,Maltose/maltodextrin import ATP-binding protein MalK,malK
ctaC_1~~~ctaC_2,ctaC_1;ctaC_2,Cytochrome c oxidase subunit 2,ctaC
serA_2~~~serA_1,serA_2;serA_1,D-3-phosphoglycerate dehydrogenase,serA
rhaR_6~~~rhaR_1,rhaR_6;rhaR_1,HTH-type transcriptional activator RhaR,rhaR
frcB_2~~~frcB_3~~~frcB_1,frcB_2;frcB_3;frcB_1,Fructose import binding protein FrcB,frcB
mtnK_2~~~mtnK_1~~~mtnK,mtnK_2;mtnK_1;mtnK,Methylthioribose kinase,mtnK
mglA_6~~~mglA_5,mglA_6;mglA_5,Galactose/methyl galactoside import ATP-binding protein MglA,mglA
mdtC_3~~~mdtC_1,mdtC_3;mdtC_1,Multidrug resistance protein MdtC,mdtC
malL_2~~~malL_1,;malL_2;malL_1,hypothetical protein;Oligo-16-glucosidase 1;Oligo-16-glucosidase,malL
fdhL_2~~~fdhL~~~fdhL_1,fdhL_2;fdhL;fdhL_1,Fructose dehydrogenase large subunit,fdhL
rhaM_2~~~rhaM_1,rhaM_2;rhaM_1,L-rhamnose mutarotase,rhaM
dusB_2~~~dusB_1~~~dusB,dusB_2;dusB_1;dusB,tRNA-dihydrouridine synthase B,dusB
mmcO_1~~~mmcO,;mmcO_1;mmcO,hypothetical protein;Multicopper oxidase MmcO,mmcO
rlpA_1~~~rlpA_2,rlpA_1;rlpA_2,Endolytic peptidoglycan transglycosylase RlpA,rlpA
ndvB_3~~~ndvB_2,ndvB_3;ndvB_2,Cyclic beta-(12)-glucan synthase NdvB,ndvB
potA_7~~~potA_6,potA_7;potA_6,Spermidine/putrescine import ATP-binding protein PotA,potA
dapA_1~~~dapA_5,dapA_1;dapA_5,4-hydroxy-tetrahydrodipicolinate synthase,dapA
pyrE_2~~~pyrE_1,pyrE_2;pyrE_1,Orotate phosphoribosyltransferase,pyrE
lptB_2~~~lptB_3,lptB_2;lptB_3,Lipopolysaccharide export system ATP-binding protein LptB,lptB
kup_4~~~kup_5,kup_4;kup_5,Low affinity potassium transport system protein kup,kup
potA_6~~~potA_7~~~potA_1,potA_6;potA_7;potA_1,Spermidine/putrescine import ATP-binding protein PotA,potA
iolE_2~~~iolE_3,iolE_2;;iolE_3,Inosose dehydratase;hypothetical protein,iolE
puuA_2~~~puuA_1,;puuA_2;puuA_1,hypothetical protein;Gamma-glutamylputrescine synthetase PuuA,puuA
tdh_4~~~tdh_5~~~tdh_1,tdh_4;tdh_5;tdh_1,L-threonine 3-dehydrogenase,tdh
rspR_7~~~rspR_3,;rspR_7;rspR_3,hypothetical protein;HTH-type transcriptional repressor RspR,rspR
malK_7~~~malK_1,malK_7;malK_1,Maltose/maltodextrin import ATP-binding protein MalK,malK
nanK_2~~~nanK_1,nanK_2;nanK_1,N-acetylmannosamine kinase,nanK
ccpA_5~~~ccpA_2,ccpA_5;ccpA_2,Catabolite control protein A,ccpA
cytR_2~~~cytR_3,cytR_2;cytR_3,HTH-type transcriptional repressor CytR,cytR
cdhR_3~~~cdhR_6,cdhR_3;cdhR_6,HTH-type transcriptional regulator CdhR,cdhR
glgB_3~~~glgB_2~~~glgB_1,glgB_3;glgB_2;glgB_1,14-alpha-glucan branching enzyme GlgB,glgB
glgA1_1~~~glgA1_2,glgA1_1;glgA1_2,Glycogen synthase 1,glgA1
acpP_5~~~acpP_4,acpP_5;acpP_4,Acyl carrier protein;Acyl carrier protein AcpP,acpP
pgrR_6~~~pgrR_9,pgrR_6;pgrR_9,HTH-type transcriptional regulator PgrR,pgrR
allA_1~~~allA_2,allA_1;allA_2,Ureidoglycolate lyase,allA
zntA_1~~~zntA_2~~~zntA,zntA_1;zntA_2;zntA,Zinc/cadmium/lead-transporting P-type ATPase,zntA
nagC_1~~~nagC_4,nagC_1;nagC_4,N-acetylglucosamine repressor,nagC
aroQ_2~~~aroQ_1,aroQ_2;aroQ_1,3-dehydroquinate dehydratase,aroQ
gltD_1~~~gltD_2,gltD_1;gltD_2,Glutamate synthase [NADPH] small chain,gltD
gph_1~~~gph_4,gph_1;gph_4,Phosphoglycolate phosphatase,gph
gutB_1~~~gutB_3,gutB_1;gutB_3,Sorbitol dehydrogenase,gutB
frcA_1~~~frcA_6,frcA_1;frcA_6,Fructose import ATP-binding protein FrcA,frcA
gcvT_3~~~gcvT_2,gcvT_3;gcvT_2,Aminomethyltransferase,gcvT
yejF_1~~~yejF_2,yejF_1;yejF_2,putative ABC transporter ATP-binding protein YejF,yejF
puuB_1~~~puuB_4,puuB_1;puuB_4,Gamma-glutamylputrescine oxidoreductase,puuB
lysA_2~~~lysA_1,;lysA_2;lysA_1,hypothetical protein;Diaminopimelate decarboxylase,lysA
murG_2~~~murG_1,murG_2;murG_1,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,murG
araC_1~~~araC_3,araC_1;araC_3,L-arabonate dehydratase,araC
puuB_5~~~puuB_4,puuB_5;;puuB_4,Gamma-glutamylputrescine oxidoreductase;hypothetical protein,puuB
dmlR_5~~~dmlR_9,dmlR_5;dmlR_9,HTH-type transcriptional regulator DmlR,dmlR
dctM_2~~~dctM_3,dctM_2;dctM_3,C4-dicarboxylate TRAP transporter large permease protein DctM,dctM
cnbH_1~~~cnbH_2,cnbH_1;cnbH_2,2-amino-5-chloromuconic acid deaminase,cnbH
gno_5~~~gno_4,gno_5;gno_4,Gluconate 5-dehydrogenase,gno
uacT_3~~~uacT_4~~~uacT_1,uacT_3;uacT_4;uacT_1,Uric acid transporter UacT,uacT
ugpC_4~~~ugpC_6~~~ugpC_12~~~ugpC_15,ugpC_4;ugpC_6;ugpC_12;ugpC_15,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
gshB_1~~~gshB_2,gshB_1;gshB_2,Glutathione synthetase,gshB
rbsC_14~~~rbsC_16,rbsC_14;rbsC_16,Ribose import permease protein RbsC,rbsC
mmgC_1~~~mmgC_2,mmgC_1;mmgC_2,Acyl-CoA dehydrogenase,mmgC
cpo_3~~~cpo_2,cpo_3;cpo_2,Non-heme chloroperoxidase,cpo
dppA_5~~~dppA_3,dppA_5;dppA_3,Periplasmic dipeptide transport protein,dppA
qorA_1~~~qorA_2,qorA_1;qorA_2,Quinone oxidoreductase 1,qorA
ribN_2~~~ribN_1,ribN_2;ribN_1,Riboflavin transporter,ribN
fabG_4~~~fabG_11,fabG_4;fabG_11,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG
melA~~~melA_1,melA;melA_1,Alpha-galactosidase,melA
pgrR_2~~~pgrR_9~~~pgrR_15,pgrR_2;pgrR_9;pgrR_15,HTH-type transcriptional regulator PgrR,pgrR
bauA_1~~~bauA_2,bauA_1;bauA_2,Beta-alanine--pyruvate aminotransferase,bauA
iolG_3~~~iolG_2,iolG_3;iolG_2,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
nuoM_2~~~nuoM_1,nuoM_2;nuoM_1,NADH-quinone oxidoreductase subunit M,nuoM
prmC_3~~~prmC_2,prmC_3;prmC_2,Release factor glutamine methyltransferase,prmC
tqsA_2~~~tqsA_1,tqsA_2;tqsA_1,AI-2 transport protein TqsA,tqsA
atoC_1~~~atoC_2,atoC_1;atoC_2,Regulatory protein AtoC,atoC
gsiA_1~~~gsiA_6,gsiA_1;gsiA_6,Glutathione import ATP-binding protein GsiA,gsiA
malK_2~~~malK_3,malK_2;malK_3,Maltose/maltodextrin import ATP-binding protein MalK,malK
vapC~~~vapC_2,vapC;vapC_2,tRNA(fMet)-specific endonuclease VapC,vapC
msmX_5~~~msmX_4,msmX_5;msmX_4,Oligosaccharides import ATP-binding protein MsmX,msmX
ulaR_2~~~ulaR,ulaR_2;ulaR,HTH-type transcriptional regulator UlaR,ulaR
fadA_2~~~fadA,fadA_2;fadA,Putative acyltransferase,fadA
COQ5_1~~~COQ5_2~~~COQ5_3,COQ5_1;COQ5_2;COQ5_3,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,COQ5
ftsI_2~~~ftsI_1,ftsI_2;ftsI_1,putative peptidoglycan DD-transpeptidase FtsI,ftsI
rcsC_9~~~rcsC_8,rcsC_9;rcsC_8,Sensor histidine kinase RcsC,rcsC
degU_2~~~degU_1,degU_2;degU_1,Transcriptional regulatory protein DegU,degU
alkJ_1~~~alkJ_2~~~alkJ_7,alkJ_1;alkJ_2;alkJ_7,Alcohol dehydrogenase [acceptor],alkJ
bamA_2~~~bamA_1,bamA_2;bamA_1,Outer membrane protein assembly factor BamA,bamA
fbcH_1~~~fbcH_2,;fbcH_1;fbcH_2,hypothetical protein;Cytochrome b/c1,fbcH
golD_2~~~golD,golD_2;golD,NAD-dependent glycerol dehydrogenase,golD
ald_3~~~ald_2,ald_3;ald_2,3-succinoylsemialdehyde-pyridine dehydrogenase,ald
glnH_5~~~glnH_4,glnH_5;glnH_4,Glutamine-binding periplasmic protein,glnH
emrA_2~~~emrA_1,emrA_2;emrA_1,Colistin resistance protein EmrA,emrA
frcC_3~~~frcC_2~~~frcC_1,frcC_3;frcC_2;frcC_1,Fructose import permease protein FrcC,frcC
aspC_2~~~aspC_1,aspC_2;aspC_1,Aspartate aminotransferase,aspC
macA_2~~~macA_1,macA_2;macA_1,Macrolide export protein MacA,macA
RBKS_1~~~RBKS,RBKS_1;RBKS,Ribokinase,RBKS
hmp_4~~~hmp_1,hmp_4;hmp_1,3-ketosteroid-9-alpha-monooxygenase ferredoxin reductase component,hmp
glnQ_11~~~glnQ_10,glnQ_11;glnQ_10,Glutamine transport ATP-binding protein GlnQ,glnQ
xerC_15~~~xerC_6,xerC_15;;xerC_6,Tyrosine recombinase XerC;hypothetical protein,xerC
chaA_3~~~chaA_2,chaA_3;chaA_2,Sodium-potassium/proton antiporter ChaA,chaA
acpP_6~~~acpP_3~~~acpP_2,acpP_6;acpP_3;acpP_2,Acyl carrier protein,acpP
nusG_1~~~nusG_5~~~nusG_2,nusG_1;nusG_5;nusG_2,Transcription termination/antitermination protein NusG,nusG
kdsD_1~~~kdsD_2,kdsD_1;kdsD_2,Arabinose 5-phosphate isomerase KdsD,kdsD
groS1_2~~~groS1_5~~~groS1_3~~~groS1_4,groS1_2;groS1_5;groS1_3;groS1_4,10 kDa chaperonin 1,groS1
lsrG_1~~~lsrG,;lsrG_1;lsrG,hypothetical protein;(4S)-4-hydroxy-5-phosphonooxypentane-23-dione isomerase,lsrG
pgrR_3~~~pgrR_4~~~pgrR_16,pgrR_3;pgrR_4;pgrR_16,HTH-type transcriptional regulator PgrR,pgrR
cdhR_4~~~cdhR_5,cdhR_4;;cdhR_5,HTH-type transcriptional regulator CdhR;hypothetical protein,cdhR
kaiC_2~~~kaiC_3,kaiC_2;kaiC_3,Circadian clock protein kinase KaiC,kaiC
gltS_1~~~gltS_2~~~gltS,gltS_1;gltS_2;gltS,Sodium/glutamate symporter,gltS
purU_1~~~purU_2,purU_1;purU_2,Formyltetrahydrofolate deformylase,purU
msrP_4~~~msrP_3,msrP_4;msrP_3,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP
malK_12~~~malK_6,malK_12;malK_6,Maltose/maltodextrin import ATP-binding protein MalK,malK
ghrA_2~~~ghrA_1,ghrA_2;ghrA_1,Glyoxylate/hydroxypyruvate reductase A,ghrA
ytfF~~~ytfF_1,ytfF;ytfF_1,Inner membrane protein YtfF,ytfF
mltF_1~~~mltF~~~mltF_6,mltF_1;mltF;mltF_6,Membrane-bound lytic murein transglycosylase F,mltF
virB8_1~~~virB8_4,virB8_1;virB8_4,Type IV secretion system protein virB8,virB8
virB4_1~~~virB4_5,virB4_1;virB4_5,Type IV secretion system protein virB4,virB4
virB9_1~~~virB9_4,virB9_1;virB9_4,Type IV secretion system protein virB9,virB9
aatB_2~~~aatB_1,aatB_2;aatB_1,Aspartate aminotransferase,aatB
mltF_5~~~mltF_2,mltF_5;mltF_2;,Membrane-bound lytic murein transglycosylase F;hypothetical protein,mltF
sasA_11~~~sasA_6,;sasA_11;sasA_6,hypothetical protein;Adaptive-response sensory-kinase SasA,sasA
agpA_1~~~agpA_2~~~agpA_3,agpA_1;agpA_2;agpA_3,Periplasmic alpha-galactoside-binding protein,agpA
yliI_2~~~yliI_1,yliI_2;yliI_1,Aldose sugar dehydrogenase YliI,yliI
cspA_2~~~cspA_6,cspA_2;;cspA_6,Cold shock protein CspA;hypothetical protein,cspA
