gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_367-gcvT_3~~~gcvT_2-group_5976,0,1,1,1,1,0,1,0,0,1
group_393-group_5169-group_3163,1,0,0,0,0,0,0,0,0,1
group_393-group_5169-group_2609,0,1,1,1,1,1,1,1,1,0
group_557-pncA-pncB,1,1,0,1,1,1,1,1,1,1
siaM_4-aroQ_2~~~aroQ_1-group_4628,1,1,0,0,1,0,0,0,0,0
siaM_4-aroQ_2~~~aroQ_1-group_4945,0,0,1,0,0,1,1,0,0,0
group_742-group_5176-codA_1~~~codA_2,1,1,1,1,1,0,1,1,1,1
group_432-group_5193-group_5073,1,1,1,0,1,1,1,1,1,1
ttuD_1-allA_1~~~allA_2-group_1876,0,1,0,0,0,1,0,1,0,0
ttuD_1-allA_1~~~allA_2-group_5933,1,0,1,1,1,0,1,0,1,1
group_455-group_5204-group_4647,1,1,0,0,0,0,0,0,0,0
group_455-group_5204-group_842,0,0,1,1,1,1,1,1,1,1
group_462-cytR_2~~~cytR_3-rbsC_6,1,1,1,1,1,0,1,1,1,1
group_2543-group_5207-allC_2,1,1,0,1,0,0,0,1,1,0
allC_2-group_5207-RBKS_1,0,0,1,0,0,1,1,0,0,0
group_482-group_5213-group_1491,0,0,0,0,0,1,1,0,0,0
group_482-group_5213-group_4060,0,0,0,0,0,0,0,1,1,0
argE-group_5229-mdtD_2,1,1,0,1,1,0,0,1,1,0
doeA_1-doeB-group_6100,1,1,1,1,0,1,1,0,0,1
doeA_1-doeB-narT,0,0,0,0,0,0,0,1,1,0
group_2269-group_5231-hemW,0,0,1,0,1,0,1,0,0,1
hemW-group_5231-group_5607,0,1,0,1,0,1,0,1,1,0
group_4032-rlpA_1~~~rlpA_2-dacD,1,1,0,1,1,0,0,1,1,0
dacD-rlpA_1~~~rlpA_2-group_3345,0,0,0,0,0,1,1,0,0,1
group_6358-group_5240-group_6359,1,1,0,1,1,1,1,1,1,1
group_606-group_5242-group_5914,1,1,1,1,1,0,1,1,1,1
mdh_1-group_5243-puuB_1~~~puuB_4,0,0,1,1,1,1,1,1,1,1
puuB_1~~~puuB_4-group_5243-group_5985,1,1,0,0,0,0,0,0,0,0
glnL-dusB_2~~~dusB_1~~~dusB-group_2922,0,0,0,0,1,1,0,0,0,0
glnL-dusB_2~~~dusB_1~~~dusB-ispDF,1,1,1,1,0,0,1,1,1,1
group_2623-fghA_1-flhA_1,1,0,1,1,1,1,1,1,1,1
macA_2-mdtC_3~~~mdtC_1-group_4110,1,1,1,1,0,1,1,1,1,1
group_3904-group_5263-mdtN,1,1,0,1,1,0,0,1,1,0
mdtN-group_5263-group_5915,0,0,1,0,0,1,1,0,0,0
spuE-group_5266-odh,1,1,1,0,1,1,1,1,1,1
melR_1-rhaR_6~~~rhaR_1-melA_1~~~melA_2,1,0,1,1,1,1,1,1,1,1
lutR_7-serA_2~~~serA_1-sugC_2,0,0,1,0,1,1,1,1,1,1
lutR_7-serA_2~~~serA_1-group_2207,1,1,0,0,0,0,0,0,0,0
group_5548-ctaC_1~~~ctaC_2-group_5918,1,1,1,1,1,0,1,1,1,1
group_2875-group_5279-group_711,1,1,0,1,0,0,0,0,0,0
group_711-group_5279-group_5919,0,0,1,0,1,0,0,0,0,0
resA_3-group_5279-group_5815,0,0,0,0,0,1,1,0,0,1
group_713-group_5280-apc3_1,1,1,0,1,1,1,1,1,1,1
mshA_14-mshA_15-mshA_16,1,1,1,1,1,1,1,1,1,0
group_2677-epmA-kamA,0,0,0,1,1,0,0,0,0,0
kamA-epmA-efp,1,1,1,0,0,1,1,1,1,1
nanK_2-group_5296-group_6160,1,1,1,1,0,1,0,1,1,1
group_5165-mraZ-rsmH,1,1,1,1,1,1,1,0,1,1
iolG_1-group_5301-group_5923,1,1,0,1,1,1,1,1,1,0
yhdW_3-argD_2-nagR_3,0,1,1,1,1,1,1,1,1,1
group_825-lig~~~lig_2-group_5033,0,1,1,1,1,1,1,1,1,1
nadE_1-fadD_2~~~lcfB_1-group_5265,1,1,0,1,0,1,1,1,1,1
nadE_1-fadD_2~~~lcfB_1-asnB_3~~~asnB_1~~~purF_3~~~purF_1,0,0,1,0,1,0,0,0,0,0
group_3633-group_5312-hemF,1,0,0,0,1,0,0,0,0,0
group_1804-group_5312-hemF,0,1,1,1,0,1,1,1,1,1
group_843-group_5317-group_5961,1,1,1,1,0,0,0,1,1,0
group_843-group_5317-group_5751,0,0,0,0,0,1,1,0,0,1
group_846-group_5320-group_2126,1,0,1,0,0,0,0,0,0,0
group_846-group_5320-cspA_8,0,1,0,1,0,0,0,0,0,0
group_852-group_5321-ybjL,1,1,1,1,1,0,1,1,1,1
cobS-dnaJ_2~~~dnaJ_3-bolA,1,0,0,1,1,1,1,0,1,1
cobS-dnaJ_2~~~dnaJ_3-group_400,0,1,1,0,0,0,0,1,0,0
group_878-group_5327-group_5906,0,0,1,1,0,0,0,0,0,0
group_5906-group_5327-group_5844,1,1,0,0,0,0,0,0,0,0
cobD-hisC_4~~~hisC_2-cobB,1,1,1,1,1,1,1,1,1,0
group_3835-group_5346-group_4795,1,1,0,0,0,0,0,0,0,0
group_3835-group_5346-ydaD_1,0,0,1,1,1,1,1,1,1,1
ydjH_2-cynR-rbsA_5,1,1,1,1,1,1,1,1,1,0
ydaP_1-clsB-ybhN_2~~~ybhN_1,1,1,0,1,1,1,1,1,1,0
yceI-dprE1-group_1021,1,1,1,1,0,1,1,1,1,1
gsiD_2-dppB_10~~~nikB_2~~~dppB_5-hbpA_4,1,1,0,0,0,0,0,0,0,0
gsiD_2-dppB_10~~~nikB_2~~~dppB_5-sgrR_2,0,0,1,1,1,1,1,1,1,1
group_5478-nirK-group_5910,0,0,1,0,1,1,1,1,1,1
group_5478-nirK-group_5935,1,1,0,1,0,0,0,0,0,0
gnl-group_5370-group_5658,1,1,1,1,1,1,1,1,1,0
group_1051-sgrR_2-group_4641,1,1,0,0,0,0,0,0,0,0
group_1051-sgrR_2-dppB_10~~~nikB_2~~~dppB_5,0,0,1,1,1,1,1,1,1,1
group_1085-group_5386-kpsM_2~~~kpsM_1,0,0,0,0,0,0,1,0,0,1
ugpA-ugpB-group_416,1,0,1,1,1,1,1,1,1,1
group_624-group_5392-hxuA,1,1,1,1,0,1,1,1,1,1
group_1107-dppB_3~~~dppB_7-hbpA_5,0,0,1,0,0,1,1,0,0,1
group_1107-dppB_3~~~dppB_7-gsiB~~~hbpA_3,1,1,0,1,1,0,0,1,1,0
group_1120-hmp_2~~~hmp_1-group_4402,0,0,0,0,0,0,0,1,1,0
group_1120-hmp_2~~~hmp_1-group_5921,1,1,1,1,1,1,1,0,0,1
cysW_1-cysA_2~~~btuD_15~~~btuD_2-group_5595,1,1,1,1,1,1,1,1,0,1
group_2998-pksS-group_1137,1,1,1,1,1,1,1,1,0,1
mntB_2-btuD_18-group_1052,1,1,1,1,1,1,1,0,1,1
group_1150-group_5398-tmd,0,0,0,0,0,0,0,1,1,0
group_1967-group_5398-group_6034,0,0,0,0,0,1,1,0,0,0
group_2467-malK_12~~~malK_6-araQ_3,1,1,0,1,1,0,0,1,1,0
group_1181-crp_1-group_6367,1,1,0,1,0,0,0,1,1,0
group_5580-crp_1-group_6367,0,0,1,0,0,1,1,0,0,1
group_1186-mshA_7~~~mshA_8~~~mshA_9~~~mshA_6-group_432,1,1,0,1,1,1,1,1,1,0
group_432-mshA_7~~~mshA_8~~~mshA_9~~~mshA_6-group_4447,0,0,1,0,0,0,0,0,0,1
group_3713-group_5409-group_5940,0,0,1,0,0,1,1,0,0,0
group_5940-group_5409-xerC_15~~~xerC_6,1,1,0,1,1,0,0,1,1,1
proC_2-dmlR_13~~~dmlR_2-csaA,1,0,1,1,1,1,1,1,0,1
proC_2-dmlR_13~~~dmlR_2-sasA_4~~~sasA_12,0,1,0,0,0,0,0,0,1,0
gsiD_8-gsiC_1~~~dppB_11-cbl,1,1,1,1,1,1,0,1,1,1
group_4782-syrM1_2~~~syrM1_1-group_6233,1,1,1,1,1,1,1,1,1,0
group_4076-mnmA-rpaR_2,0,0,0,0,0,0,0,1,1,1
rpaR_2-mnmA-group_5228,0,0,0,0,0,1,1,0,0,0
rpaR_2-mnmA-group_6610,1,1,0,0,0,0,0,0,0,0
group_1309-group_5422-yokD,0,0,1,0,0,1,1,0,0,0
group_60-group_5422-yokD,1,1,0,1,0,0,0,1,1,0
cpnA_2-group_5435-group_1004,1,1,1,1,1,0,0,1,1,0
cpnA_2-group_5435-dmlR_10,0,0,0,0,0,1,1,0,0,1
group_1384-group_5436-group_6059,0,0,1,0,0,1,1,0,0,0
glnQ_9-soxA_1-group_1350,1,1,0,0,0,0,0,0,0,0
glnQ_9-soxA_1-mltC,0,0,1,1,1,1,1,1,1,1
tlyA-dxs_1~~~dxs_3-group_1016,0,1,0,1,0,1,1,0,0,0
tlyA-dxs_1~~~dxs_3-group_3267,1,0,1,0,1,0,0,1,1,1
paaG_2-dmdC_1-group_6115,1,1,1,1,1,0,1,1,1,1
cah_1-pel_1~~~pel-group_6416,1,1,0,1,1,1,0,1,1,1
group_1425-group_5446-group_282,1,1,0,1,0,1,1,1,1,1
group_1431-group_5448-group_4954,0,0,0,0,0,1,1,0,0,0
group_1438-clpA-clpS,1,1,1,0,1,1,1,1,1,1
group_5092-group_5454-ubiL_2~~~ubiL_1,1,1,1,0,1,1,1,1,1,1
group_1449-group_5455-group_6736,1,1,0,1,0,0,1,0,0,0
group_2769-fmt_2-truA,0,0,1,0,0,0,0,0,1,1
truA-fmt_2-def,1,1,0,1,1,1,1,1,0,0
rlmE-gppA_1~~~gppA_2~~~ppx-group_5943,0,0,0,0,1,0,0,0,0,1
rlmE-gppA_1~~~gppA_2~~~ppx-betA_4~~~betA_5,1,1,1,0,0,1,1,1,1,0
group_3582-group_5460-group_1478,0,0,0,0,0,0,1,1,1,1
group_3582-group_5460-group_4006,1,1,1,1,1,0,0,0,0,0
arcA_2-rcsC_14~~~rcsC_13-group_4763,1,1,0,1,1,0,0,0,0,0
arcA_2-rcsC_14~~~rcsC_13-ynjB,0,0,0,0,0,1,1,1,1,1
ompR_4-sasA_4~~~sasA_12-csaA,1,0,1,1,1,1,1,1,0,1
ompR_4-sasA_4~~~sasA_12-dmlR_13~~~dmlR_2,0,1,0,0,0,0,0,0,1,0
psd-atm1-group_157,1,0,1,1,1,1,1,1,1,1
group_5437-group_5481-ycaC_2~~~ycaC_1,1,1,1,1,1,1,1,1,1,0
group_1576-group_5483-group_1448,0,0,0,0,0,1,1,0,0,1
group_1576-group_5483-group_5450,1,1,1,1,1,0,0,1,1,0
group_1576-group_5484-group_5928,1,1,0,1,1,0,0,1,1,0
group_1673-group_5484-group_5928,0,0,0,0,0,1,1,0,0,1
group_5519-group_5485-group_5948,0,0,0,0,0,0,0,1,1,0
group_5947-group_5485-group_5948,1,1,1,1,1,1,1,0,0,0
group_1601-kdpB_1~~~kdpB_4-group_2730,0,0,1,0,0,1,1,0,0,0
group_1601-kdpB_1~~~kdpB_4-group_3306,1,1,0,1,0,0,0,1,1,1
group_1618-group_5496-group_3896,0,0,0,0,0,0,0,1,1,0
dehH2-puuB_2~~~dadA_2~~~puuB_3~~~dadA_3~~~puuB_6-group_6690,1,1,0,1,1,0,0,1,1,0
group_4005-rocB-group_6363,1,0,0,0,0,0,0,1,0,0
emrB_2~~~mdtD_1-rocB-group_6363,0,1,1,1,1,1,1,0,1,1
rspR_8-ndvA-group_5028,0,1,0,1,1,1,1,1,1,1
rspR_8-ndvA-group_2484,1,0,1,0,0,0,0,0,0,0
group_2490-group_5502-ompR_2,0,0,1,0,0,1,1,0,0,0
ompR_2-group_5502-virD4,1,1,0,1,1,0,0,1,1,1
group_1670-group_5505-group_4775,0,0,1,0,0,1,0,0,0,0
group_1670-group_5505-ydaD_1,0,0,0,1,1,0,0,0,0,1
group_1670-group_5505-group_6273,0,0,0,0,0,0,1,0,1,0
group_1671-group_5506-group_4064,1,1,0,1,1,1,1,1,0,1
group_1671-group_5506-group_5794,0,0,1,0,0,0,0,0,1,0
group_4249-group_5508-group_1676,1,1,1,1,1,1,1,0,0,1
group_1676-group_5508-group_4649,0,0,0,0,0,0,0,1,1,0
group_1711-purU_1~~~purU_2-glnT_1,0,0,0,1,0,1,1,0,0,0
group_2501-purU_1~~~purU_2-glnT_1,0,0,0,0,0,0,0,1,0,1
group_2983-group_5515-group_6157,0,0,1,0,0,0,0,0,1,0
ku_1-group_5515-group_6157,1,1,0,1,1,1,1,1,0,1
nagL_2-purU_4~~~purU_2-lpdV,0,1,0,0,1,1,1,1,1,1
nagL_2-purU_4~~~purU_2-group_6092,1,0,0,1,0,0,0,0,0,0
group_1730-yhaJ-group_4191,0,0,1,0,0,1,1,1,1,1
group_1753-group_5519-group_5485,0,0,0,0,0,0,0,1,1,0
group_1753-group_5519-group_5947,1,1,1,1,1,1,1,0,0,1
group_1756-group_5520-yciF,1,1,1,1,1,1,1,0,1,1
group_1757-purU_4~~~purU_3-gcvT_1~~~gcvT_4,1,1,1,1,1,0,1,1,1,1
group_697-gltS_1~~~gltS_2~~~gltS-group_2981,0,1,0,0,0,0,0,1,1,1
group_697-gltS_1~~~gltS_2~~~gltS-group_5696,1,0,0,1,1,0,0,0,0,0
group_1779-group_5526-group_3883,1,1,0,1,1,1,1,1,1,1
group_1781-group_5527-uvrD,1,1,0,1,1,0,0,0,0,0
group_1822-group_5532-group_5952,0,0,0,0,0,0,0,0,1,1
group_1837-mdtN-group_5263,1,1,0,1,1,0,0,1,1,1
group_5263-mdtN-group_3505,0,0,1,0,0,1,1,0,0,0
group_4114-group_5539-group_1838,1,1,1,1,1,1,1,1,0,0
group_1838-group_5539-group_3951,0,0,0,0,0,0,0,0,1,1
group_1843-gcvT_1~~~gcvT_4-purU_4~~~purU_3,1,1,1,1,1,0,1,1,1,1
group_1860-group_5543-group_4776,0,0,0,0,0,0,0,1,1,0
group_1860-group_5543-group_6375,0,0,1,0,1,1,1,0,0,0
group_1860-group_5543-group_6515,1,1,0,1,0,0,0,0,0,0
group_1864-group_5545-glnA_2,0,0,0,0,0,1,1,0,0,0
ctaC_1~~~ctaC_2-group_5548-group_6198,1,1,1,1,1,0,1,1,1,1
rhaR_2~~~rhaR_5-group_5556-rbsA_1~~~btuD_6,1,1,1,1,1,1,1,1,1,0
group_1913-group_5557-group_6024,0,0,1,0,0,1,0,0,0,0
group_1913-group_5558-group_1211,0,0,1,0,0,1,0,0,0,0
group_1982-group_5566-group_5784,1,1,0,1,1,1,1,1,1,1
sgrR_4-eryD_3~~~lsrR_1-group_5813,1,1,1,1,1,1,1,1,1,0
group_2004-bshA_2~~~bshA_1-trpF_1,1,0,0,0,0,0,0,0,0,1
group_5944-bshA_2~~~bshA_1-trpF_1,0,1,1,1,1,1,1,1,1,0
group_2011-group_5568-group_2152,0,0,1,0,0,1,0,0,0,0
group_2023-group_5569-group_1309,1,1,0,0,0,0,0,1,1,0
maa-group_5571-fixP_2,1,1,1,0,0,1,0,0,1,1
maa-group_5571-ccoP,0,0,0,1,1,0,1,0,0,0
group_5278-group_5580-group_6379,1,1,0,1,1,0,0,1,1,0
crp_1-group_5580-group_6379,0,0,1,0,0,1,1,0,0,1
group_2113-group_5581-rhtC_2,1,1,0,1,1,0,0,1,1,0
group_2113-group_5581-group_4146,0,0,1,0,0,1,1,0,0,1
mobB-esiB-group_4591,0,0,1,0,1,0,0,1,1,0
mobB-esiB-pal_2~~~pal_3~~~pal_1,0,0,0,0,0,1,1,0,0,1
mobB-esiB-group_5821,1,1,0,1,0,0,0,0,0,0
nhaX-group_5585-group_4942,0,0,1,0,0,1,1,0,0,0
nhaX-group_5586-group_5827,0,0,1,0,0,1,1,0,0,0
group_4923-group_5588-pat_2,0,0,0,0,0,1,1,0,0,0
group_3648-group_5588-pat_2,1,1,0,1,1,0,0,0,1,0
xerC_1~~~xerC_7-group_5588-pat_2,0,0,1,0,0,0,0,0,0,1
group_2156-group_5591-group_5153,1,1,1,1,0,1,1,1,1,1
group_2204-group_5595-cysA_2~~~btuD_15~~~btuD_2,1,1,1,1,1,1,1,1,0,1
group_2212-ygfF-lpd3,0,1,1,0,0,0,1,1,0,0
lpd3-ygfF-group_1999,1,0,0,1,1,1,0,0,1,1
RBKS_1-aruI_1-allC_1,0,0,1,0,0,1,1,0,0,0
allC_1-aruI_1-group_2543,1,1,0,1,0,0,0,1,1,0
group_3283-cinA-gpt,0,0,0,0,0,0,0,1,0,1
gpt-cinA-group_1849,1,1,1,1,1,1,1,0,1,0
group_2922-ispDF-pncC,0,0,0,0,1,1,0,0,0,0
pncC-ispDF-dusB_2~~~dusB_1~~~dusB,1,1,1,1,0,0,1,1,1,1
yrrK-group_5598-gatC,1,1,0,1,1,1,1,1,1,1
group_2231-group_5599-group_5081,0,0,0,0,0,0,0,1,1,0
group_2231-group_5599-group_3479,1,1,0,1,1,0,0,0,0,0
group_2378-mak-group_2232,0,0,0,0,0,1,1,0,0,0
group_2232-mak-cspA_7,1,1,1,1,0,0,0,0,0,0
group_2232-mak-group_1618,0,0,0,0,1,0,0,1,1,0
group_2238-group_5603-group_3214,1,1,1,1,1,0,1,1,1,1
group_1774-livH_3-moaE,0,0,1,1,0,0,0,0,0,0
moaE-livH_3-group_5950,1,1,0,0,1,1,1,1,1,1
group_2126-group_5614-group_2310,1,0,1,0,0,0,0,0,0,0
ohrR_2-ucpA_1~~~ucpA_2-group_2690,0,0,0,1,0,0,0,0,1,0
ohrR_2-ucpA_1~~~ucpA_2-group_3110,1,1,1,0,1,1,1,1,0,1
group_2360-cpo_1-group_4454,0,0,1,0,1,1,0,1,1,0
group_2360-cpo_1-group_6049,0,0,0,0,0,0,1,0,0,1
group_3575-msrP_2-qseC,0,0,0,0,0,0,0,1,1,0
qseC-msrP_2-ros_3~~~ros_2,1,1,1,1,1,1,1,0,0,1
group_2441-kup_5~~~kup_3-group_3178,1,1,0,1,1,0,0,1,1,0
group_2441-kup_5~~~kup_3-group_3374,0,0,1,0,0,1,1,0,0,1
group_5891-group_5637-group_5923,1,1,0,1,1,1,1,1,1,0
group_2511-group_5646-group_5965,1,1,0,1,1,0,0,0,0,0
group_4708-group_5646-group_5965,0,0,1,0,0,1,1,0,0,0
group_151-group_5656-group_5967,1,1,0,1,0,0,0,0,0,0
group_1680-group_5656-group_5967,0,0,0,0,0,0,0,1,1,0
group_5967-group_5656-group_6611,0,0,1,0,0,1,0,0,0,1
mrpB-mrpA~~~ndhB_2~~~ndhB_3-group_562,0,0,0,1,0,1,0,0,0,0
mrpB-mrpA~~~ndhB_2~~~ndhB_3-group_2221,1,1,1,0,1,0,1,1,1,1
group_2603-group_5659-group_4866,1,1,0,0,0,0,0,0,0,0
group_1627-patZ~~~pat~~~pat_1-group_1219,0,0,1,0,0,1,0,0,0,0
group_3825-patZ~~~pat~~~pat_1-group_1219,0,0,0,0,0,0,1,0,0,1
group_1219-patZ~~~pat~~~pat_1-rhaS_1~~~rclR_2,1,1,0,1,1,0,0,1,1,0
group_2697-group_5665-group_6330,0,0,0,0,1,0,0,0,0,1
group_2709-group_5666-group_5755,1,1,1,1,1,1,1,1,1,0
group_2715-group_5668-pucI,1,1,1,1,0,1,1,0,0,0
pucI-group_5668-group_2546,0,0,0,0,1,0,0,1,1,1
group_2761-group_5672-group_2250,1,1,1,1,1,1,1,1,1,0
group_2780-group_5673-group_3381,1,1,0,1,1,1,1,1,1,0
group_2780-group_5673-melR_2,0,0,1,0,0,0,0,0,0,1
group_2800-ydaP~~~ydaP_2-group_4619,0,1,0,1,1,1,1,1,1,0
group_2801-group_5674-group_2072,1,1,0,0,1,0,0,1,1,0
group_2820-group_5679-group_2901,0,0,1,0,0,1,0,0,0,0
tmoT_3-fixL_2~~~sasA_12~~~sasA_11-group_1675,0,0,0,1,1,0,0,1,1,0
tmoT_3-fixL_2~~~sasA_12~~~sasA_11-group_5828,1,1,0,0,0,0,0,0,0,0
group_2854-murR-glnA_1,0,0,0,1,1,1,0,0,0,0
group_1245-murR-glnA_1,1,1,1,0,0,0,1,1,1,1
group_2881-hmuV-btuC_2,1,1,1,1,0,1,1,1,1,1
group_2898-group_5690-group_3980,0,0,0,0,0,1,1,0,0,0
group_2898-group_5690-group_4722,0,1,0,1,0,0,0,0,0,0
group_2940-group_5692-yjcS_2~~~yjcS~~~yjcS_1,0,0,0,0,1,0,0,1,1,1
group_2940-group_5692-group_6392,1,1,1,1,0,1,0,0,0,0
group_2940-group_5693-group_5806,1,1,1,0,0,1,1,0,0,0
group_2940-group_5693-group_6393,0,0,0,1,1,0,0,1,1,1
group_2981-group_5696-group_6592,0,1,0,0,0,0,0,1,1,0
group_3505-group_5696-ros_1,0,0,1,0,0,1,0,0,0,0
group_6592-group_5696-gltS_1~~~gltS_2~~~gltS,1,0,0,1,1,0,0,0,0,0
group_2982-group_5697-group_6229,0,0,0,0,0,1,1,0,0,0
ptsJ-group_5702-group_6394,1,1,0,1,1,0,0,0,0,0
virB3_1-group_5704-group_5759,1,0,0,0,0,0,1,0,1,0
virB2-group_5704-group_5759,0,1,0,1,1,0,0,1,0,1
group_3091-fpgS-accD,1,1,1,1,1,1,1,1,0,1
group_5009-group_5709-group_6263,0,0,0,0,0,0,0,1,1,0
group_5753-group_5709-group_6263,1,1,1,1,1,1,1,0,0,0
group_3108-group_5710-group_4709,1,1,1,0,0,0,1,0,0,1
group_3108-group_5710-group_3265,0,0,0,0,1,1,0,1,1,0
group_3130-group_5712-group_4860,1,1,1,0,0,0,0,0,0,0
group_4380-group_5712-purF_1,0,0,0,0,0,0,0,1,1,1
purF_1-group_5712-group_5542,0,0,0,0,1,1,0,0,0,0
group_6171-glnII_1~~~glnII_2~~~glnII-bmaC_2~~~bmaC,1,1,0,1,1,1,1,1,1,1
nicS_1~~~nicS_2-group_5718-group_6379,0,0,1,0,0,1,1,0,0,0
group_3244-dltA~~~grsB_1~~~tycC_3~~~lgrD_1-lgrD_2~~~lgrD_3,1,1,1,0,0,0,0,0,0,0
group_3244-dltA~~~grsB_1~~~tycC_3~~~lgrD_1-grsB_1~~~grsB_2~~~grsB_3~~~grsB~~~lgrD_3,0,0,1,1,0,0,0,0,0,0
group_3248-group_5720-group_5611,1,1,0,1,0,0,0,1,1,0
group_3304-group_5723-group_3791,1,1,0,1,0,0,0,0,0,0
group_3304-group_5723-group_313,0,0,0,0,0,0,0,1,1,0
hupB-group_5735-slyA_2,1,1,0,1,1,1,1,1,1,1
group_4419-group_5741-group_3468,0,0,0,0,0,0,1,1,1,1
group_3468-group_5741-group_3339,1,1,1,1,1,1,0,0,0,0
group_3469-group_5742-group_5978,1,1,1,0,1,1,1,1,1,1
group_5754-group_5744-group_6573,0,0,0,0,0,1,1,1,1,0
group_6397-group_5744-group_6594,1,1,0,0,0,0,0,0,0,0
group_6397-group_5744-group_3818,0,0,1,0,0,0,0,0,0,1
group_6573-group_5744-group_6594,0,0,0,1,1,0,0,0,0,0
group_3515-group_5745-group_2480,1,1,0,1,1,0,0,1,1,0
group_4501-group_5746-group_3517,1,1,1,0,0,0,0,0,0,0
group_3534-group_5750-group_2901,0,0,1,0,0,1,0,0,0,0
group_3580-group_5753-group_5015,0,0,0,0,0,0,0,1,1,0
group_3580-group_5753-group_5709,1,1,1,1,1,1,1,0,0,1
acpP_1-group_5754-group_5744,0,0,0,0,0,1,1,1,1,0
acpP_1-group_5754-group_6594,0,0,1,0,0,0,0,0,0,1
group_3585-group_5755-group_5666,1,1,1,1,1,1,1,1,1,0
group_3628-group_5759-group_5704,1,1,0,1,1,0,1,1,1,1
group_3628-group_5760-group_4655,0,0,1,0,0,1,1,0,0,1
group_3628-group_5760-group_4660,1,0,0,0,0,0,0,1,1,0
group_3628-group_5760-group_4662,0,1,0,0,1,0,0,0,0,0
group_3648-group_5762-group_1575,1,1,0,1,1,0,0,1,1,0
group_3648-group_5762-group_6398,0,0,1,0,0,1,1,0,0,1
group_3658-group_5764-group_4228,1,1,0,1,1,0,0,1,0,1
group_3702-group_5767-cspA_1,1,1,1,1,1,1,1,0,0,1
group_3702-group_5767-group_4623,0,0,0,0,0,0,0,1,1,0
group_4410-cysQ_1~~~cysQ_4-group_3708,1,1,1,0,1,1,0,1,1,1
group_3708-cysQ_1~~~cysQ_4-pmbA,0,0,0,1,0,0,1,0,0,0
mglA_3~~~mglA_8~~~rbsA_3-ccpA_4~~~cytR_2-group_6124,1,1,0,1,1,1,1,1,1,1
group_3794-chaA_3~~~chaA_2-group_4351,0,0,0,0,0,0,0,1,1,1
group_4351-chaA_3~~~chaA_2-group_4884,0,0,1,0,0,1,1,0,0,0
group_6400-group_5776-group_6677,1,0,0,1,1,1,1,0,0,1
group_312-group_5778-group_5802,1,1,0,0,1,0,0,1,1,0
group_2-group_5778-group_5802,0,0,0,0,0,1,1,0,0,0
trxC-iorB_1~~~iorB_2-iorA_2~~~iorA_1,0,0,0,0,0,1,1,0,0,1
group_5566-group_5784-group_6222,1,1,0,1,1,1,1,1,1,1
group_3905-group_5787-group_6695,1,1,0,1,0,0,0,1,1,0
group_3925-ndhM~~~xdhA_1-group_5942,1,0,1,1,1,1,1,1,1,1
group_3929-group_5789-group_1059,1,1,0,1,1,0,0,0,1,0
group_3960-acsA_2~~~acsA_3-group_1390,0,0,1,0,1,0,0,0,1,0
group_3960-acsA_2~~~acsA_3-group_1552,1,1,0,1,0,1,1,1,0,1
group_4064-group_5794-group_4405,1,1,0,1,1,1,1,1,0,1
group_4405-group_5794-group_5506,0,0,1,0,0,0,0,0,1,0
group_4065-kce_2~~~kce_1-group_5161,0,0,1,0,0,1,1,1,1,1
group_5161-kce_2~~~kce_1-group_4624,0,1,0,1,1,0,0,0,0,0
group_4119-group_5799-group_5077,0,0,1,0,0,1,0,0,0,0
group_4123-group_5800-group_6403,0,0,0,0,1,0,1,0,0,0
group_4159-group_5801-group_3898,0,0,0,0,1,1,1,1,1,0
group_4159-group_5801-group_6279,1,1,0,1,0,0,0,0,0,0
group_4206-group_5804-group_5020,0,0,0,0,0,0,0,1,1,0
group_4206-group_5804-group_6236,1,1,0,1,1,0,0,0,0,1
group_5706-group_5804-group_6236,0,0,0,0,0,1,1,0,0,0
group_4229-group_5806-group_5693,1,1,1,0,0,1,1,0,0,0
group_4229-group_5806-group_6404,0,0,0,1,1,0,0,1,1,0
group_4243-yjcS_2~~~yjcS~~~yjcS_1-mdtJ,1,1,1,1,0,0,0,0,0,0
group_5692-yjcS_2~~~yjcS~~~yjcS_1-mdtJ,0,0,0,0,1,0,0,1,1,0
group_4267-group_5810-group_5814,1,1,0,1,1,0,0,0,0,0
group_4357-group_5814-group_1478,0,0,1,0,0,1,1,1,1,1
group_1478-group_5814-group_5810,1,1,0,1,1,0,0,0,0,0
group_4460-group_5818-group_5035,1,0,0,1,1,0,0,1,1,1
group_4466-ros_2~~~ros_1-group_4700,0,0,1,0,0,1,1,0,0,0
group_4466-ros_2~~~ros_1-group_4696,1,1,0,1,0,0,0,0,0,0
group_4466-ros_2~~~ros_1-group_6706,0,0,0,0,0,0,0,1,1,1
group_4490-hsrA_1~~~hsrA_2-group_3085,1,0,0,0,0,0,0,1,0,0
group_3085-hsrA_1~~~hsrA_2-ssuA,0,1,0,0,1,0,0,0,1,0
group_4591-group_5821-group_4750,0,0,0,0,1,0,0,1,1,0
group_4750-group_5821-esiB,1,1,0,0,0,0,0,0,0,0
group_4596-group_5822-group_5823,1,0,0,1,0,0,0,0,0,0
group_4596-group_5822-group_5992,0,0,0,0,0,0,0,1,1,0
group_4607-group_5823-group_5822,1,0,0,1,0,0,0,0,0,0
group_4607-group_5823-group_4596,0,1,1,0,1,1,0,0,0,0
group_4607-group_5823-xerD_2~~~xerC_1,0,0,0,0,0,0,0,1,1,0
