gradient,population,site,exp_id,genome_id,genome_name,exp_plant,exp_nitrogen,exp_plantsite,exp_plantmaternal,exp_waterblock,exp_labgroup,exp_labsection,shoot_biomass_mg,nodule_number,root_biomass_mg,primary_root_nodule_number,lateral_root_nodule_number,nodule_shape,nodule_size,nodule_color,shoot_height,longest_petiole_length,leaf_number,leaf_color,primary_root_length,lateral_root_number,longest_lateral_root_length
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,102-1,102,NA,0,NA,0,0,NA,NA,NA,1.5,1.7,2,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,107-1,107,NA,0,NA,0,0,NA,NA,NA,2.9,1.7,6,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,107-1,107,NA,0,NA,0,0,NA,NA,NA,3.3,1.7,6,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,107-1,107,NA,0,NA,0,0,NA,NA,NA,3.2,2.2,4,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,108-1,108,NA,0,NA,0,0,NA,NA,NA,2,1.4,2,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,108-1,108,NA,0,NA,0,0,NA,NA,NA,1.8,0.4,2,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,108-1,108,NA,0,NA,0,0,NA,NA,NA,2.5,1.5,3,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,109-1,109,NA,0,NA,0,0,NA,NA,NA,1.4,1.1,2,3,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,109-1,109,NA,4,NA,0,4,round,large,white,3.8,1.8,2,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,109-1,109,NA,1,NA,0,1,oval,small,pink,2.3,1.5,2,3,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,113-1,113,NA,0,NA,0,0,NA,NA,NA,3.6,1.6,2,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,113-1,113,NA,0,NA,0,0,NA,NA,NA,2.3,1.3,2,3,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,113-1,113,NA,0,NA,0,0,NA,NA,NA,1.1,1.6,3,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,113-3,113,NA,0,NA,0,0,NA,NA,NA,3.5,1.9,2,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,113-3,113,NA,0,NA,0,0,NA,NA,NA,1.6,2.1,3,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,602-1,602,NA,0,NA,0,0,NA,NA,NA,5,2.1,2,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,602-1,602,NA,0,NA,0,0,NA,NA,NA,1.5,2.2,3,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,602-1,602,NA,0,NA,0,0,NA,NA,NA,3.3,1.9,1,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,603-7,603,NA,0,NA,0,0,NA,NA,NA,3.3,1.9,1,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,603-7,603,NA,0,NA,0,0,NA,NA,NA,3.6,1.6,2,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,101-4,101,NA,0,NA,0,0,NA,NA,NA,16.5,3.5,10,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,101-4,101,NA,0,NA,0,0,NA,NA,NA,9.5,3.5,6,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,101-4,101,NA,0,NA,0,0,NA,NA,NA,17.5,2.5,9,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,102-4,102,NA,0,NA,0,0,NA,NA,NA,15.5,3,14,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,102-4,102,NA,6,NA,0,6,oval,small,white,13.5,4,13,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,102-4,102,NA,0,NA,0,0,NA,NA,NA,18,2.5,15,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,108-4,108,NA,9,NA,0,9,round,large,white,15,3.3,12,8,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,108-4,108,NA,15,NA,0,15,round,large,white,17.2,2.4,14,8,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,108-4,108,NA,19,NA,0,19,round,large,white,20,2.6,16,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,109-4,109,NA,7,NA,3,4,round,small,white,23,4.5,8,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,109-4,109,NA,3,NA,1,2,round,small,white,17,3.5,9,8,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,109-4,109,NA,4,NA,1,3,oval,small,white,14,2,11,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,113-5,113,NA,4,NA,0,4,oval,small,pink,23,2.9,11,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,113-5,113,NA,0,NA,0,0,NA,NA,NA,15.3,2.1,8,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,602-4,602,NA,0,NA,0,0,NA,NA,NA,13.2,2.2,7,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,602-4,602,NA,6,NA,2,4,oval,small,white,15,2,10,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N+,NA,NA,NA,602-4,602,NA,6,NA,2,4,oval,small,white,18,3,12,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,101-3,101,NA,14,NA,7,7,round,small,white,1.2,2.1,2,3,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,101-3,101,NA,11,NA,5,6,round,small,white,1.7,2.1,3,3,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,101-3,101,NA,33,NA,1,32,round,large,pink,4,1.7,5,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,102-3,102,NA,2,NA,0,2,oval,small,pink,1,3,6,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,102-3,102,NA,0,NA,0,0,NA,NA,NA,1,2.5,7,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,102-3,102,NA,20,NA,0,20,oval,small,white,1,3,7,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,107-3,107,NA,17,NA,0,17,round,small,white,14.5,3.1,12,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,107-3,107,NA,4,NA,0,4,round,small,white,14.4,3.6,8,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,107-3,107,NA,40,NA,0,40,oval,small,white,21,2.9,11,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,107-4,107,NA,29,NA,4,25,round,small,white,1.4,1.5,3,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,107-4,107,NA,16,NA,3,13,round,small,white,1.8,0.8,3,7,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,108-3,108,NA,19,NA,1,18,round,small,white,0.9,1.2,2,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,108-3,108,NA,55,NA,3,52,round,small,white,22.3,0.4,2,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,108-3,109,NA,12,NA,4,8,oval,small,white,14.9,0.4,2,4,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,109-3,109,NA,15,NA,2,13,oval,large,white,11.8,1.2,1,4,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,109-3,109,NA,18,NA,1,17,round,small,white,3.6,1.6,3,3,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,109-3,109,NA,17,NA,3,14,round,small,white,3.5,2,3,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-4,113,NA,0,NA,0,0,NA,NA,NA,2.8,1.9,3,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-4,113,NA,14,NA,0,14,round,small,white,2.1,1.8,2,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-4,113,NA,1,NA,0,1,oval,large,white,2.6,1.3,3,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-6,113,NA,17,NA,1,16,round,small,white,1.3,1.55,2,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-6,113,NA,6,NA,2,4,round,small,white,2,1.5,2,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,113-6,113,NA,13,NA,6,7,round,small,white,1.4,1.8,1,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,602-3,602,NA,12,NA,1,11,round,small,white,1.9,1.7,3,6,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,602-3,602,NA,5,NA,1,4,round,small,white,0.9,1.5,2,5,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,sativa,N-,NA,NA,NA,602-3,602,NA,9,NA,2,7,round,small,white,3.7,1.7,2,2,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,103-2,103,NA,13,NA,3,10,round,large,pink,13.4,3,9,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,103-2,103,NA,8,NA,0,8,oval,small,pink,14.3,3.2,10,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,103-2,103,NA,3,NA,0,3,round,small,white,13.4,3.5,8,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,104-2,104,NA,4,NA,0,4,oval,small,white,17.3,2.8,7,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,104-2,104,NA,0,NA,0,0,NA,NA,NA,11.1,2.8,13,8,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,104-2,104,NA,0,NA,0,0,NA,NA,NA,13.5,3.4,9,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,105-2,105,NA,0,NA,0,0,NA,NA,NA,19.3,2.9,9,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,105-2,105,NA,0,NA,0,0,NA,NA,NA,17,2.7,9,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,105-2,105,NA,12,NA,0,12,round,small,white,7.6,2.6,12,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,106-2,106,NA,0,NA,0,0,NA,NA,NA,13.5,2.5,11,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,106-2,106,NA,0,NA,0,0,NA,NA,NA,11.3,2.6,8,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,106-2,106,NA,8,NA,0,8,round,small,white,11,2.5,14,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,110-2,110,NA,0,NA,0,0,NA,NA,NA,15,4,8,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,110-2,110,NA,0,NA,0,0,NA,NA,NA,17.5,4,11,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,110-2,110,NA,0,NA,0,0,NA,NA,NA,16.5,3.5,10,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,111-2,111,NA,0,NA,0,0,NA,NA,NA,12.5,3,9,8,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,111-2,111,NA,18,NA,0,18,round,large,white,14,4,14,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,111-2,111,NA,17,NA,0,17,round,large,pink,13.7,4,16,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,112-2,112,NA,0,NA,0,0,NA,NA,NA,14.2,2.2,10,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,112-2,112,NA,0,NA,0,0,NA,NA,NA,11.2,3.5,8,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,112-2,112,NA,43,NA,13,30,round,small,white,7,3.5,10,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,603-2,603,NA,0,NA,0,0,NA,NA,NA,14.1,2.4,10,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,603-2,603,NA,0,NA,0,0,NA,NA,NA,15.8,3.6,10,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N+,NA,NA,NA,603-2,603,NA,0,NA,0,0,NA,NA,NA,12.8,3.6,8,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,103-1,103,NA,0,NA,0,0,NA,NA,NA,1.6,1.7,3,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,103-1,103,NA,7,NA,1,6,round,small,white,0.8,1.3,3,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,103-1,103,NA,10,NA,0,10,round,small,white,1.6,0.9,2,4,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,104-1,104,NA,30,NA,4,26,round,large,pink,1.5,0.4,3,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,104-1,104,NA,31,NA,4,27,round,small,pink,1.2,0.9,4,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,104-1,104,NA,40,NA,3,37,round,large,pink,1.8,1.2,5,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,105-1,105,NA,24,NA,3,21,round,small,white,1.9,2.2,4,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,105-1,105,NA,28,NA,12,16,round,small,white,6,1,2,4,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,105-1,105,NA,17,NA,13,4,round,large,white,5,0.5,2,3,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,106-1,106,NA,26,NA,4,22,round,small,white,4.2,1.4,3,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,106-1,106,NA,69,NA,4,65,round,small,white,1,1.3,3,3,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,106-1,106,NA,8,NA,7,1,round,small,white,1.5,0.7,3,7,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,110-1,110,NA,22,NA,5,17,oval,large,white,1.6,0.7,2,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,110-1,110,NA,20,NA,2,18,oval,large,white,1.8,1,1,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,110-1,110,NA,52,NA,6,46,oval,large,white,2.2,1.5,3,4,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,111-1,111,NA,10,NA,0,10,round,large,white,1.4,1.5,4,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,111-1,111,NA,48,NA,11,37,round,small,white,1.5,2.5,2,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,111-1,111,NA,17,NA,1,16,round,small,white,3.3,1.8,2,5,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,112-1,112,NA,36,NA,0,36,round,large,white,2.1,1.9,4,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,112-1,112,NA,17,NA,0,17,round,large,white,3.5,2,4,4,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,112-1,112,NA,15,NA,0,15,round,small,white,1.2,1.8,2,4,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,603-1,603,NA,9,NA,0,9,oval,small,white,6.3,1.4,2,6,NA,NA,NA
elevation,high elevation,H3,H3M3R2,g5,Chang_Q5C_5,sativa,N-,NA,NA,NA,603-1,603,NA,15,NA,0,15,oval,small,white,1.8,2,4,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,103-4,103,NA,10,NA,3,7,round,small,white,17.3,2.3,11,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,103-4,103,NA,0,NA,0,0,NA,NA,NA,15.6,2.9,9,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,103-4,103,NA,0,NA,0,0,NA,NA,NA,15.2,3.7,11,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,104-4,104,NA,10,NA,3,7,round,small,white,17.3,2.3,11,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,104-4,104,NA,2,NA,0,2,round,small,white,24,3,8,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,104-4,104,NA,11,NA,1,10,round,large,white,8,1.5,13,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,105-4,105,NA,0,NA,0,0,NA,NA,NA,13.6,2.5,8,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,105-4,105,NA,0,NA,0,0,NA,NA,NA,2.5,5.2,8,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,105-4,105,NA,0,NA,0,0,NA,NA,NA,3,2.8,11,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,106-4,106,NA,0,NA,0,0,NA,NA,NA,2.8,2.1,8,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,106-4,106,NA,0,NA,0,0,NA,NA,NA,6.8,4.1,7,6,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,106-4,106,NA,0,NA,0,0,NA,NA,NA,3.3,2.4,10,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,110-4,110,NA,0,NA,0,0,NA,NA,NA,11.5,6.5,10,6,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,110-4,110,NA,0,NA,0,0,NA,NA,NA,13.5,3.5,8,6,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,110-4,110,NA,3,NA,3,0,oval,small,white,15,2.7,9,8,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,111-4,111,NA,0,NA,0,0,NA,NA,NA,5.6,3.8,9,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,111-4,111,NA,0,NA,0,0,NA,NA,NA,1.47,2,5,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,111-4,111,NA,5,NA,0,5,oval,small,white,13.7,3.1,12,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,112-4,112,NA,2,NA,0,2,round,small,white,16,2.4,10,8,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,112-4,112,NA,6,NA,0,6,oval,large,pink,18,3.1,10,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N+,NA,NA,NA,112-4,112,NA,6,NA,0,6,round,small,white,13.5,2.8,9,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,103-3,103,NA,18,NA,1,17,round,large,white,4.6,2.1,6,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,103-3,103,NA,10,NA,3,7,oval,large,pink,5.4,1.2,4,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,103-3,103,NA,8,NA,1,7,round,large,pink,4.1,1.7,2,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,104-3,104,NA,22,NA,0,22,round,large,white,4.9,1.6,5,7,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,104-3,104,NA,69,NA,13,56,round,small,white,3.4,1.5,8,6,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,104-3,104,NA,25,NA,3,22,round,small,pink,3.9,2.4,3,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,105-3,105,NA,64,NA,0,64,round,small,white,13.9,2.1,4,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,105-3,105,NA,22,NA,0,22,round,small,white,14.3,0.9,4,2,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,105-3,105,NA,20,NA,0,20,round,small,white,17.2,1.8,5,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,106-3,106,NA,45,NA,2,43,round,small,white,1.5,2.1,2,3,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,106-3,106,NA,30,NA,6,24,round,small,white,4,1.9,2,3,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,106-3,106,NA,32,NA,4,28,round,small,white,3.1,2.1,3,5,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,110-3,110,NA,8,NA,3,5,round,large,white,0.5,2,1,3,NA,NA,NA
elevation,high elevation,H3,H3M4R1,g6,Chang_Q5C_6,sativa,N-,NA,NA,NA,110-3,110,NA,21,NA,0,21,round,small,white,1,2.5,2,4,NA,NA,NA
