from,gene,non_unique_gene_name,annotation
ruvB,ruvB,ruvB,Holliday junction ATP-dependent DNA helicase RuvB
lpxK,lpxK,lpxK,Tetraacyldisaccharide 4'-kinase
spuD,spuD_1,spuD_1,Putrescine-binding periplasmic protein SpuD
adhT,adhT_1,adhT_1,Alcohol dehydrogenase
strE,strE,strE,dTDP-glucose 46-dehydratase
adhC2,adhC2,adhC2,NADP-dependent alcohol dehydrogenase C 2
pyrC,pyrC_2,pyrC_2,Dihydroorotase
futA1,futA1,futA1,Iron uptake protein A1
plsX,plsX,plsX,Phosphate acyltransferase
yfhA,yfhA_1,yfhA_1,putative siderophore transport system permease protein YfhA
fbaA,fbaA,fbaA,Fructose-bisphosphate aldolase class 2
ltaE,ltaE,ltaE,Low specificity L-threonine aldolase
ghrB,ghrB,ghrB,Glyoxylate/hydroxypyruvate reductase B
acoA,acoA,acoA,Acetoin:26-dichlorophenolindophenol oxidoreductase subunit alpha
fgd,fgd,fgd,F420-dependent glucose-6-phosphate dehydrogenase
purK,purK,purK,N5-carboxyaminoimidazole ribonucleotide synthase
ropA,ropA_1,ropA_1,Outer membrane protein IIIA
proV,proV,proV,Glycine betaine/proline betaine transport system ATP-binding protein ProV
fbp,fbp,fbp,Fructose-16-bisphosphatase class 1
exuR,exuR,exuR,putative HTH-type transcriptional repressor ExuR
kamA,kamA_1,kamA_1,L-lysine 23-aminomutase
epmA,epmA,epmA,Elongation factor P--(R)-beta-lysine ligase
hisC,hisC_3,hisC_3,Histidinol-phosphate aminotransferase
pcaB,pcaB,pcaB,3-carboxy-ciscis-muconate cycloisomerase
gpuA,gpuA,gpuA,Guanidinopropionase
hemS,hemS,hemS,Hemin transport protein HemS
noc,noc_1,noc_1,Nucleoid occlusion protein
hcr,hcr_2,hcr_2,NADH oxidoreductase HCR
trpS,trpS,trpS,Tryptophan--tRNA ligase
lpxD,lpxD,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
fecR,fecR,fecR,Protein FecR
ligC,ligC,ligC,DNA ligase C
chvE,chvE,chvE,Multiple sugar-binding periplasmic receptor ChvE
hmuU,hmuU_1,hmuU_1,Hemin transport system permease protein HmuU
ocd,ocd,ocd,Ornithine cyclodeaminase
msmX,msmX_3,msmX_3,Oligosaccharides import ATP-binding protein MsmX
purM,purM,purM,Phosphoribosylformylglycinamidine cyclo-ligase
cra,cra,cra,Catabolite repressor/activator
metN,metN,metN,Methionine import ATP-binding protein MetN
paaE,paaE,paaE,12-phenylacetyl-CoA epoxidase subunit E
nemA,nemA_2,nemA_2,N-ethylmaleimide reductase
melR,melR,melR,HTH-type transcriptional repressor MelR
cbbA,cbbA,cbbA,Fructose-bisphosphate aldolase
prfA,prfA,prfA,Peptide chain release factor RF1
yejB,yejB,yejB,Inner membrane ABC transporter permease protein YejB
pheS,pheS,pheS,Phenylalanine--tRNA ligase alpha subunit
frcC,frcC,frcC,Fructose import permease protein FrcC
flhB,flhB,flhB,Flagellar biosynthetic protein FlhB
queA,queA,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
chaA,chaA,chaA,Sodium-potassium/proton antiporter ChaA
recA,recA,recA,Protein RecA
pyrD,pyrD,pyrD,Dihydroorotate dehydrogenase (quinone)
hflK,hflK,hflK,Modulator of FtsH protease HflK
msiK,msiK,msiK,Diacetylchitobiose uptake system ATP-binding protein MsiK
rbsR,rbsR,rbsR,Ribose operon repressor
gldA,gldA,gldA,Glycerol dehydrogenase
tsaD,tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase
dcd,dcd,dcd,dCTP deaminase dUMP-forming
aroC,aroC,aroC,Chorismate synthase
nspC,nspC,nspC,Carboxynorspermidine/carboxyspermidine decarboxylase
rfuC,rfuC_1,rfuC_1,putative riboflavin import permease protein RfuC
ribBA,ribBA,ribBA,Riboflavin biosynthesis protein RibBA
mraY,mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase
potF,potF,potF,Putrescine-binding periplasmic protein
lysDH,lysDH,lysDH,Lysine 6-dehydrogenase
rsmI,rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I
adh1,adh1,adh1,Long-chain-alcohol dehydrogenase 1
phnI,phnI,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
hpd,hpd,hpd,4-hydroxyphenylpyruvate dioxygenase
carE,carE,carE,Caffeyl-CoA reductase-Etf complex subunit CarE
leuB,leuB_1,leuB_1,3-isopropylmalate dehydrogenase
ybhR,ybhR,ybhR,putative multidrug ABC transporter permease YbhR
flgI,flgI,flgI,Flagellar P-ring protein
dnaN,dnaN,dnaN,Beta sliding clamp
adhD,adhD,adhD,Putative alcohol dehydrogenase D
mmpA,mmpA,mmpA,Metalloprotease MmpA
ada,ada,ada,Bifunctional transcriptional activator/DNA repair enzyme Ada
flhA,flhA_2,flhA_2,S-(hydroxymethyl)glutathione dehydrogenase
tqsA,tqsA,tqsA,AI-2 transport protein TqsA
aroB,aroB,aroB,3-dehydroquinate synthase
gcvT,gcvT_3,gcvT_3,Aminomethyltransferase
yejE,yejE,yejE,Inner membrane ABC transporter permease protein YejE
sucB,sucB_1,sucB_1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ldc,ldc,ldc,Lysine/ornithine decarboxylase
hisZ,hisZ,hisZ,ATP phosphoribosyltransferase regulatory subunit
dadX,dadX,dadX,Alanine racemase catabolic
vioD,vioD,vioD,Capreomycidine synthase
acdA,acdA_1,acdA_1,Acyl-CoA dehydrogenase
lldD,lldD_3,lldD_3,Putative L-lactate dehydrogenase
mdh,mdh_1,mdh_1,NAD-dependent methanol dehydrogenase
xdh,xdh,xdh,D-xylose dehydrogenase
anmK,anmK,anmK,Anhydro-N-acetylmuramic acid kinase
zapE,zapE,zapE,Cell division protein ZapE
apbC,apbC,apbC,Iron-sulfur cluster carrier protein
bepF,bepF_1,bepF_1,Efflux pump periplasmic linker BepF
ybhS,ybhS,ybhS,putative multidrug ABC transporter permease YbhS
pabB,pabB,pabB,Aminodeoxychorismate synthase component 1
hipO,hipO_3,hipO_3,Hippurate hydrolase
queG,queG,queG,Epoxyqueuosine reductase
potD,potD_1,potD_1,Spermidine/putrescine-binding periplasmic protein
cya,cya_1,cya_1,Bifunctional hemolysin/adenylate cyclase
rlmL,rlmL,rlmL,Ribosomal RNA large subunit methyltransferase K/L
ycaD,ycaD_1,ycaD_1,putative MFS-type transporter YcaD
amiC,amiC_2,amiC_2,Aliphatic amidase expression-regulating protein
gci,gci_1,gci_1,D-galactarolactone cycloisomerase
tyrB,tyrB_1,tyrB_1,Aromatic-amino-acid aminotransferase
bshA,bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase
aar,aar,aar,L-alanine/L-glutamate racemase
livK,livK,livK,Leucine-specific-binding protein
pobA,pobA,pobA,p-hydroxybenzoate hydroxylase
dxr,dxr,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase
ydiK,ydiK_1,ydiK_1,Putative transport protein YdiK
nagC,nagC_4,nagC_4,N-acetylglucosamine repressor
serC,serC,serC,Phosphoserine aminotransferase
ackA,ackA,ackA,Acetate kinase
proB,proB,proB,Glutamate 5-kinase
phaA,phaA,phaA,Acetyl-CoA acetyltransferase
hemW,hemW,hemW,Heme chaperone HemW
ydcO,ydcO,ydcO,Inner membrane protein YdcO
doeA,doeA_1,doeA_1,Ectoine hydrolase
metZ,metZ,metZ,O-succinylhomoserine sulfhydrylase
pbuE,pbuE,pbuE,Purine efflux pump PbuE
uctC,uctC,uctC,Acetyl-CoA:oxalate CoA-transferase
metC,metC,metC,Cystathionine beta-lyase MetC
kbl,kbl,kbl,2-amino-3-ketobutyrate coenzyme A ligase
cobL,cobL,cobL,Precorrin-6Y C(515)-methyltransferase [decarboxylating]
nuoD,nuoD,nuoD,NADH-quinone oxidoreductase subunit D
atzC,atzC,atzC,N-isopropylammelide isopropyl amidohydrolase
mnmA,mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA
sucC,sucC,sucC,Succinate--CoA ligase [ADP-forming] subunit beta
fsr,fsr,fsr,Fosmidomycin resistance protein
bcr,bcr_3,bcr_3,Bicyclomycin resistance protein
aruC,aruC,aruC,Succinylornithine transaminase/acetylornithine aminotransferase
mltG,mltG,mltG,Endolytic murein transglycosylase
coaBC,coaBC,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC
rfnT,rfnT,rfnT,Riboflavin transporter RfnT
carA,carA_1,carA_1,Carbamoyl-phosphate synthase small chain
nepI,nepI_1,nepI_1,Purine ribonucleoside efflux pump NepI
pcaF,pcaF,pcaF,Beta-ketoadipyl-CoA thiolase
fadA,fadA_2,fadA_2,Putative acyltransferase
uxuA,uxuA,uxuA,Mannonate dehydratase
ubiL,ubiL_1,ubiL_1,Ubiquinone hydroxylase UbiL
nqo4,nqo4,nqo4,NADH-quinone oxidoreductase subunit 4
hemA,hemA,hemA,5-aminolevulinate synthase
pfp,pfp,pfp,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
xylH,xylH_2,xylH_2,Xylose transport system permease protein XylH
ddmA1,ddmA1,ddmA1,Dicamba O-demethylase 1 ferredoxin reductase component
trpB,trpB,trpB,Tryptophan synthase beta chain
deoB,deoB,deoB,Phosphopentomutase
fabB,fabB,fabB,3-oxoacyl-[acyl-carrier-protein] synthase 1
hcaT,hcaT,hcaT,putative 3-phenylpropionic acid transporter
ynjB,ynjB,ynjB,Protein YnjB
lysN,lysN,lysN,2-aminoadipate transaminase
aaeA,aaeA,aaeA,p-hydroxybenzoic acid efflux pump subunit AaeA
nanK,nanK,nanK,N-acetylmannosamine kinase
bkdA1,bkdA1,bkdA1,2-oxoisovalerate dehydrogenase subunit alpha
aatB,aatB_1,aatB_1,Aspartate aminotransferase
recD2,recD2_2,recD2_2,ATP-dependent RecD-like DNA helicase
ydhP,ydhP_2,ydhP_2,Inner membrane transport protein YdhP
dasA,dasA,dasA,Diacetylchitobiose binding protein DasA
oat2,oat2,oat2,Glutamate N-acetyltransferase 2
cfa,cfa_2,cfa_2,Cyclopropane-fatty-acyl-phospholipid synthase
dadA1,dadA1_1,dadA1_1,D-amino acid dehydrogenase 1
csd,csd,csd,putative cysteine desulfurase
hyuC,hyuC_1,hyuC_1,N-carbamoyl-L-amino-acid hydrolase
pksS,pksS,pksS,Polyketide biosynthesis cytochrome P450 PksS
tetA,tetA_1,tetA_1,Tetracycline resistance protein class C
lhgD,lhgD,lhgD,L-2-hydroxyglutarate dehydrogenase
hutI,hutI,hutI,Imidazolonepropionase
soxB,soxB_3,soxB_3,Sarcosine oxidase subunit beta
ispG,ispG,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
tyrS,tyrS,tyrS,Tyrosine--tRNA ligase
entS,entS_3,entS_3,Enterobactin exporter EntS
oiaX,oiaX,oiaX,3-oxo-isoapionate-4-phosphate decarboxylase
msmE,msmE,msmE,Multiple sugar-binding protein
glgC,glgC,glgC,Glucose-1-phosphate adenylyltransferase
yjlD,yjlD,yjlD,NADH dehydrogenase-like protein YjlD
puuE,puuE,puuE,4-aminobutyrate aminotransferase PuuE
ttuD,ttuD_1,ttuD_1,Putative hydroxypyruvate reductase
purD,purD_1,purD_1,Phosphoribosylamine--glycine ligase
narT,narT,narT,putative nitrate transporter NarT
phnA,phnA,phnA,Phosphonoacetate hydrolase
clpX,clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX
bkdB,bkdB,bkdB,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
metK,metK,metK,S-adenosylmethionine synthase
serS,serS,serS,Serine--tRNA ligase
mdeA,mdeA,mdeA,L-methionine gamma-lyase
icl,icl,icl,Isocitrate lyase
aarA,aarA,aarA,Citrate synthase
cobB,cobB,cobB,Hydrogenobyrinate ac-diamide synthase
nrtA,nrtA_2,nrtA_2,Nitrate/nitrite binding protein NrtA
murA,murA,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
dinB,dinB_1,dinB_1,DNA polymerase IV
glyA2,glyA2,glyA2,Serine hydroxymethyltransferase 2
yteT,yteT,yteT,Putative oxidoreductase YteT
melE,melE,melE,Melibiose/raffinose/stachyose-binding protein MelE
regB,regB,regB,Sensor histidine kinase RegB
dddP,dddP,dddP,Dimethlysulfonioproprionate lyase DddP
tolB,tolB,tolB,Tol-Pal system protein TolB
pncB,pncB,pncB,Nicotinate phosphoribosyltransferase
hisD,hisD,hisD,Histidinol dehydrogenase
nqo1,nqo1_1,nqo1_1,NADH-quinone oxidoreductase chain 1
hslU,hslU,hslU,ATP-dependent protease ATPase subunit HslU
glnT,glnT,glnT,Glutamine synthetase
purB,purB,purB,Adenylosuccinate lyase
xylA,xylA,xylA,Xylose isomerase
naiP,naiP,naiP,Putative niacin/nicotinamide transporter NaiP
waaA,waaA,waaA,3-deoxy-D-manno-octulosonic acid transferase
mnmE,mnmE,mnmE,tRNA modification GTPase MnmE
prsE,prsE_1,prsE_1,Type I secretion system membrane fusion protein PrsE
deoA,deoA,deoA,Thymidine phosphorylase
nifK,nifK_2,nifK_2,Nitrogenase molybdenum-iron protein beta chain
abo,abo_5,abo_5,4-methylaminobutanoate oxidase (formaldehyde-forming)
fni,fni_1,fni_1,Isopentenyl-diphosphate delta-isomerase
proS,proS,proS,Proline--tRNA ligase
bauA,bauA_1,bauA_1,Beta-alanine--pyruvate aminotransferase
wbpA,wbpA_1,wbpA_1,UDP-N-acetyl-D-glucosamine 6-dehydrogenase
fpgS,fpgS,fpgS,Folylpolyglutamate synthase
pdhC,pdhC,pdhC,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
guaD,guaD_2,guaD_2,Guanine deaminase
pmbA,pmbA,pmbA,Metalloprotease PmbA
amtB,amtB,amtB,Ammonia channel
potE,potE,potE,Putrescine transporter PotE
nosD,nosD,nosD,putative ABC transporter binding protein NosD
tilS,tilS,tilS,tRNA(Ile)-lysidine synthase
hmgA,hmgA,hmgA,Homogentisate 12-dioxygenase
dctA,dctA,dctA,C4-dicarboxylate transport protein
glnG,glnG,glnG,DNA-binding transcriptional regulator NtrC
ipuC,ipuC,ipuC,Glutamate--isopropylamine ligase
aroA,aroA,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
dinF,dinF,dinF,DNA damage-inducible protein F
puuA,puuA_1,puuA_1,Gamma-glutamylputrescine synthetase PuuA
glmU,glmU_2,glmU_2,Bifunctional protein GlmU
aroH,aroH,aroH,Phospho-2-dehydro-3-deoxyheptonate aldolase
melA,melA_2,melA_2,Alpha-galactosidase
spuC,spuC_5,spuC_5,Putrescine--pyruvate aminotransferase
trkA,trkA,trkA,Trk system potassium uptake protein TrkA
ubiD,ubiD_1,ubiD_1,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
pchA,pchA,pchA,4-hydroxybenzaldehyde dehydrogenase (NADP(+))
fucK,fucK_2,fucK_2,L-fuculokinase
otsA,otsA,otsA,Trehalose-6-phosphate synthase
garB,garB,garB,Glutathione amide reductase
murD,murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase
lpdV,lpdV,lpdV,Dihydrolipoyl dehydrogenase
dapE,dapE_2,dapE_2,Succinyl-diaminopimelate desuccinylase
yhdG,yhdG,yhdG,putative amino acid permease YhdG
degQ,degQ_1,degQ_1,Periplasmic pH-dependent serine endoprotease DegQ
hflX,hflX,hflX,GTPase HflX
sctC,sctC_2,sctC_2,Type 3 secretion system secretin
pntB,pntB,pntB,NAD(P) transhydrogenase subunit beta
ahcY,ahcY,ahcY,Adenosylhomocysteinase
cysS,cysS,cysS,Cysteine--tRNA ligase
mdtK,mdtK,mdtK,Multidrug resistance protein MdtK
sthA,sthA_2,sthA_2,putative soluble pyridine nucleotide transhydrogenase
lpd3,lpd3,lpd3,Dihydrolipoyl dehydrogenase 3
leuC,leuC,leuC,3-isopropylmalate dehydratase large subunit
uxaC,uxaC,uxaC,Uronate isomerase
rsmB,rsmB_2,rsmB_2,Ribosomal RNA small subunit methyltransferase B
ramB,ramB,ramB,HTH-type transcriptional regulator RamB
hsrA,hsrA_2,hsrA_2,putative transport protein HsrA
bioF,bioF,bioF,8-amino-7-oxononanoate synthase
tldD,tldD,tldD,Metalloprotease TldD
mdtA,mdtA_2,mdtA_2,Multidrug resistance protein MdtA
miaB,miaB,miaB,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
trmFO,trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
pccR,pccR,pccR,Propionyl-CoA carboxylase regulator
mgtE,mgtE,mgtE,Magnesium transporter MgtE
prr,prr,prr,Gamma-aminobutyraldehyde dehydrogenase
araA,araA_1,araA_1,L-arabinose isomerase
gndA,gndA,gndA,6-phosphogluconate dehydrogenase NADP(+)-dependent decarboxylating
der,der,der,GTPase Der
murF,murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
xylB,xylB_1,xylB_1,Xylulose kinase
ttuE,ttuE,ttuE,Pyruvate kinase
nuoN,nuoN,nuoN,NADH-quinone oxidoreductase subunit N
lpd,lpd,lpd,Dihydrolipoyl dehydrogenase
alsT,alsT_3,alsT_3,Amino-acid carrier protein AlsT
davD,davD_1,davD_1,Glutarate-semialdehyde dehydrogenase
cobQ,cobQ,cobQ,Cobyric acid synthase
dht,dht,dht,D-hydantoinase/dihydropyrimidinase
gltD,gltD_2,gltD_2,Glutamate synthase [NADPH] small chain
phnY,phnY,phnY,Phosphonoacetaldehyde dehydrogenase
rbsA,rbsA_14,rbsA_14,Ribose import ATP-binding protein RbsA
murE,murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase
abgB,abgB,abgB,p-aminobenzoyl-glutamate hydrolase subunit B
cbbL,cbbL,cbbL,Ribulose bisphosphate carboxylase large chain
glgA1,glgA1_1,glgA1_1,Glycogen synthase 1
ndhB,ndhB_4,ndhB_4,NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic
clsA,clsA,clsA,Major cardiolipin synthase ClsA
csbC,csbC,csbC,putative metabolite transport protein CsbC
hpyO,hpyO,hpyO,FAD-dependent urate hydroxylase
sufB,sufB,sufB,FeS cluster assembly protein SufB
selO,selO,selO,Protein adenylyltransferase SelO
tig,tig,tig,Trigger factor
gabD,gabD_1,gabD_1,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
katA,katA,katA,Catalase
nnr,nnr,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
mtlK,mtlK_2,mtlK_2,Mannitol 2-dehydrogenase
lcdH,lcdH,lcdH,L-carnitine dehydrogenase
glpK,glpK,glpK,Glycerol kinase
bauC,bauC,bauC,Putative 3-oxopropanoate dehydrogenase
hutH,hutH_2,hutH_2,Histidine ammonia-lyase
dnaC,dnaC_2,dnaC_2,Replicative DNA helicase
rhlE,rhlE_2,rhlE_2,ATP-dependent RNA helicase RhlE
ycjX,ycjX,ycjX,putative protein YcjX
guaB,guaB,guaB,Inosine-5'-monophosphate dehydrogenase
amn,amn,amn,AMP nucleosidase
gatA,gatA,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A
livQ,livQ,livQ,6'''-hydroxyparomomycin C oxidase
adh,adh_2,adh_2,Aldehyde dehydrogenase
nikA,nikA_1,nikA_1,Nickel-binding periplasmic protein
nuoM,nuoM_1,nuoM_1,NADH-quinone oxidoreductase subunit M
atpD,atpD,atpD,ATP synthase subunit beta
eryB,eryB_1,eryB_1,D-erythritol 1-phosphate dehydrogenase
fixL,fixL,fixL,Sensor protein FixL
fruK,fruK,fruK,Fructose import ATP-binding protein FruK
abfA,abfA,abfA,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
atpA,atpA,atpA,ATP synthase subunit alpha
mglA,mglA_8,mglA_8,Galactose/methyl galactoside import ATP-binding protein MglA
uxaA,uxaA,uxaA,Altronate dehydratase
betC,betC,betC,Choline-sulfatase
ffh,ffh,ffh,Signal recognition particle protein
rpoN2,rpoN2,rpoN2,RNA polymerase sigma-54 factor 2
mtgB,mtgB_4,mtgB_4,Glycine betaine methyltransferase
lcfB,lcfB,lcfB,Long-chain-fatty-acid--CoA ligase
metG,metG,metG,Methionine--tRNA ligase
guaA,guaA,guaA,GMP synthase [glutamine-hydrolyzing]
hbpA,hbpA_4,hbpA_4,Heme-binding protein A
mrpD,mrpD_1,mrpD_1,Na(+)/H(+) antiporter subunit D
clsC,clsC,clsC,Cardiolipin synthase C
virD4,virD4,virD4,Protein VirD4
ubiB,ubiB,ubiB,putative protein kinase UbiB
xseA,xseA,xseA,Exodeoxyribonuclease 7 large subunit
prfC,prfC,prfC,Peptide chain release factor RF3
serA,serA_1,serA_1,D-3-phosphoglycerate dehydrogenase
alkJ,alkJ_3,alkJ_3,Alcohol dehydrogenase [acceptor]
nadB,nadB,nadB,L-aspartate oxidase
oppA,oppA,oppA,Periplasmic oligopeptide-binding protein
purH,purH,purH,Bifunctional purine biosynthesis protein PurH
pckA,pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP)
lig,lig,lig,DNA ligase
aruI,aruI,aruI,putative 2-ketoarginine decarboxylase AruI
algE2,algE2,algE2,Mannuronan C5-epimerase AlgE2
yheS,yheS_3,yheS_3,putative ABC transporter ATP-binding protein YheS
pgi,pgi,pgi,Glucose-6-phosphate isomerase
pgm,pgm,pgm,Phosphoglucomutase
yejF,yejF_3,yejF_3,putative ABC transporter ATP-binding protein YejF
nusA,nusA,nusA,Transcription termination/antitermination protein NusA
pyrG,pyrG,pyrG,CTP synthase
gsiA,gsiA_5,gsiA_5,Glutathione import ATP-binding protein GsiA
groL5,groL5_1,groL5_1,60 kDa chaperonin 5
ddpA,ddpA,ddpA,putative DD-dipeptide-binding periplasmic protein DdpA
acsA,acsA_4,acsA_4,Acetyl-coenzyme A synthetase
ilvG,ilvG,ilvG,Acetolactate synthase isozyme 2 large subunit
ettA,ettA,ettA,Energy-dependent translational throttle protein EttA
aidB,aidB,aidB,Putative acyl-CoA dehydrogenase AidB
malL,malL_2,malL_2,Oligo-16-glucosidase
dauA,dauA_2,dauA_2,C4-dicarboxylic acid transporter DauA
rnj,rnj,rnj,Ribonuclease J
sir,sir,sir,Sulfite reductase [ferredoxin]
recN,recN,recN,DNA repair protein RecN
hutU,hutU,hutU,Urocanate hydratase
ctaD,ctaD_1,ctaD_1,Cytochrome c oxidase subunit 1
rocB,rocB,rocB,Protein RocB
adeC,adeC_1,adeC_1,Adenine deaminase
fadD,fadD,fadD,Long-chain-fatty-acid--CoA ligase
rpsA,rpsA,rpsA,30S ribosomal protein S1
leuA,leuA,leuA,2-isopropylmalate synthase
cof,cof,cof,HMP-PP phosphatase
lerK,lerK,lerK,L-erythrulose kinase
eptA,eptA,eptA,Phosphoethanolamine transferase EptA
fhs,fhs,fhs,Formate--tetrahydrofolate ligase
ggt,ggt,ggt,Glutathione hydrolase proenzyme
ftsI,ftsI_1,ftsI_1,putative peptidoglycan DD-transpeptidase FtsI
argS,argS,argS,Arginine--tRNA ligase
ndmD,ndmD,ndmD,Oxidoreductase NdmD
ftsZ,ftsZ_1,ftsZ_1,Cell division protein FtsZ
ilvI,ilvI,ilvI,Acetolactate synthase isozyme 3 large subunit
coxN,coxN,coxN,Alternative cytochrome c oxidase subunit 1
asnB,asnB_2,asnB_2,Asparagine synthetase [glutamine-hydrolyzing] 1
bdlA,bdlA,bdlA,Biofilm dispersion protein BdlA
gcl,gcl,gcl,Glyoxylate carboligase
moxF,moxF_1,moxF_1,Methanol dehydrogenase [cytochrome c] subunit 1
mutL,mutL,mutL,DNA mismatch repair protein MutL
ydaP,ydaP,ydaP,Putative thiamine pyrophosphate-containing protein YdaP
edd,edd,edd,Phosphogluconate dehydratase
dctB,dctB_2,dctB_2,C4-dicarboxylate transport sensor protein DctB
lepA,lepA,lepA,Elongation factor 4
ilvD,ilvD,ilvD,Dihydroxy-acid dehydratase
sdhA,sdhA,sdhA,Succinate dehydrogenase flavoprotein subunit
uup,uup,uup,ABC transporter ATP-binding protein uup
thiC,thiC,thiC,Phosphomethylpyrimidine synthase
appA,appA,appA,Oligopeptide-binding protein AppA
siaT,siaT_2,siaT_2,Sialic acid TRAP transporter permease protein SiaT
mnmG,mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
pepF1,pepF1,pepF1,Oligoendopeptidase F plasmid
atm1,atm1,atm1,ATM1-type heavy metal exporter
nanT,nanT_1,nanT_1,Sialic acid transporter NanT
deaD,deaD,deaD,ATP-dependent RNA helicase DeaD
prsA,prsA,prsA,Foldase protein PrsA
cobT,cobT,cobT,Aerobic cobaltochelatase subunit CobT
kup,kup_2,kup_2,Low affinity potassium transport system protein kup
exoI,exoI,exoI,Beta-hexosaminidase
ftsH,ftsH_2,ftsH_2,ATP-dependent zinc metalloprotease FtsH
iolC,iolC,iolC,5-dehydro-2-deoxygluconokinase
fusA,fusA_1,fusA_1,Elongation factor G
tktA,tktA_2,tktA_2,Transketolase 1
tktB,tktB,tktB,Transketolase 2
dnaG,dnaG,dnaG,DNA primase
cyoB,cyoB,cyoB,Cytochrome bo(3) ubiquinol oxidase subunit 1
carB,carB_1,carB_1,Carbamoyl-phosphate synthase large chain
uvrC,uvrC,uvrC,UvrABC system protein C
gyrB,gyrB_1,gyrB_1,DNA gyrase subunit B
pctA,pctA,pctA,Methyl-accepting chemotaxis protein PctA
glgX,glgX_1,glgX_1,Glycogen operon protein GlgX
katE,katE,katE,Catalase C
pnp,pnp,pnp,Polyribonucleotide nucleotidyltransferase
glyS,glyS,glyS,Glycine--tRNA ligase beta subunit
menF,menF,menF,Isochorismate synthase MenF
priA,priA,priA,Primosomal protein N'
glgB,glgB,glgB,14-alpha-glucan branching enzyme GlgB
iorB,iorB_1,iorB_1,Isoquinoline 1-oxidoreductase subunit beta
rsh,rsh,rsh,GTP pyrophosphokinase rsh
zntA,zntA,zntA,Zinc/cadmium/lead-transporting P-type ATPase
purL,purL,purL,Phosphoribosylformylglycinamidine synthase subunit PurL
cheA,cheA,cheA,Chemotaxis protein CheA
tme,tme,tme,NADP-dependent malic enzyme
paoC,paoC_3,paoC_3,Aldehyde oxidoreductase molybdenum-binding subunit PaoC
dme,dme,dme,NAD-dependent malic enzyme
pleC,pleC,pleC,Non-motile and phage-resistance protein
bamA,bamA_1,bamA_1,Outer membrane protein assembly factor BamA
lptD,lptD,lptD,LPS-assembly protein LptD
speF,speF,speF,Inducible ornithine decarboxylase
hcrA,hcrA_1,hcrA_1,4-hydroxybenzoyl-CoA reductase subunit alpha
virB4,virB4_2,virB4_2,Protein virB4
lon,lon,lon,Lon protease
xpkA,xpkA,xpkA,Xylulose-5-phosphate phosphoketolase
mrcA,mrcA_1,mrcA_1,Penicillin-binding protein 1A
malP,malP,malP,Maltodextrin phosphorylase
actP,actP,actP,Copper-transporting P-type ATPase
srmB,srmB,srmB,ATP-dependent RNA helicase SrmB
dmg,dmg,dmg,Dimethylglycine oxidase
secD,secD,secD,Protein translocase subunit SecD
mprF,mprF,mprF,Phosphatidylglycerol lysyltransferase
pepN,pepN,pepN,Aminopeptidase N
infB,infB,infB,Translation initiation factor IF-2
ppdK,ppdK,ppdK,Pyruvate phosphate dikinase
secA,secA,secA,Protein translocase subunit SecA
mutS,mutS,mutS,DNA mismatch repair protein MutS
glnD,glnD,glnD,Bifunctional uridylyltransferase/uridylyl-removing enzyme
gcvP,gcvP,gcvP,Glycine dehydrogenase (decarboxylating)
sucA,sucA,sucA,2-oxoglutarate dehydrogenase E1 component
argD,argD_1,argD_1,Acetylornithine/succinyldiaminopimelate aminotransferase
