gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
group_3300-iucB-iucA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
iucD-iucB-iucA,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
group_1708-group_3872-group_6271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btuD_16~~~bioM_2~~~ybiT~~~expZ~~~yheS_3~~~yheS_2-group_3872-group_6271,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_4039-group_476-cbpA_2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
cbpA_2-group_476-group_6198,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
greB-group_1314-group_4818,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
group_587-group_2694-group_4774,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_587-group_2694-group_5084,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
frcA_7-kduI1-group_5594,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rbsC_21-yhbO_2-group_4913,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4913-yhbO_2-group_4926,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4913-COQ5_8-group_4914,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4914-COQ5_8-group_6202,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3986-tehA-rhaS_8~~~cdhR_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5756-tehA-rhaS_8~~~cdhR_2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_4176-group_641-group_4177,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
group_4176-group_641-kup_4~~~kup_7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3381-group_145-group_4418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4394-group_145-group_4418,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
tmoT_2-tmoT_3-group_5695,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
group_4550-tmoT_3-group_5695,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
group_2550-nrtA_2-cmpB_1~~~cmpB_2~~~cmpB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3096-nrtA_2-cmpB_1~~~cmpB_2~~~cmpB,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
ddl-nrtA_2-cmpB_1~~~cmpB_2~~~cmpB,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
cmpB_1~~~cmpB_2~~~cmpB-nrtA_2-group_6197,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nrtA_2-group_2550-group_3649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3649-group_2550-group_5756,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3693-pal_3-group_4534,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
group_4534-pal_3-group_5514,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
group_4534-pal_3-group_5638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_4534-pal_3-group_4148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_4887-group_3747-group_6207,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_5144-group_3747-group_6207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3547-group_2603-group_5714,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_5714-group_2603-group_6053,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
group_4552-aaeA-group_5519,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
group_1694-gno_3-group_5606,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
group_1631-gno_3-group_5606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_5190-gno_3-group_5606,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5416-gno_3-group_5606,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3692-group_3712-ros_4~~~ros_5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
group_3692-group_3712-ros_2~~~ros_4~~~ros_5~~~ros_3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_2849-group_3650-nodD2_2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
nodD2_2-group_3650-group_6235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
group_3482-nodD2_2-group_3650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_992-nodD2_2-group_6308,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3650-nodD2_2-group_4201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_3650-nodD2_2-group_5638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group_3650-nodD2_2-group_6308,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
group_3360-maa-copA_1~~~copA_2~~~ctpV,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
group_4393-maa-copA_1~~~copA_2~~~ctpV,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
group_4207-rspR_7-group_5627,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4866-rspR_7-group_5627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4866-rspR_7-group_5628,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5219-rspR_7-group_5627,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5466-rspR_7-group_5627,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
group_2863-group_3423-nifB~~~moaA_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3215-group_3423-nifB~~~moaA_2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4131-group_3423-nifB~~~moaA_2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
nifB~~~moaA_2-group_3423-group_5283,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
nifB~~~moaA_2-group_3423-group_5943,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
carE-carD-group_5585,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
carE-carD-nifH_2~~~nifH~~~nifH_1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
nodD2_3-group_3177-group_5133,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4209-group_3177-group_5133,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3177-nodD2_3-group_3284,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3284-nodD2_3-group_4212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodD2_3-group_3284-group_5072,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nodD2_3-group_3284-group_2639,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4294-group_2639-syrM1_1~~~syrM1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5072-group_2639-syrM1_1~~~syrM1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
syrM1_1~~~syrM1-group_2639-group_3284,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4567-fabG_16-group_4843,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_4567-fabG_16-cysD_2~~~cysD_1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
group_4816-group_1131-lnrL_1~~~lnrL_2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
lnrL_1~~~lnrL_2-group_1131-group_5771,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
nodD2_3~~~nodD2_4~~~nodD2_5~~~nodD2_1-nifK_2-group_5837,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
imuB_2~~~imuB_1-group_1058-dinB_1~~~dinB_3~~~dinB_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
imuB_2~~~imuB_1-group_1058-dinB_2~~~dinB_3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
group_2864-group_2464-group_326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_314-group_2464-group_2742,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xynR_2-group_3841-group_3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3845-group_1361-group_4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
vapB_3-group_2398-group_4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2770-vapC_7-vapB_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
group_1322-cysNC_2-cysD_3~~~cysD_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_171-group_943-group_4938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
group_3833-group_1338-group_4675,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_1338-group_3833-group_5466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1991-sutR_1-group_4136,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
group_3771-IMPDH_1-xpkA_1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
silP~~~silP_1-IMPDH_1-xpkA_1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3810-mntH-hspA,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3810-mntH-group_5789,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
mntH-hspA-btuD_1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_4002-group_520-group_4214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4045-alkJ_1-betB_1~~~betB_2~~~betB_3~~~gbsA_1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5068-alkJ_1-betB_1~~~betB_2~~~betB_3~~~gbsA_1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_775-group_203-group_1667,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_775-group_203-xylH_3~~~rbsC_1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
bepG_1~~~bepG_2-group_2001-arcD_1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcD_1-group_2001-bepF_2~~~bepF_4,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_4198-group_3405-group_6324,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_6324-group_3405-group_6337,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
arg-group_2846-ros_2~~~ros_1~~~ros_3,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5057-group_2551-group_5166,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
group_5057-group_2551-group_5709,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
group_5166-group_3564-group_6231,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_3614-group_2617-group_5069,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_3614-group_2617-group_5474,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1465-group_1654-group_5423,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5423-group_1654-group_5936,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_3466-group_3382-group_4217,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_4217-group_3382-group_6211,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2561-group_1461-group_804,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_804-group_1461-group_5682,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_1475-group_580-group_4634,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
group_1475-group_580-tetR_1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
ucpA_1-ohrR_1-group_1127,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1127-ohrR_1-group_4992,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
group_1127-ohrR_1-group_3450,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
group_1127-group_157-group_4400,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1127-group_157-group_5368,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_3291-ycaC_2-group_4891,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_4810-ycaC_2-group_4891,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msrP_3-mcbR_2-tdh_5~~~lgoD_1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
tdh_5~~~lgoD_1-mcbR_2-group_6077,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_4836-group_1216-group_5609,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_4836-group_1216-group_5863,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_1686-group_642-gbsA_2~~~gbsA_3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4836-group_642-gbsA_2~~~gbsA_3,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
mltF-group_1301-group_5897,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
mltF-group_1301-group_5915,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1837-lldD_1-group_5845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_4008-lldD_1-group_5845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_5845-lldD_1-rutR_1~~~rutR_2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nimR_1-cypM-group_1711,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nimR_1-cypM-hisC_5~~~hisC_1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nimR_1-cypM-cah_3~~~cah_1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nimR_1-cypM-group_5582,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_4173-sbp_1-cysA_1~~~cysA_2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
cysA_1~~~cysA_2-sbp_1-group_5550,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1
group_1050-group_456-msrP_2~~~msrP_1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msrP_2~~~msrP_1-group_456-group_5528,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_566-group_1293-ros_4~~~ros_5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ros_4~~~ros_5-group_1293-group_6427,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_4981-group_2829-group_5883,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_5872-group_2829-group_5883,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2185-group_3216-group_1479,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2185-group_3216-group_6419,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2185-group_3216-gsiC_12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_4758-group_928-group_5664,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2413-group_2002-group_4695,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2002-group_2413-group_4632,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5768-group_3759-group_5909,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
pal_3-group_3693-group_5514,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
group_1286-group_2754-group_3811,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_1286-group_2754-group_6306,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5553-group_699-group_6030,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5553-group_699-group_6344,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_4071-group_2090-group_5646,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5646-group_2090-group_6411,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
group_5646-paiB_2-gabR_2~~~gabR_3~~~gabR_1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
group_5646-paiB_2-group_5793,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4242-group_3401-group_5151,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
group_5151-group_3727-group_5921,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_2652-group_3062-mnmA,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
group_2652-group_3062-group_4601,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieF-queF-btuB_2~~~btuB_1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
group_3337-group_1347-group_6105,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
group_2657-group_1347-group_6105,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_3337-group_2657-group_5075,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
group_1347-group_2657-group_5075,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_5811-group_3517-group_6327,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
group_6047-group_3900-group_6250,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
group_6250-group_3900-group_6362,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
rpoN2_1-group_2473-group_2273,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
rpoN2_1-group_2473-group_3794,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
group_2273-group_3794-group_4780,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
group_2473-group_3794-group_4780,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
group_2515-group_570-dusA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
group_5616-group_3167-group_6208,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmdC_2-group_1763-group_5412,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
group_3205-hbpA_3-dppB_2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_3205-hbpA_3-dppB_1~~~dppB_2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
dppB_2-hbpA_3-group_5660,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3700-dapH_3-iolG_18~~~iolG_10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5755-group_3404-group_6415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4464-group_237-group_6415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ5_4-group_3520-parD1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
group_3977-group_3520-parD1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3853-group_3263-ycaC_1~~~ycaC_3~~~ycaC_4,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
group_3979-group_3263-ycaC_1~~~ycaC_3~~~ycaC_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
group_3980-group_3263-ycaC_1~~~ycaC_3~~~ycaC_4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2851-group_1505-group_4257,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
group_4257-group_1505-group_5643,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3812-group_3523-group_5226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_3567-group_1625-group_3109,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_3505-group_2051-group_4166,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4166-group_2051-group_5680,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ipdC-group_3505-group_2051,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3505-ipdC-group_1042,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5438-ipdC-group_6377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ipdC-group_1042-group_678,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_678-group_1042-group_4072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2420-group_1449-fixK_2~~~fixK_1~~~fixK_4~~~fixK_3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
fixN_1~~~fixN_3-group_1449-fixK_2~~~fixK_1~~~fixK_4~~~fixK_3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_961-group_2816-group_5587,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4089-group_2816-group_5587,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2478-fccB-group_4529,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_4731-group_3801-group_5198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_4992-group_3450-group_5273,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5273-group_3450-ohrR_1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
cspA_5-group_1808-group_4953,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
alkJ_4-abaF-xsc_1~~~xsc_2~~~xsc,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_3346-group_3066-group_4283,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4076-group_3066-group_4282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
rcsC_8-group_615-group_5385,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_615-rcsC_8-group_3524,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
rcsC_8-group_3524-group_5160,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
rcsC_8-group_3524-group_4231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_4037-group_647-group_4307,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
group_4307-group_647-group_4657,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_204-group_2372-group_4284,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2372-group_204-group_2029,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
group_2372-group_204-group_4646,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
group_2030-lutR_5-group_4838,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
f1pep1-group_2928-group_5229,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_1027-group_1252-qorA_3~~~qorA_1~~~qorA_2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_4844-group_1252-qorA_3~~~qorA_1~~~qorA_2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
xylB_5-group_589-aldA~~~geoB,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
group_955-group_1522-prcA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_3185-group_457-group_3308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_457-group_3308-group_3142,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_3671-group_2132-group_2880,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_1925-group_3826-group_6212,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
group_6084-group_3826-group_6212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
group_1936-hisN_2-group_5447,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
acpP_3~~~acpP_4-group_3010-group_6403,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gabR_3-group_2941-group_6453,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_5239-group_3222-group_5226,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5037-group_3143-group_5749,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_3326-group_1418-group_3347,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3326-group_1418-group_5169,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3568-group_1828-group_3309,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
