replicon_type,gene,n
chromosome,ribF,19
chromosome,ribH1,19
chromosome,ribH2,19
chromosome,ribN_2,19
chromosome,ribN_3,19
chromosome,ribN_4,19
chromosome,ribN_5,19
chromosome,ribX,19
chromosome,rihA,19
chromosome,rihB_2,19
chromosome,rimI,19
chromosome,rimJ,19
chromosome,rimM,19
chromosome,rimP,19
chromosome,rlmB_2,19
chromosome,rlmB_2~~~rlmB_1,19
chromosome,rlmD,19
chromosome,rlmE,19
chromosome,rlmH,19
chromosome,rlmJ,19
chromosome,rlmL,19
chromosome,rlmN,19
chromosome,rlpA_1~~~rlpA_2,19
chromosome,rlpA_2,19
chromosome,rluD,19
chromosome,rna,19
chromosome,rnc,19
chromosome,rnd_1,19
chromosome,rnd_2,19
chromosome,rnhA,19
chromosome,rnhB,19
chromosome,rnj,19
chromosome,rnk_1,19
chromosome,rnpA,19
chromosome,rob,19
chromosome,ropA_1,19
chromosome,ros_1,19
chromosome,rpaR_2,19
chromosome,rpaR_3,19
chromosome,rpaR_4~~~rpaR_1,19
chromosome,rpe_2,19
chromosome,rph,19
chromosome,rpiA,19
chromosome,rplA,19
chromosome,rplB,19
chromosome,rplC,19
chromosome,rplD,19
chromosome,rplE,19
chromosome,rplF,19
chromosome,rplI,19
chromosome,rplK,19
chromosome,rplL,19
chromosome,rplM,19
chromosome,rplN,19
chromosome,rplO,19
chromosome,rplP,19
chromosome,rplQ,19
chromosome,rplR,19
chromosome,rplU,19
chromosome,rplV,19
chromosome,rplW,19
chromosome,rplX,19
chromosome,rplY,19
chromosome,rpmA,19
chromosome,rpmB,19
chromosome,rpmC,19
chromosome,rpmD,19
chromosome,rpmE,19
chromosome,rpmF,19
chromosome,rpmG,19
chromosome,rpmI,19
chromosome,rpmJ,19
chromosome,rpoA,19
chromosome,rpoC,19
chromosome,rpoD,19
chromosome,rpoH_1,19
chromosome,rpoH_2,19
chromosome,rpoN2,19
chromosome,rpoZ,19
chromosome,rppH,19
chromosome,rpsA,19
chromosome,rpsB,19
chromosome,rpsC,19
chromosome,rpsD,19
chromosome,rpsE,19
chromosome,rpsF,19
chromosome,rpsG,19
chromosome,rpsH,19
chromosome,rpsI,19
chromosome,rpsJ,19
chromosome,rpsK,19
chromosome,rpsL,19
chromosome,rpsM,19
chromosome,rpsN,19
chromosome,rpsO,19
chromosome,rpsP,19
chromosome,rpsQ,19
chromosome,rpsR,19
chromosome,rpsS,19
chromosome,rpsT,19
chromosome,rpsU_1,19
chromosome,rpsU_2,19
chromosome,rsfS,19
chromosome,rsh,19
chromosome,rsmA_1,19
chromosome,rsmB_2,19
chromosome,rsmC,19
chromosome,rsmD,19
chromosome,rsmE,19
chromosome,rsmG,19
chromosome,rsmH,19
chromosome,rsmI,19
chromosome,rutB_1~~~rutB,19
chromosome,rutC,19
chromosome,rutE,19
chromosome,rutR,19
chromosome,ruvA,19
chromosome,ruvB,19
chromosome,ruvC,19
chromosome,sasA_3,19
chromosome,sasA_4,19
chromosome,sasA_6~~~sasA_2,19
chromosome,sasA_7,19
chromosome,scpA,19
chromosome,scpB_1,19
chromosome,scrK,19
chromosome,sctC_2~~~sctC_1,19
chromosome,sdaA,19
chromosome,sdh,19
chromosome,sdhA,19
chromosome,sdhB,19
chromosome,sdhC,19
chromosome,secA,19
chromosome,secB,19
chromosome,secD,19
chromosome,secD_1~~~secDF,19
chromosome,secE,19
chromosome,secY,19
chromosome,selO,19
chromosome,serA_1,19
chromosome,serC,19
chromosome,serS,19
chromosome,sfsA,19
chromosome,sgrR_3~~~mppA,19
chromosome,siaP_4,19
chromosome,siaT_2,19
chromosome,sigR,19
chromosome,sir,19
chromosome,slyA_1,19
chromosome,slyA_2,19
chromosome,slyX,19
chromosome,smpB,19
chromosome,sodB,19
chromosome,sodC,19
chromosome,soxA_1,19
chromosome,soxA_2~~~soxA_3,19
chromosome,soxB_2,19
chromosome,soxB_3,19
chromosome,soxB_3~~~soxB_1,19
chromosome,soxD_1,19
chromosome,soxD_2,19
chromosome,soxR,19
chromosome,speB,19
chromosome,sphX,19
chromosome,spuD_1,19
chromosome,spuE~~~spuD_2,19
chromosome,srmB,19
chromosome,ssb,19
chromosome,sseA,19
chromosome,sspA_1,19
chromosome,sspA_2,19
chromosome,ssuA_2~~~ssuA_1,19
chromosome,ssuC_4,19
chromosome,sthA_2,19
chromosome,sucA,19
chromosome,sucB_2,19
chromosome,sucC,19
chromosome,sucD,19
chromosome,sufB,19
chromosome,sufC,19
chromosome,sufD,19
chromosome,sufE,19
chromosome,sufS,19
chromosome,sugA_3,19
chromosome,sugA_4,19
chromosome,sugB_4,19
chromosome,suhB_2,19
chromosome,suhB_3,19
chromosome,surA,19
chromosome,surE,19
chromosome,sutR,19
chromosome,tadA_1,19
chromosome,tadA_2,19
chromosome,tag,19
chromosome,takP,19
chromosome,tal,19
chromosome,tam_1,19
chromosome,tam_2,19
chromosome,tatA,19
chromosome,tatB,19
chromosome,tatC,19
chromosome,tcyB_2,19
chromosome,tdh_2,19
chromosome,tdk,19
chromosome,tesB,19
chromosome,tetA_1,19
chromosome,tetR,19
chromosome,tgt,19
chromosome,thiB,19
chromosome,thiE_2,19
chromosome,thiQ_1,19
chromosome,thiQ_2,19
chromosome,thpR,19
chromosome,thrB_1,19
chromosome,thyA,19
chromosome,tig,19
chromosome,tilS,19
chromosome,tktA_2,19
chromosome,tktB,19
chromosome,tldD,19
chromosome,tlpA,19
chromosome,tlyA,19
chromosome,tme,19
chromosome,tmk,19
chromosome,tmpC,19
chromosome,tolB,19
chromosome,tolQ_1,19
chromosome,tolQ_1~~~tolQ_2,19
chromosome,tolR,19
chromosome,tpiA,19
chromosome,tqsA,19
chromosome,trkA,19
chromosome,trkI_2~~~trkI_1~~~trkI,19
chromosome,trmB,19
chromosome,trmD,19
chromosome,trmFO,19
chromosome,trmJ,19
chromosome,trmL,19
chromosome,trpA,19
chromosome,trpB,19
chromosome,trpC,19
chromosome,trpD,19
chromosome,trpF,19
chromosome,trpS,19
chromosome,truA,19
chromosome,truB,19
chromosome,trxB_1,19
chromosome,trxB_2,19
chromosome,tsaD,19
chromosome,tsf,19
chromosome,ttcA,19
chromosome,ttr,19
chromosome,ttuD_2,19
chromosome,ttuE,19
chromosome,tufA_1,19
chromosome,tusA,19
chromosome,tyrB_1,19
chromosome,tyrC,19
chromosome,tyrS,19
chromosome,uacT_1~~~uacT_3,19
chromosome,ubiA,19
chromosome,ubiB,19
chromosome,ubiE,19
chromosome,ubiG,19
chromosome,ubiK,19
chromosome,ubiL_1,19
chromosome,ubiL_1~~~ubiL_2,19
chromosome,udg,19
chromosome,udh,19
chromosome,ugpC_10,19
chromosome,ugpC_5,19
chromosome,ugpC_7,19
chromosome,ugpC_8,19
chromosome,ugpC_9,19
chromosome,ulaR,19
chromosome,ung,19
chromosome,upp,19
chromosome,uppP,19
chromosome,uppS,19
chromosome,ureA,19
chromosome,ureB1,19
chromosome,ureD,19
chromosome,ureE1,19
chromosome,ureF,19
chromosome,uspF,19
chromosome,uup,19
chromosome,uvrC,19
chromosome,uxaA,19
chromosome,valS,19
chromosome,vapB1,19
chromosome,vapB_2,19
chromosome,vapC2,19
chromosome,vapC_3,19
chromosome,vapC_4,19
chromosome,vat_2,19
chromosome,ves,19
chromosome,vioD,19
chromosome,waaA,19
chromosome,walR,19
chromosome,wecC~~~rkpK,19
chromosome,xdh,19
chromosome,xerC_3,19
chromosome,xerD,19
chromosome,xlnD,19
chromosome,xpkA,19
chromosome,xseA,19
chromosome,xseB,19
chromosome,xthA_2,19
chromosome,xthA_3,19
chromosome,xthA_4,19
chromosome,xylA,19
chromosome,xylB_1,19
chromosome,xylB_4,19
chromosome,xynB,19
chromosome,yabJ_5,19
chromosome,yacG,19
chromosome,yadG,19
chromosome,yadH,19
chromosome,yajC,19
chromosome,yajO_1,19
chromosome,yajO_2,19
chromosome,ybaA,19
chromosome,ybaB,19
chromosome,ybaK,19
chromosome,ybbJ,19
chromosome,ybeY,19
chromosome,ybgC,19
chromosome,ybhL,19
chromosome,ybjJ~~~ybjJ_1,19
chromosome,ycaD_1,19
chromosome,ycaD_3,19
chromosome,ycaD_5~~~ycaD_2,19
chromosome,ycaD_5~~~ycaD_4,19
chromosome,ycaD_6,19
chromosome,ycbX,19
chromosome,yccU,19
chromosome,yceF,19
chromosome,yceI,19
chromosome,yceJ,19
chromosome,ycf3,19
chromosome,yciB,19
chromosome,yciF,19
chromosome,yciI,19
chromosome,yciK,19
chromosome,ycjG,19
chromosome,ycjX,19
chromosome,ydcO,19
chromosome,ydcU,19
chromosome,ydcV_3,19
chromosome,ydcV_4,19
chromosome,yddG,19
chromosome,ydhP_2,19
chromosome,ydiK_1,19
chromosome,ydjA,19
chromosome,ydjH_1~~~ydjH_2,19
chromosome,yecD,19
chromosome,yedJ,19
chromosome,yedK,19
chromosome,yeeZ,19
chromosome,yejB,19
chromosome,yejE,19
chromosome,yejF_3,19
chromosome,yesO_2,19
chromosome,yfcA,19
chromosome,yfcA_2,19
chromosome,yfcG,19
chromosome,yffB,19
chromosome,yfiC,19
chromosome,yfiH,19
chromosome,ygaZ_1,19
chromosome,ygaZ_2,19
chromosome,ygeA,19
chromosome,ygfF,19
chromosome,ygfZ,19
chromosome,yhdE,19
chromosome,yhdG,19
chromosome,yhdN_3,19
chromosome,yhdW_1,19
chromosome,yhdW_2,19
chromosome,yheS_1,19
chromosome,yhgF,19
chromosome,yhhQ,19
chromosome,yhjE_2,19
chromosome,yhjQ,19
chromosome,yiaD,19
chromosome,yibF,19
chromosome,yidD,19
chromosome,yieH_2,19
chromosome,yieH_2~~~yieH_1,19
chromosome,yijE,19
chromosome,yitJ_1,19
chromosome,yitJ_2,19
chromosome,yjbI,19
chromosome,yjiA_2,19
chromosome,yjiA_3,19
chromosome,yjlD,19
chromosome,yliI,19
chromosome,ymdB,19
chromosome,ynfE~~~dmsA,19
chromosome,ynjB,19
chromosome,ynjC,19
chromosome,ynjF,19
chromosome,yqeY,19
chromosome,yqfL,19
chromosome,yqjF_2,19
chromosome,yqjG,19
chromosome,yrdA,19
chromosome,yrrK,19
chromosome,yteT,19
chromosome,ywnA_1,19
chromosome,yxeN,19
chromosome,yyaP_1,19
chromosome,yyaP~~~yyaP_1~~~yyaP_2,19
chromosome,zapE,19
chromosome,zntA,19
chromosome,znuA,19
chromosome,znuB,19
chromosome,znuC,19
chromosome,zur,19
chromosome,zwf,19
pSymA,COQ5_3~~~COQ5_7,19
pSymA,COQ5_8,19
pSymA,aaeA,19
pSymA,abo_4,19
pSymA,abo_5,19
pSymA,abo_5~~~thiO,19
pSymA,ade,19
pSymA,adeC_2,19
pSymA,adiC,19
pSymA,amiD_1~~~amiD_2,19
pSymA,ampR,19
pSymA,ant1,19
pSymA,aqpZ2_1~~~aqpZ2_2,19
pSymA,araC_3,19
pSymA,araD,19
pSymA,arcA_2~~~arcA_3,19
pSymA,arcB_2~~~arcB,19
pSymA,arcC2,19
pSymA,arg,19
pSymA,arnC_2,19
pSymA,bacC_2~~~bacC_3,19
pSymA,bacC_4~~~bacC_1,19
pSymA,bepA_7,19
pSymA,betI_4~~~betI_1,19
pSymA,btuD_18,19
pSymA,btuD_18~~~btuD_3~~~gsiA_6~~~gsiA_13,19
pSymA,carD,19
pSymA,carE,19
pSymA,cbpA_2,19
pSymA,cckA_2,19
pSymA,ccpA_2~~~ccpA_6,19
pSymA,cdhR_7,19
pSymA,cmoA,19
pSymA,cmpD,19
pSymA,codA,19
pSymA,comR_2,19
pSymA,comR_2~~~comR_4,19
pSymA,cph2,19
pSymA,cpo_5,19
pSymA,cspA_7,19
pSymA,cspA_8,19
pSymA,cycM,19
pSymA,cysD_2~~~cysD_1,19
pSymA,dasC_6,19
pSymA,davD_1~~~davD_4,19
pSymA,davD_3,19
pSymA,dctM_2~~~dctM_6,19
pSymA,dddP,19
pSymA,denD_2,19
pSymA,des,19
pSymA,dgoD_1~~~dgoD_2,19
pSymA,dgoK1_2,19
pSymA,dinB_1~~~dinB_3~~~dinB_2,19
pSymA,dinB_1~~~dinB_4~~~dinB_5~~~dinB_2,19
pSymA,dinB_2~~~dinB_3,19
pSymA,dinG,19
pSymA,dlgD~~~yjmC_2,19
pSymA,dmlR_12~~~dmlR_13,19
pSymA,dppA_6,19
pSymA,dppC_4,19
pSymA,ecfG_5,19
pSymA,entS_4,19
pSymA,fabG_13,19
pSymA,fabG_16,19
pSymA,fdhC_2,19
pSymA,fdoG_1,19
pSymA,fdoH,19
pSymA,fdoI,19
pSymA,fdxB,19
pSymA,fixJ_2,19
pSymA,fixK_2~~~fixK_1~~~fixK_4~~~fixK_3,19
pSymA,fixK_3~~~fixK_4,19
pSymA,fixK_4~~~fixK_3~~~fixK_2,19
pSymA,fixL,19
pSymA,fixN_1~~~fixN_3,19
pSymA,fixP_1~~~petJ~~~ccoP_2,19
pSymA,fixP_3~~~fixP_2,19
pSymA,fixX,19
pSymA,fliY_3~~~fliY_4,19
pSymA,fnr~~~anr,19
pSymA,frcA_6~~~frcA_5,19
pSymA,frcA_7,19
pSymA,gabD_1~~~betB_4~~~betB_5,19
pSymA,galE_1~~~galE_4,19
pSymA,gbsA_1~~~betB_7,19
pSymA,gci_1,19
pSymA,gcvA_12,19
pSymA,gcvA_8,19
pSymA,gcvA_9,19
pSymA,ghrA_2,19
pSymA,glnQ_4~~~btuD_1~~~glnQ_6~~~glnQ_5,19
pSymA,gltI,19
pSymA,glxR_3,19
pSymA,gnl_2,19
pSymA,gno_3,19
pSymA,greB,19
pSymA,groS1_3~~~groS1_4,19
pSymA,group_1019,19
pSymA,group_1073,19
pSymA,group_1086,19
pSymA,group_1114,19
pSymA,group_1131,19
pSymA,group_1137,19
pSymA,group_1143,19
pSymA,group_1178,19
pSymA,group_1215,19
pSymA,group_1273,19
pSymA,group_1292,19
pSymA,group_1307,19
pSymA,group_1314,19
pSymA,group_1403,19
pSymA,group_1404,19
pSymA,group_1422,19
pSymA,group_1428,19
pSymA,group_1482,19
pSymA,group_1508,19
pSymA,group_152,19
pSymA,group_1746,19
pSymA,group_1854,19
pSymA,group_1855,19
pSymA,group_1886,19
pSymA,group_1912,19
pSymA,group_2101,19
pSymA,group_2164,19
pSymA,group_2182,19
pSymA,group_2183,19
pSymA,group_2255,19
pSymA,group_2430,19
pSymA,group_2498,19
pSymA,group_2561,19
pSymA,group_2574,19
pSymA,group_2575,19
pSymA,group_2603,19
pSymA,group_2628,19
pSymA,group_2639,19
pSymA,group_2694,19
pSymA,group_2695,19
pSymA,group_2767,19
pSymA,group_2880,19
pSymA,group_306,19
pSymA,group_3085,19
pSymA,group_3086,19
pSymA,group_3107,19
pSymA,group_3108,19
pSymA,group_3136,19
pSymA,group_3177,19
pSymA,group_3258,19
pSymA,group_3284,19
pSymA,group_3360,19
pSymA,group_3398,19
pSymA,group_3421,19
pSymA,group_3423,19
pSymA,group_3441,19
pSymA,group_3483,19
pSymA,group_350,19
pSymA,group_3516,19
pSymA,group_3593,19
pSymA,group_366,19
pSymA,group_3821,19
pSymA,group_398,19
pSymA,group_4011,19
pSymA,group_4159,19
pSymA,group_4160,19
pSymA,group_4165,19
pSymA,group_436,19
pSymA,group_4360,19
pSymA,group_4367,19
pSymA,group_4381,19
pSymA,group_4383,19
pSymA,group_4393,19
pSymA,group_4398,19
pSymA,group_4407,19
pSymA,group_4411,19
pSymA,group_4436,19
pSymA,group_4448,19
pSymA,group_4449,19
pSymA,group_4450,19
pSymA,group_4451,19
pSymA,group_4481,19
pSymA,group_4482,19
pSymA,group_4483,19
pSymA,group_4487,19
pSymA,group_4498,19
pSymA,group_4510,19
pSymA,group_4511,19
pSymA,group_4514,19
pSymA,group_4515,19
pSymA,group_4520,19
pSymA,group_4534,19
pSymA,group_4546,19
pSymA,group_455,19
pSymA,group_4551,19
pSymA,group_4552,19
pSymA,group_4556,19
pSymA,group_4567,19
pSymA,group_4577,19
pSymA,group_4618,19
pSymA,group_4655,19
pSymA,group_4664,19
pSymA,group_4681,19
pSymA,group_4682,19
pSymA,group_4685,19
pSymA,group_4735,19
pSymA,group_4737,19
pSymA,group_4757,19
pSymA,group_4773,19
pSymA,group_4774,19
pSymA,group_4785,19
pSymA,group_4788,19
pSymA,group_4802,19
pSymA,group_4815,19
pSymA,group_4818,19
pSymA,group_4866,19
pSymA,group_4874,19
pSymA,group_4878,19
pSymA,group_4912,19
pSymA,group_4913,19
pSymA,group_4914,19
pSymA,group_4971,19
pSymA,group_4981,19
pSymA,group_4998,19
pSymA,group_5000,19
pSymA,group_5052,19
pSymA,group_5057,19
pSymA,group_5072,19
pSymA,group_5090,19
pSymA,group_5099,19
pSymA,group_5105,19
pSymA,group_5124,19
pSymA,group_5176,19
pSymA,group_519,19
pSymA,group_5205,19
pSymA,group_5267,19
pSymA,group_5271,19
pSymA,group_5299,19
pSymA,group_5311,19
pSymA,group_532,19
pSymA,group_5332,19
pSymA,group_5346,19
pSymA,group_5366,19
pSymA,group_5367,19
pSymA,group_5378,19
pSymA,group_5379,19
pSymA,group_5452,19
pSymA,group_5496,19
pSymA,group_5514,19
pSymA,group_5519,19
pSymA,group_5520,19
pSymA,group_555,19
pSymA,group_5555,19
pSymA,group_5565,19
pSymA,group_5570,19
pSymA,group_5587,19
pSymA,group_5588,19
pSymA,group_5596,19
pSymA,group_5600,19
pSymA,group_5608,19
pSymA,group_5622,19
pSymA,group_5627,19
pSymA,group_5634,19
pSymA,group_5637,19
pSymA,group_565,19
pSymA,group_5653,19
pSymA,group_5667,19
pSymA,group_5692,19
pSymA,group_5700,19
pSymA,group_5714,19
pSymA,group_5753,19
pSymA,group_5754,19
pSymA,group_5757,19
pSymA,group_5762,19
pSymA,group_5771,19
pSymA,group_5783,19
pSymA,group_5784,19
pSymA,group_5785,19
pSymA,group_579,19
pSymA,group_5838,19
pSymA,group_5849,19
pSymA,group_5858,19
pSymA,group_5860,19
pSymA,group_5861,19
pSymA,group_587,19
pSymA,group_5872,19
pSymA,group_5877,19
pSymA,group_5878,19
pSymA,group_5883,19
pSymA,group_5884,19
pSymA,group_5889,19
pSymA,group_5893,19
pSymA,group_5894,19
pSymA,group_5896,19
pSymA,group_5900,19
pSymA,group_5901,19
pSymA,group_5904,19
pSymA,group_5906,19
pSymA,group_5908,19
pSymA,group_5911,19
pSymA,group_5912,19
pSymA,group_5915,19
pSymA,group_5918,19
pSymA,group_5920,19
pSymA,group_5925,19
pSymA,group_5964,19
pSymA,group_5969,19
pSymA,group_5984,19
pSymA,group_6007,19
pSymA,group_6017,19
pSymA,group_6033,19
pSymA,group_6039,19
pSymA,group_6055,19
pSymA,group_6059,19
pSymA,group_6062,19
pSymA,group_6074,19
pSymA,group_6084,19
pSymA,group_6108,19
pSymA,group_6110,19
pSymA,group_6122,19
pSymA,group_6131,19
pSymA,group_6132,19
pSymA,group_6144,19
pSymA,group_6145,19
pSymA,group_6148,19
pSymA,group_6151,19
pSymA,group_6165,19
pSymA,group_6166,19
pSymA,group_6171,19
pSymA,group_6212,19
pSymA,group_6227,19
pSymA,group_6234,19
pSymA,group_6260,19
pSymA,group_6271,19
pSymA,group_6286,19
pSymA,group_6295,19
pSymA,group_6337,19
pSymA,group_6343,19
pSymA,group_6348,19
pSymA,group_644,19
pSymA,group_6452,19
pSymA,group_651,19
pSymA,group_695,19
pSymA,group_703,19
pSymA,group_709,19
pSymA,group_732,19
pSymA,group_758,19
pSymA,group_810,19
pSymA,group_815,19
pSymA,group_831,19
pSymA,group_856,19
pSymA,group_857,19
pSymA,group_883,19
pSymA,group_884,19
pSymA,group_925,19
pSymA,group_961,19
pSymA,group_962,19
pSymA,group_972,19
pSymA,gsiA_12,19
pSymA,gsiC_13,19
pSymA,gsiC_15,19
pSymA,gsiC_3~~~gsiC_12,19
pSymA,gsiD_6,19
pSymA,gsiD_9,19
pSymA,gudX,19
pSymA,hadL,19
pSymA,hchA_1,19
pSymA,hchA_2,19
pSymA,hcr_2,19
pSymA,hdlIVa_1~~~dehH2,19
pSymA,hmp_3~~~hmp_2,19
pSymA,iolG_12,19
pSymA,iorA_2,19
pSymA,iorB_1~~~iorB_3,19
pSymA,katG,19
pSymA,kdpC,19
pSymA,kdpE,19
pSymA,kduI1,19
pSymA,klcA,19
pSymA,leuB_2~~~ttuC,19
pSymA,lfrA_1,19
pSymA,lfrA_2,19
pSymA,lnrL_1~~~lnrL_2,19
pSymA,lrp_9,19
pSymA,lsrC_3,19
pSymA,lutR_10,19
pSymA,lutR_6,19
pSymA,lutR_6~~~lutR_7~~~lutR_5,19
pSymA,lutR_8,19
pSymA,maa,19
pSymA,macA_3,19
pSymA,malT_2~~~degU_1,19
pSymA,mcbR_3,19
pSymA,mcbR_4,19
pSymA,mdtC_1~~~mdtC_2,19
pSymA,mdtL,19
pSymA,mglA_8,19
pSymA,mhqD_1,19
pSymA,mhqO,19
pSymA,msrA3,19
pSymA,msrB_3,19
pSymA,nagC_4,19
pSymA,naiP,19
pSymA,nanR_1~~~lutR_9,19
pSymA,nanT_2~~~nanT_1,19
pSymA,napB,19
pSymA,napC_1,19
pSymA,napD,19
pSymA,napF,19
pSymA,ndhB_3,19
pSymA,ndhB_4,19
pSymA,ndhC_1~~~ndhC_2,19
pSymA,ndhI,19
pSymA,ndhJ,19
pSymA,ndmD,19
pSymA,nemA_2,19
pSymA,nfdA_1,19
pSymA,nifA,19
pSymA,nifD_1,19
pSymA,nifK_1,19
pSymA,nifK_2,19
pSymA,nikA_2~~~nikA_1,19
pSymA,nodA,19
pSymA,nodD2_3,19
pSymA,nodF,19
pSymA,nodM_1~~~nodM_2,19
pSymA,nosD,19
pSymA,nosF,19
pSymA,nosY,19
pSymA,novR,19
pSymA,nqo2_2,19
pSymA,nqo4,19
pSymA,nqo6,19
pSymA,nreC,19
pSymA,nrtA_2,19
pSymA,nuoH_2,19
pSymA,nuoJ_2,19
pSymA,nuoK_1~~~nuoK_2,19
pSymA,nylA~~~amiB2,19
pSymA,ohrB_2~~~ohrB_3,19
pSymA,oppD_6,19
pSymA,osmX,19
pSymA,osmY,19
pSymA,otsA,19
pSymA,oxyR_3~~~oxyR_1,19
pSymA,pal_3,19
pSymA,paoA_4,19
pSymA,paoB_1~~~paoB_5,19
pSymA,pat,19
pSymA,pbpF,19
pSymA,pcm_4,19
pSymA,pcpR_2~~~pcpR_1,19
pSymA,pgrR_10,19
pSymA,pgrR_3~~~pgrR_11,19
pSymA,pgrR_4~~~pgrR_10~~~pgrR_12,19
pSymA,pgrR_9,19
pSymA,phnW_2~~~pucG~~~phnW_1,19
pSymA,phzF_3,19
pSymA,potA_7,19
pSymA,potA_8,19
pSymA,potB_3,19
pSymA,potE,19
pSymA,rbsA_14,19
pSymA,rbsB_8,19
pSymA,rbsC_11~~~rbsC_19,19
pSymA,rbsC_20,19
pSymA,rbsC_21,19
pSymA,rhaR_6,19
pSymA,rhaR_6~~~rhaR_5,19
pSymA,rhaR_8,19
pSymA,rnk_1~~~rnk_2,19
pSymA,rsmA_2,19
pSymA,rspR_3~~~rspR_5,19
pSymA,rspR_6,19
pSymA,rspR_7,19
pSymA,rutB_2~~~nicF,19
pSymA,sasA_1~~~sasA_4,19
pSymA,sctC_2,19
pSymA,selA,19
pSymA,selD,19
pSymA,serA_2~~~ghrB_1,19
pSymA,sgrR_3,19
pSymA,sgrR_5,19
pSymA,speF,19
pSymA,spuC_5,19
pSymA,sugC_2~~~sugC_4,19
pSymA,syrM1_1~~~syrM1,19
pSymA,tgnB,19
pSymA,tgnC,19
pSymA,tgnC_2~~~puuC,19
pSymA,thrB_2,19
pSymA,tmoT_1,19
pSymA,todT_2,19
pSymA,ugpC_11,19
pSymA,vapC_1~~~vapC_6,19
pSymA,vibB,19
pSymA,virB2_1,19
pSymA,virB3_1~~~virB3_2,19
pSymA,virB5_1~~~virB5_2,19
pSymA,virB6,19
pSymA,virB8_1,19
pSymA,virB9_1,19
pSymA,xylG_1~~~xylG_2,19
pSymA,yabJ_6,19
pSymA,ycjO_3,19
pSymA,ycjO_4,19
pSymA,ycjP_2,19
pSymA,ycnJ,19
pSymA,yecS_3~~~yecS_4,19
pSymA,yfcG_2,19
pSymA,yhaJ,19
pSymA,yhbO_2,19
pSymA,yheS_3,19
pSymA,yiaM_1~~~yiaM_2,19
pSymA,yjgH,19
pSymA,yjiE,19
pSymA,yofA,19
pSymA,yphB,19
pSymA,ytfE,19
pSymB,COQ5_1,19
pSymB,COQ5_2,19
pSymB,COQ5_3,19
pSymB,COQ5_4,19
pSymB,PAD1~~~ubiX,19
pSymB,aacA4_2~~~aacA4,19
pSymB,abfA,19
pSymB,abo_1~~~abo_5~~~abo_6,19
pSymB,acdA_1,19
pSymB,acdA_2,19
pSymB,acdA_3,19
pSymB,ackA,19
pSymB,acoR,19
pSymB,actP,19
pSymB,acyP,19
pSymB,adh1,19
pSymB,afr_1,19
pSymB,agpA,19
pSymB,agpA_1,19
pSymB,alc,19
pSymB,aldHT,19
pSymB,allA_1,19
pSymB,allA_2,19
pSymB,alsT_3,19
pSymB,amiC_1,19
pSymB,ampC,19
pSymB,andAa_1~~~andAa_3,19
pSymB,apnO,19
pSymB,apsD_1,19
pSymB,araA_1,19
pSymB,araB_1,19
pSymB,araC_1,19
pSymB,araF,19
pSymB,araH_1,19
pSymB,araH_2~~~rbsC_13,19
pSymB,araQ_1,19
pSymB,araQ_2,19
pSymB,araQ_3,19
pSymB,argH_1,19
pSymB,argP_1,19
pSymB,argP_2~~~argP_1,19
pSymB,arnB,19
pSymB,aroE_1,19
pSymB,artI_1,19
pSymB,artI_2,19
pSymB,artM_3~~~occP_1,19
pSymB,artQ,19
pSymB,asnB_2,19
pSymB,asnC,19
pSymB,bacC_1,19
pSymB,basR,19
pSymB,bdcA_2~~~bdcA,19
pSymB,bdhA,19
pSymB,benM,19
pSymB,bepF_1,19
pSymB,bepF_2~~~mdtE,19
pSymB,bepG,19
pSymB,betA_1,19
pSymB,betI_1,19
pSymB,bhbA,19
pSymB,bicA,19
pSymB,braC,19
pSymB,bshB1,19
pSymB,btuD_13~~~btuD_4,19
pSymB,btuD_14~~~ybhF,19
pSymB,btuD_15~~~frcA_1~~~frcA_8,19
pSymB,btuD_19~~~btuD_3,19
pSymB,btuD_2,19
pSymB,caiD_2~~~caiD_1,19
pSymB,carB_1,19
pSymB,catD,19
pSymB,catI,19
pSymB,catJ,19
pSymB,catM,19
pSymB,cbbA,19
pSymB,cbbL,19
pSymB,cbbS,19
pSymB,cbbX,19
pSymB,ccpA_2,19
pSymB,cdhR_1,19
pSymB,cdhR_2,19
pSymB,cecR,19
pSymB,cheB_3~~~cheB_5~~~cheB_1,19
pSymB,cheB_3~~~todT_1~~~todT_3,19
pSymB,cheB_4~~~cheB_2,19
pSymB,chvE,19
pSymB,clsB,19
pSymB,cmoB,19
pSymB,cmpR_2,19
pSymB,codA_2,19
pSymB,comR_3~~~comR_1,19
pSymB,cpdA_1,19
pSymB,cpo_1,19
pSymB,cpo_2,19
pSymB,cra,19
pSymB,ctaC_2~~~ctaC_1,19
pSymB,cya_1,19
pSymB,cycB_1,19
pSymB,cycB_2,19
pSymB,cymR,19
pSymB,cynR_1,19
pSymB,cyoA,19
pSymB,cyoB,19
pSymB,cyoC_2~~~cyoC_1,19
pSymB,cysD_1,19
pSymB,cysQ_2,19
pSymB,cysQ_3~~~cysQ_1,19
pSymB,cysT,19
pSymB,cysW_1,19
pSymB,cytR_1,19
pSymB,cytR_2,19
pSymB,cytR_3,19
pSymB,cytR_5,19
pSymB,cytR_5~~~ccpA_3,19
pSymB,dadA,19
pSymB,dadA1_1,19
pSymB,dapA_4,19
pSymB,dapA_5~~~dapA_2,19
pSymB,dapA_5~~~dapA_3,19
